Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,StopLoss-Exit-Date,StopLoss-Exit-Price,StopLoss-Exit-PorL,Exit-Date,Exit-Price,PorL,Actual-PorL,Strategy,Current-Pos
AAPL,LONG,2007-11-29,26.00,3653,No-Exit,0.0,0.0,2007-12-11,27.38,5041.14,5041.14,BB 20 SMA Xover Mtm,[]
VLO,SHORT,2008-01-04,65.55,1517,No-Exit,0.0,0.0,2008-01-08,64.34,1835.57,1835.57,BB 20 SMA Xover Mtm,['AAPL', 'AMZN']
AAPL,SHORT,2008-01-07,25.46,1850,No-Exit,0.0,0.0,2008-01-14,25.39,129.50,129.50,BB 20 SMA Xover Mtm,['AMZN']
AMZN,SHORT,2008-01-07,87.90,449,No-Exit,0.0,0.0,2008-01-16,81.29,2967.89,2967.89,BB 20 SMA Xover Mtm,[]
GRMN,LONG-SPY-NULL,2008-02-20,73.00,74,2008-02-20,63.60,-695.60,2008-02-21,63.60,-695.60,0.0,BB 20 SMA Xover Mtm,['TAP']
TAP,LONG,2008-02-13,50.16,2082,No-Exit,0.0,0.0,2008-02-21,51.94,3705.96,3705.96,BB 20 SMA Xover Mtm,[]
QCOM,SHORT,2008-03-04,40.71,2636,No-Exit,0.0,0.0,2008-03-12,40.52,500.84,500.84,BB 20 SMA Xover Mtm,['AAPL']
AAPL,LONG,2008-03-12,18.37,5300,No-Exit,0.0,0.0,2008-04-08,21.94,18898.29,18898.29,BB 20 SMA Xover Mtm,[]
VLO,LONG,2008-04-17,52.20,2409,No-Exit,0.0,0.0,2008-04-23,51.97,-554.07,-554.07,BB 20 SMA Xover Mtm,[]
PCLN,SHORT,2008-04-29,121.70,33,No-Exit,0.0,0.0,2008-05-01,129.66,-262.68,-262.68,BB 20 SMA Xover Mtm,['AET']
AET,LONG,2008-04-24,44.35,2877,No-Exit,0.0,0.0,2008-05-27,45.15,2301.60,2301.60,BB 20 SMA Xover Mtm,['AAPL', 'VLO']
VLO,LONG,2008-05-20,50.19,75,No-Exit,0.0,0.0,2008-05-27,47.07,-234.00,-234.00,BB 20 SMA Xover Mtm,['AAPL']
AAPL,SHORT,2008-05-22,25.20,7,No-Exit,0.0,0.0,2008-05-28,26.82,-11.34,-11.34,BB 20 SMA Xover Mtm,[]
VLO,SHORT,2008-06-09,45.87,2767,No-Exit,0.0,0.0,2008-06-12,45.13,2047.58,2047.58,BB 20 SMA Xover Mtm,['AAPL']
AAPL,SHORT,2008-06-10,25.68,4457,No-Exit,0.0,0.0,2008-06-16,24.87,3610.17,3610.17,BB 20 SMA Xover Mtm,[]
CME,LONG,2008-07-23,73.99,1788,No-Exit,0.0,0.0,2008-08-04,64.45,-17057.52,-17057.52,BB 20 SMA Xover Mtm,[]
AAPL,LONG,2008-08-07,23.69,4901,No-Exit,0.0,0.0,2008-08-15,25.22,7498.53,7498.53,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2008-09-02,23.98,5139,No-Exit,0.0,0.0,2008-09-08,23.51,2415.33,2415.33,BB 20 SMA Xover Mtm,[]
AAPL,LONG,2008-10-29,14.42,8705,No-Exit,0.0,0.0,2008-10-31,15.30,7660.40,7660.40,BB 20 SMA Xover Mtm,['RIG']
RIG,LONG-SPY-NULL,2008-10-31,80.43,78,No-Exit,0.0,0.0,2008-11-06,78.90,-119.34,0.0,BB 20 SMA Xover Mtm,['TAP', 'HUM']
HUM,LONG,2008-11-06,36.37,1743,No-Exit,0.0,0.0,2008-11-12,33.22,-5490.45,-5490.45,BB 20 SMA Xover Mtm,['TAP', 'AAPL']
AAPL,SHORT,2008-11-07,14.02,736,No-Exit,0.0,0.0,2008-11-13,13.33,507.84,507.84,BB 20 SMA Xover Mtm,['TAP']
TAP,LONG,2008-11-06,43.55,1502,No-Exit,0.0,0.0,2008-11-25,43.77,330.44,330.44,BB 20 SMA Xover Mtm,[]
