Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,StopLoss-Exit-Date,StopLoss-Exit-Price,StopLoss-Exit-PorL,Profit-Exit-Date,Profit-Exit-Price,Profit-Exit-PorL,Exit-Date,Exit-Price,PorL,Actual-PorL,Current-Pos
AAPL,LONG,2007-12-07,25.78,3690,No-Exit,0,0,2007-12-07,26.05,998.35,2007-12-11,26.12,1272.89,998.35,[]
AAPL,LONG,2008-12-09,13.59,7090,No-Exit,0,0,2008-12-09,13.86,1918.23,2008-12-10,13.08,-3625.46,1918.23,[]
AAPL,LONG,2009-03-18,13.52,6875,No-Exit,0,0,2009-03-18,13.79,1860.06,2009-03-30,14.14,4278.14,1860.06,[]
AAPL,LONG,2009-12-28,28.64,3337,No-Exit,0,0,2009-12-28,28.91,902.84,2010-01-06,28.92,918.64,902.84,[]
AAPL,LONG,2010-03-01,27.83,3437,No-Exit,0,0,2010-03-01,28.1,929.9,2010-03-03,28.17,1150.75,929.9,[]
AAPL,LONG,2010-09-09,35.85,2705,No-Exit,0,0,2010-09-13,36.12,731.85,2010-09-22,38.24,6465.89,731.85,[]
AAPL,LONG,2011-01-04,44.97,2297,No-Exit,0,0,2011-01-06,45.24,621.46,2011-01-14,46.61,3758.3,621.46,[]
AAPL,LONG,2013-04-30,59.73,1875,No-Exit,0,0,2013-04-30,60,514.77,2013-05-14,62.31,4837.75,514.77,[]
AAPL,LONG,2013-11-27,75.04,1528,No-Exit,0,0,2013-11-27,75.32,427.59,2013-12-11,78.77,5690.14,427.59,[]
AAPL,SHORT,2008-06-23,23.64,4068,No-Exit,0,0,2008-06-23,23.37,1100.62,2008-06-25,23.61,154.09,1100.62,[]
AAPL,SHORT,2009-12-07,25.92,3741,No-Exit,0,0,2009-12-07,25.65,1012.14,2009-12-09,26.58,-2484.69,1012.14,[]
AAPL,SHORT,2013-04-15,58.62,1805,No-Exit,0,0,2013-04-15,58.34,495.55,2013-04-23,55.46,5701.35,495.55,[]
AAPL,SHORT,2013-11-21,71.94,1616,2013-11-21,72.45,-834.34,No-Exit,0,0,2013-11-22,73,-1725.42,-834.34,[]
AAPL,SHORT,2014-04-08,73.43,1635,No-Exit,0,0,2014-04-08,73.15,460.25,2014-04-09,74.11,-1107.68,460.25,[]
