Unexecuted Orders
1191369600, HOG, Buy, 49.78
1191801600, VLO, Buy, 71.48
1192752000, GS, Sell, 215.51
1193702400, FTI, Sell, 29.75
1193875200, FCX, Sell, 55.46
1193875200, STT, Sell, 73.01
1193961600, DVA, Sell, 29.45
1196812800, FCX, Buy, 51.31
