Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,StopLoss-Exit-Date,StopLoss-Exit-Price,StopLoss-Exit-PorL,Exit-Date,Exit-Price,PorL,Actual-PorL,Strategy,Current-Pos
ACN,LONG,2007-10-01,40.65,2337,No-Exit,0.0,0.0,2007-10-16,40.51,-327.18,-327.18,BB 20 SMA Xover Mtm,['HOG', 'VLO']
HOG,LONG,2007-10-04,49.78,95,No-Exit,0.0,0.0,2007-10-16,48.87,-86.45,-86.45,BB 20 SMA Xover Mtm,['VLO']
VLO,LONG,2007-10-09,71.48,3,No-Exit,0.0,0.0,2007-10-16,72.52,3.12,3.12,BB 20 SMA Xover Mtm,[]
APA,SHORT-SPY-NULL,2007-10-23,90.46,929,No-Exit,0.0,0.0,2007-10-26,97.70,-6725.96,0.0,BB 20 SMA Xover Mtm,['ALL', 'HAL', 'FFIV', 'MMM', 'NOV', 'XOM', 'TIF', 'SLB']
HAL,SHORT-SPY-NULL,2007-10-22,37.97,163,No-Exit,0.0,0.0,2007-10-26,41.50,-575.39,0.0,BB 20 SMA Xover Mtm,['ALL', 'FFIV', 'MMM', 'NOV', 'XOM', 'TIF', 'SLB']
FFIV,SHORT-SPY-NULL,2007-10-25,36.02,1778,No-Exit,0.0,0.0,2007-10-31,34.79,2186.94,0.0,BB 20 SMA Xover Mtm,['ALL', 'BEN', 'MMM', 'WY', 'CAM', 'NOV', 'XOM', 'TIF', 'SLB']
XOM,SHORT-SPY-NULL,2007-10-22,91.17,100,No-Exit,0.0,0.0,2007-11-06,89.57,160.00,0.0,BB 20 SMA Xover Mtm,['ALL', 'BEN', 'MMM', 'WY', 'CAM', 'GS', 'NOV', 'TIF', 'SLB']
NOV,SHORT-SPY-NULL,2007-10-22,67.70,28,No-Exit,0.0,0.0,2007-11-06,77.60,-277.20,0.0,BB 20 SMA Xover Mtm,['ALL', 'BEN', 'MMM', 'WY', 'CAM', 'GS', 'TIF', 'SLB']
ALL,SHORT-SPY-NULL,2007-10-19,54.99,1720,No-Exit,0.0,0.0,2007-11-07,52.00,5142.80,0.0,BB 20 SMA Xover Mtm,['BEN', 'MMM', 'WY', 'CAM', 'GS', 'TIF', 'SLB']
BEN,SHORT-SPY-NULL,2007-10-29,43.55,1503,No-Exit,0.0,0.0,2007-11-12,40.07,5230.44,0.0,BB 20 SMA Xover Mtm,['GOOGL', 'AAPL', 'MMM', 'WY', 'CAM', 'GS', 'TIF', 'SLB']
GS,SHORT,2007-11-05,220.00,46,No-Exit,0.0,0.0,2007-11-12,215.77,194.58,194.58,BB 20 SMA Xover Mtm,['GOOGL', 'AAPL', 'MMM', 'WY', 'CAM', 'TIF', 'SLB']
MMM,SHORT-SPY-NULL,2007-10-22,85.35,131,No-Exit,0.0,0.0,2007-11-13,80.78,598.67,0.0,BB 20 SMA Xover Mtm,['GOOGL', 'MOS', 'AAPL', 'WY', 'CAM', 'TIF', 'SLB']
TIF,SHORT-SPY-NULL,2007-10-24,53.06,1498,No-Exit,0.0,0.0,2007-11-13,46.65,9602.18,0.0,BB 20 SMA Xover Mtm,['GOOGL', 'MOS', 'AAPL', 'WY', 'CAM', 'SLB']
AAPL,SHORT,2007-11-09,24.45,1463,No-Exit,0.0,0.0,2007-11-14,25.31,-1256.09,-1256.09,BB 20 SMA Xover Mtm,['GOOGL', 'MOS', 'WY', 'CAM', 'SLB']
CAM,SHORT-SPY-NULL,2007-10-31,46.92,79,No-Exit,0.0,0.0,2007-11-15,44.89,160.37,0.0,BB 20 SMA Xover Mtm,['GOOGL', 'MOS', 'WY', 'SLB']
SLB,SHORT-SPY-NULL,2007-10-22,97.64,132,No-Exit,0.0,0.0,2007-11-19,93.80,506.88,0.0,BB 20 SMA Xover Mtm,['GOOGL', 'MOS', 'WY']
GOOGL,SHORT,2007-11-12,328.67,108,No-Exit,0.0,0.0,2007-11-20,320.14,921.24,921.24,BB 20 SMA Xover Mtm,['MOS', 'WY']
WY,LONG-SPY-NULL,2007-10-30,74.59,798,No-Exit,0.0,0.0,2007-11-21,67.66,-5530.14,0.0,BB 20 SMA Xover Mtm,['MOS']
MOS,SHORT,2007-11-13,60.72,719,No-Exit,0.0,0.0,2007-11-23,61.71,-711.81,-711.81,BB 20 SMA Xover Mtm,[]
AAPL,LONG,2007-11-29,26.00,1995,No-Exit,0.0,0.0,2007-12-11,26.94,1875.30,1875.30,BB 20 SMA Xover Mtm,['GOOGL', 'AZO', 'FCX', 'NOV']
FCX,LONG,2007-12-06,51.31,1,No-Exit,0.0,0.0,2007-12-11,53.16,1.85,1.85,BB 20 SMA Xover Mtm,['GOOGL', 'AZO', 'NOV']
GOOGL,LONG-SPY-NULL,2007-11-29,349.59,148,No-Exit,0.0,0.0,2007-12-11,353.86,631.96,0.0,BB 20 SMA Xover Mtm,['AZO', 'NOV']
NOV,LONG,2007-11-30,70.51,75,No-Exit,0.0,0.0,2007-12-11,72.35,138.00,138.00,BB 20 SMA Xover Mtm,['AZO']
GOOGL,SHORT,2007-12-18,331.27,160,No-Exit,0.0,0.0,2007-12-21,348.94,-2827.20,-2827.20,BB 20 SMA Xover Mtm,['AZO', 'MRK', 'SLB']
SLB,SHORT,2007-12-18,89.38,593,No-Exit,0.0,0.0,2007-12-26,96.65,-4311.11,-4311.11,BB 20 SMA Xover Mtm,['AZO', 'MRK']
AZO,LONG,2007-12-05,130.09,2,No-Exit,0.0,0.0,2007-12-28,121.15,-17.88,-17.88,BB 20 SMA Xover Mtm,['MRK']
MRK,SHORT-SPY-NULL,2007-12-21,57.95,1715,No-Exit,0.0,0.0,2008-01-08,60.22,-3893.05,0.0,BB 20 SMA Xover Mtm,['GOOGL', 'VLO', 'AAPL', 'FLR', 'AIG', 'AMZN', 'IBM']
AIG,SHORT-SPY-NULL,2007-12-28,1148.60,63,No-Exit,0.0,0.0,2008-01-10,1137.26,714.42,0.0,BB 20 SMA Xover Mtm,['GOOGL', 'VLO', 'AAPL', 'FLR', 'T', 'AMZN', 'IBM']
IBM,SHORT,2008-01-02,107.02,292,No-Exit,0.0,0.0,2008-01-11,99.29,2257.16,2257.16,BB 20 SMA Xover Mtm,['GOOGL', 'VLO', 'AAPL', 'FLR', 'T', 'AMZN']
GOOGL,SHORT,2008-01-02,342.28,117,No-Exit,0.0,0.0,2008-01-14,326.60,1834.56,1834.56,BB 20 SMA Xover Mtm,['VLO', 'AAPL', 'FLR', 'T', 'AMZN']
AMZN,SHORT,2008-01-07,87.90,314,No-Exit,0.0,0.0,2008-01-17,81.29,2075.54,2075.54,BB 20 SMA Xover Mtm,['VLO', 'MOS', 'AAPL', 'FLR', 'PEP', 'T', 'MON']
T,SHORT,2008-01-09,38.77,2083,No-Exit,0.0,0.0,2008-01-17,38.26,1062.33,1062.33,BB 20 SMA Xover Mtm,['VLO', 'MOS', 'AAPL', 'FLR', 'PEP', 'MON']
FLR,SHORT,2008-01-08,68.76,1144,No-Exit,0.0,0.0,2008-01-24,60.66,9272.12,9272.12,BB 20 SMA Xover Mtm,['VLO', 'MOS', 'AAPL', 'PEP', 'MON']
MON,SHORT,2008-01-17,106.57,80,No-Exit,0.0,0.0,2008-01-24,109.50,-234.40,-234.40,BB 20 SMA Xover Mtm,['VLO', 'MOS', 'AAPL', 'PEP']
MOS,SHORT,2008-01-17,88.93,521,No-Exit,0.0,0.0,2008-01-24,87.22,890.91,890.91,BB 20 SMA Xover Mtm,['VLO', 'AAPL', 'PEP']
PEP,SHORT,2008-01-15,76.00,960,No-Exit,0.0,0.0,2008-01-24,70.43,5347.20,5347.20,BB 20 SMA Xover Mtm,['VLO', 'AAPL']
VLO,SHORT,2008-01-04,65.55,1387,No-Exit,0.0,0.0,2008-01-24,53.85,16227.90,16227.90,BB 20 SMA Xover Mtm,['AAPL']
AAPL,SHORT,2008-01-07,25.46,1786,No-Exit,0.0,0.0,2008-01-30,18.77,11953.44,11953.44,BB 20 SMA Xover Mtm,[]
OI,LONG,2008-02-01,51.60,1414,No-Exit,0.0,0.0,2008-02-06,51.07,-749.42,-749.42,BB 20 SMA Xover Mtm,['CVS', 'ISRG']
CVS,LONG,2008-02-01,39.30,1839,No-Exit,0.0,0.0,2008-02-14,39.94,1176.96,1176.96,BB 20 SMA Xover Mtm,['JPM', 'PCP', 'MET', 'T', 'TAP', 'ISRG']
T,LONG,2008-02-13,37.89,270,No-Exit,0.0,0.0,2008-02-19,35.99,-513.00,-513.00,BB 20 SMA Xover Mtm,['JPM', 'PCP', 'MET', 'TAP', 'ISRG']
GRMN,LONG-SPY-NULL,2008-02-20,73.00,1554,2008-02-20,63.60,-14607.60,2008-02-21,63.60,-14607.60,0.0,BB 20 SMA Xover Mtm,['JPM', 'PCP', 'MET', 'TAP', 'ISRG']
ISRG,LONG,2008-02-04,308.67,21,No-Exit,0.0,0.0,2008-02-22,287.14,-452.13,-452.13,BB 20 SMA Xover Mtm,['JPM', 'PCP', 'MET', 'TAP']
TAP,LONG,2008-02-13,50.16,151,No-Exit,0.0,0.0,2008-02-22,51.86,256.70,256.70,BB 20 SMA Xover Mtm,['JPM', 'PCP', 'MET', 'BAC']
AIG,LONG,2008-02-27,1038.68,92,No-Exit,0.0,0.0,2008-02-29,941.20,-8968.16,-8968.16,BB 20 SMA Xover Mtm,['JPM', 'GILD', 'PCP', 'MET', 'BAC']
MET,LONG,2008-02-13,58.65,208,No-Exit,0.0,0.0,2008-02-29,59.35,145.60,145.60,BB 20 SMA Xover Mtm,['JPM', 'GILD', 'PCP', 'BAC']
PCP,LONG,2008-02-13,117.53,30,No-Exit,0.0,0.0,2008-03-03,108.72,-264.30,-264.30,BB 20 SMA Xover Mtm,['JPM', 'GILD', 'BAC']
GILD,LONG-SPY-NULL,2008-02-29,46.92,205,No-Exit,0.0,0.0,2008-03-07,47.44,106.60,0.0,BB 20 SMA Xover Mtm,['JPM', 'QCOM', 'BAC', 'XOM']
BAC,SHORT,2008-02-22,41.79,1889,No-Exit,0.0,0.0,2008-03-11,37.11,8840.52,8840.52,BB 20 SMA Xover Mtm,['AA', 'JPM', 'DE', 'QCOM', 'XOM']
JPM,SHORT,2008-02-11,43.38,1592,No-Exit,0.0,0.0,2008-03-11,38.48,7800.80,7800.80,BB 20 SMA Xover Mtm,['AA', 'DE', 'QCOM', 'XOM']
QCOM,SHORT,2008-03-04,40.71,2587,No-Exit,0.0,0.0,2008-03-12,40.52,491.53,491.53,BB 20 SMA Xover Mtm,['AA', 'AAPL', 'DE', 'XOM']
AA,SHORT,2008-03-10,36.23,395,No-Exit,0.0,0.0,2008-03-18,39.23,-1185.00,-1185.00,BB 20 SMA Xover Mtm,['AAPL', 'DE', 'XOM', 'MO']
XOM,SHORT,2008-03-07,83.66,1214,No-Exit,0.0,0.0,2008-03-18,88.06,-5341.60,-5341.60,BB 20 SMA Xover Mtm,['AAPL', 'DE', 'MO']
MO,SHORT,2008-03-13,72.92,236,No-Exit,0.0,0.0,2008-03-25,72.21,167.56,167.56,BB 20 SMA Xover Mtm,['GS', 'AAPL', 'DE', 'BK', 'MS']
BK,LONG,2008-03-19,45.30,68,No-Exit,0.0,0.0,2008-03-26,42.81,-169.32,-169.32,BB 20 SMA Xover Mtm,['GS', 'AAPL', 'DE', 'MS']
MS,LONG,2008-03-19,45.25,39,No-Exit,0.0,0.0,2008-03-26,48.26,117.39,117.39,BB 20 SMA Xover Mtm,['GS', 'AAPL', 'DE']
DE,SHORT,2008-03-10,82.39,321,No-Exit,0.0,0.0,2008-03-31,80.75,526.44,526.44,BB 20 SMA Xover Mtm,['GS', 'AAPL', 'MON', 'XOM', 'SLB']
XOM,LONG,2008-03-27,87.12,41,No-Exit,0.0,0.0,2008-04-01,84.35,-113.57,-113.57,BB 20 SMA Xover Mtm,['GS', 'AAPL', 'MON', 'SLB']
MON,LONG,2008-03-26,115.69,113,No-Exit,0.0,0.0,2008-04-08,118.11,273.46,273.46,BB 20 SMA Xover Mtm,['AA', 'GS', 'AAPL', 'CF', 'AIG', 'XOM', 'SLB', 'BAC']
SLB,LONG,2008-03-27,87.39,23,No-Exit,0.0,0.0,2008-04-08,90.28,66.47,66.47,BB 20 SMA Xover Mtm,['AA', 'GS', 'AAPL', 'CF', 'AIG', 'XOM', 'BAC']
AAPL,LONG,2008-03-12,18.37,6164,No-Exit,0.0,0.0,2008-04-09,21.90,21767.73,21767.73,BB 20 SMA Xover Mtm,['AA', 'GS', 'CF', 'BK', 'AIG', 'XOM', 'BAC']
