Period,# of trades,winning trades,winning percent,# of long trades,long winning trades,long winning percent,# of short trades,short winning trades,short winning percent
07/24/2010--01/20/2011,9.0,6.0,66.66666666666666,7.0,6.0,85.71428571428571,2.0,0.0,0.0
08/03/2010--01/30/2011,9.0,7.0,77.77777777777779,8.0,7.0,87.5,1.0,0.0,0.0
08/13/2010--02/09/2011,7.0,5.0,71.42857142857143,6.0,5.0,83.33333333333334,1.0,0.0,0.0
08/23/2010--02/19/2011,7.0,5.0,71.42857142857143,6.0,5.0,83.33333333333334,1.0,0.0,0.0
09/02/2010--03/01/2011,7.0,5.0,71.42857142857143,6.0,5.0,83.33333333333334,1.0,0.0,0.0
09/12/2010--03/11/2011,8.0,5.0,62.5,6.0,5.0,83.33333333333334,2.0,0.0,0.0
09/22/2010--03/21/2011,9.0,5.0,55.55555555555556,6.0,5.0,83.33333333333334,3.0,0.0,0.0
10/02/2010--03/31/2011,8.0,4.0,50.0,5.0,4.0,80.0,3.0,0.0,0.0
10/12/2010--04/10/2011,7.0,3.0,42.857142857142854,4.0,3.0,75.0,3.0,0.0,0.0
10/22/2010--04/20/2011,7.0,3.0,42.857142857142854,4.0,3.0,75.0,3.0,0.0,0.0
11/01/2010--04/30/2011,7.0,3.0,42.857142857142854,4.0,3.0,75.0,3.0,0.0,0.0
11/11/2010--05/10/2011,7.0,4.0,57.14285714285714,4.0,4.0,100.0,3.0,0.0,0.0
11/21/2010--05/20/2011,7.0,4.0,57.14285714285714,5.0,4.0,80.0,2.0,0.0,0.0
12/01/2010--05/30/2011,7.0,3.0,42.857142857142854,4.0,3.0,75.0,3.0,0.0,0.0
12/11/2010--06/09/2011,8.0,4.0,50.0,5.0,4.0,80.0,3.0,0.0,0.0
12/21/2010--06/19/2011,8.0,4.0,50.0,5.0,4.0,80.0,3.0,0.0,0.0
12/31/2010--06/29/2011,8.0,4.0,50.0,5.0,4.0,80.0,3.0,0.0,0.0
01/10/2011--07/09/2011,8.0,4.0,50.0,5.0,4.0,80.0,3.0,0.0,0.0
01/20/2011--07/19/2011,9.0,5.0,55.55555555555556,6.0,5.0,83.33333333333334,3.0,0.0,0.0
01/30/2011--07/29/2011,9.0,5.0,55.55555555555556,6.0,5.0,83.33333333333334,3.0,0.0,0.0
02/09/2011--08/08/2011,11.0,5.0,45.45454545454545,8.0,5.0,62.5,3.0,0.0,0.0
02/19/2011--08/18/2011,10.0,5.0,50.0,7.0,4.0,57.14285714285714,3.0,1.0,33.33333333333333
03/01/2011--08/28/2011,9.0,5.0,55.55555555555556,7.0,4.0,57.14285714285714,2.0,1.0,50.0
03/11/2011--09/07/2011,9.0,5.0,55.55555555555556,7.0,4.0,57.14285714285714,2.0,1.0,50.0
03/21/2011--09/17/2011,9.0,5.0,55.55555555555556,7.0,4.0,57.14285714285714,2.0,1.0,50.0
03/31/2011--09/27/2011,9.0,4.0,44.44444444444444,6.0,3.0,50.0,3.0,1.0,33.33333333333333
04/10/2011--10/07/2011,12.0,5.0,41.66666666666667,7.0,3.0,42.857142857142854,5.0,2.0,40.0
04/20/2011--10/17/2011,12.0,5.0,41.66666666666667,7.0,3.0,42.857142857142854,5.0,2.0,40.0
04/30/2011--10/27/2011,11.0,4.0,36.36363636363637,6.0,2.0,33.33333333333333,5.0,2.0,40.0
05/10/2011--11/06/2011,13.0,6.0,46.15384615384615,7.0,4.0,57.14285714285714,6.0,2.0,33.33333333333333
05/20/2011--11/16/2011,13.0,6.0,46.15384615384615,7.0,4.0,57.14285714285714,6.0,2.0,33.33333333333333
05/30/2011--11/26/2011,13.0,7.0,53.84615384615385,8.0,5.0,62.5,5.0,2.0,40.0
06/09/2011--12/06/2011,13.0,7.0,53.84615384615385,8.0,5.0,62.5,5.0,2.0,40.0
06/19/2011--12/16/2011,13.0,7.0,53.84615384615385,8.0,5.0,62.5,5.0,2.0,40.0
06/29/2011--12/26/2011,12.0,6.0,50.0,7.0,4.0,57.14285714285714,5.0,2.0,40.0
07/09/2011--01/05/2012,9.0,4.0,44.44444444444444,5.0,3.0,60.0,4.0,1.0,25.0
07/19/2011--01/15/2012,9.0,4.0,44.44444444444444,5.0,3.0,60.0,4.0,1.0,25.0
07/29/2011--01/25/2012,11.0,6.0,54.54545454545454,7.0,5.0,71.42857142857143,4.0,1.0,25.0
08/08/2011--02/04/2012,11.0,6.0,54.54545454545454,7.0,5.0,71.42857142857143,4.0,1.0,25.0
