Period,# of trades,winning trades,Simulated PorL,PorL,winning percent,# of long trades,long winning trades,long winning percent,# of short trades,short winning trades,short winning percent
02/19/2009--02/14/2010,2.0,2.0,388.36,-2297.08,100.0,2.0,2.0,100.0,0.0,0.0
03/21/2009--03/16/2010,2.0,2.0,388.52,-2254.44,100.0,2.0,2.0,100.0,0.0,0.0
04/20/2009--04/15/2010,3.0,3.0,606.01,-2051.09,100.0,3.0,3.0,100.0,0.0,0.0
05/20/2009--05/15/2010,3.0,3.0,606.01,-5593.79,100.0,3.0,3.0,100.0,0.0,0.0
06/19/2009--06/14/2010,3.0,3.0,605.51,-5545.16,100.0,3.0,3.0,100.0,0.0,0.0
07/19/2009--07/14/2010,3.0,3.0,605.51,-5545.16,100.0,3.0,3.0,100.0,0.0,0.0
08/18/2009--08/13/2010,4.0,4.0,783.8299999999999,-4735.82,100.0,4.0,4.0,100.0,0.0,0.0
09/17/2009--09/12/2010,5.0,5.0,929.26,-5306.32,100.0,4.0,4.0,100.0,1.0,1.0,100.0
10/17/2009--10/12/2010,6.0,6.0,1295.22,-1877.6799999999998,100.0,5.0,5.0,100.0,1.0,1.0,100.0
11/16/2009--11/11/2010,8.0,8.0,1591.42,5227.56,100.0,7.0,7.0,100.0,1.0,1.0,100.0
12/16/2009--12/11/2010,8.0,7.0,1051.35,-4652.66,87.5,6.0,6.0,100.0,2.0,1.0,50.0
01/15/2010--01/10/2011,7.0,6.0,858.48,-3327.3199999999997,85.71428571428571,5.0,5.0,100.0,2.0,1.0,50.0
02/14/2010--02/09/2011,8.0,7.0,1285.46,7233.859999999999,87.5,6.0,6.0,100.0,2.0,1.0,50.0
03/16/2010--03/11/2011,9.0,7.0,1243.46,2905.06,77.77777777777779,6.0,6.0,100.0,3.0,1.0,33.33333333333333
04/15/2010--04/10/2011,6.0,4.0,429.16,859.54,66.66666666666666,3.0,3.0,100.0,3.0,1.0,33.33333333333333
05/15/2010--05/10/2011,9.0,7.0,1138.1100000000001,2180.9400000000005,77.77777777777779,6.0,6.0,100.0,3.0,1.0,33.33333333333333
06/14/2010--06/09/2011,9.0,7.0,1138.1100000000001,-139.05999999999995,77.77777777777779,6.0,6.0,100.0,3.0,1.0,33.33333333333333
07/14/2010--07/09/2011,7.0,5.0,505.82000000000005,884.89,71.42857142857143,4.0,4.0,100.0,3.0,1.0,33.33333333333333
08/13/2010--08/08/2011,6.0,4.0,314.42999999999995,997.22,66.66666666666666,4.0,4.0,100.0,2.0,0.0,0.0
09/12/2010--09/07/2011,8.0,6.0,941.31,1011.4500000000003,75.0,6.0,6.0,100.0,2.0,0.0,0.0
10/12/2010--10/07/2011,7.0,5.0,888.3299999999999,-3952.0499999999997,71.42857142857143,5.0,5.0,100.0,2.0,0.0,0.0
11/11/2010--11/06/2011,6.0,3.0,575.18,104.70999999999998,50.0,3.0,3.0,100.0,3.0,0.0,0.0
12/11/2010--12/06/2011,4.0,2.0,429.61,259.07,50.0,2.0,2.0,100.0,2.0,0.0,0.0
01/10/2011--01/05/2012,4.0,2.0,429.61,259.07,50.0,2.0,2.0,100.0,2.0,0.0,0.0
02/09/2011--02/04/2012,5.0,3.0,614.75,3069.4100000000003,60.0,3.0,3.0,100.0,2.0,0.0,0.0
03/11/2011--03/05/2012,4.0,3.0,725.15,3069.4100000000003,75.0,3.0,3.0,100.0,1.0,0.0,0.0
04/10/2011--04/04/2012,5.0,4.0,930.8499999999999,3484.7200000000003,80.0,4.0,4.0,100.0,1.0,0.0,0.0
05/10/2011--05/04/2012,4.0,3.0,736.25,2195.38,75.0,3.0,3.0,100.0,1.0,0.0,0.0
06/09/2011--06/03/2012,4.0,3.0,736.25,2055.7799999999997,75.0,3.0,3.0,100.0,1.0,0.0,0.0
07/09/2011--07/03/2012,4.0,3.0,559.52,2882.4199999999996,75.0,3.0,3.0,100.0,1.0,0.0,0.0
08/08/2011--08/02/2012,5.0,4.0,714.3299999999999,4387.19,80.0,3.0,3.0,100.0,2.0,1.0,50.0
09/07/2011--09/01/2012,5.0,4.0,663.02,2036.6999999999998,80.0,3.0,3.0,100.0,2.0,1.0,50.0
10/07/2011--10/01/2012,6.0,4.0,-187.0999999999999,1267.7099999999994,66.66666666666666,3.0,3.0,100.0,3.0,1.0,33.33333333333333
11/06/2011--10/31/2012,7.0,5.0,-617.22,1529.3300000000004,71.42857142857143,3.0,3.0,100.0,4.0,2.0,50.0
12/06/2011--11/30/2012,9.0,7.0,-255.04000000000002,4087.4500000000007,77.77777777777779,4.0,4.0,100.0,5.0,3.0,60.0
01/05/2012--12/30/2012,7.0,5.0,-631.9499999999999,-613.82,71.42857142857143,2.0,2.0,100.0,5.0,3.0,60.0
02/04/2012--01/29/2013,9.0,7.0,-271.37999999999994,2354.05,77.77777777777779,4.0,4.0,100.0,5.0,3.0,60.0
03/05/2012--02/28/2013,9.0,7.0,-272.40999999999997,3387.78,77.77777777777779,4.0,4.0,100.0,5.0,3.0,60.0
04/04/2012--03/30/2013,7.0,5.0,-674.51,-145.26999999999995,71.42857142857143,2.0,2.0,100.0,5.0,3.0,60.0
05/04/2012--04/29/2013,9.0,6.0,-802.2,-1272.33,66.66666666666666,4.0,3.0,75.0,5.0,3.0,60.0
06/03/2012--05/29/2013,10.0,7.0,-610.44,6607.08,70.0,5.0,4.0,80.0,5.0,3.0,60.0
07/03/2012--06/28/2013,10.0,7.0,-817.8699999999999,-1821.0100000000002,70.0,4.0,3.0,75.0,6.0,4.0,66.66666666666666
08/02/2012--07/28/2013,9.0,6.0,-1003.1200000000001,-2417.47,66.66666666666666,4.0,3.0,75.0,5.0,3.0,60.0
09/01/2012--08/27/2013,8.0,5.0,-1198.1699999999996,-2148.87,62.5,3.0,2.0,66.66666666666666,5.0,3.0,60.0
10/01/2012--09/26/2013,5.0,4.0,418.38,-1118.0,80.0,3.0,2.0,66.66666666666666,2.0,2.0,100.0
10/31/2012--10/26/2013,4.0,3.0,227.38999999999996,-1180.6100000000001,75.0,3.0,2.0,66.66666666666666,1.0,1.0,100.0
11/30/2012--11/25/2013,4.0,3.0,225.91999999999996,-1843.6,75.0,3.0,2.0,66.66666666666666,1.0,1.0,100.0
12/30/2012--12/25/2013,3.0,2.0,24.879999999999967,-1708.5000000000002,66.66666666666666,2.0,1.0,50.0,1.0,1.0,100.0
01/29/2013--01/24/2014,5.0,3.0,-14.259999999999991,2915.8,60.0,4.0,2.0,50.0,1.0,1.0,100.0
02/28/2013--02/23/2014,4.0,2.0,-377.25,-2110.63,50.0,3.0,1.0,33.33333333333333,1.0,1.0,100.0
03/30/2013--03/25/2014,5.0,3.0,-79.70999999999998,5657.65,60.0,4.0,2.0,50.0,1.0,1.0,100.0
04/29/2013--04/24/2014,5.0,4.0,100.05999999999997,142.7700000000001,80.0,4.0,3.0,75.0,1.0,1.0,100.0
05/29/2013--05/24/2014,4.0,3.0,-83.60999999999999,149.49000000000012,75.0,4.0,3.0,75.0,0.0,0.0
06/28/2013--06/23/2014,5.0,3.0,-130.66,396.9200000000002,60.0,4.0,3.0,75.0,1.0,0.0,0.0
07/28/2013--07/23/2014,6.0,4.0,61.21000000000001,1036.8200000000002,66.66666666666666,5.0,4.0,80.0,1.0,0.0,0.0
08/27/2013--08/22/2014,7.0,5.0,24.350000000000023,697.8000000000002,71.42857142857143,5.0,4.0,80.0,2.0,1.0,50.0
09/26/2013--09/21/2014,7.0,5.0,24.350000000000023,697.8000000000002,71.42857142857143,5.0,4.0,80.0,2.0,1.0,50.0
10/26/2013--10/21/2014,6.0,4.0,-161.54999999999998,452.8400000000002,66.66666666666666,4.0,3.0,75.0,2.0,1.0,50.0
11/25/2013--11/20/2014,6.0,4.0,-160.92,372.84,66.66666666666666,4.0,3.0,75.0,2.0,1.0,50.0
12/25/2013--12/20/2014,8.0,4.0,-1608.12,-1074.3600000000001,50.0,6.0,3.0,50.0,2.0,1.0,50.0
