Period,# of trades,winning trades,Simulated PorL,PorL,winning percent,# of long trades,long winning trades,long winning percent,# of short trades,short winning trades,short winning percent
01/01/2007--12/27/2007,2.0,2.0,185.47,-1791.34,100.0,2.0,2.0,100.0,0.0,0.0
01/31/2007--01/26/2008,2.0,2.0,185.47,-2803.2,100.0,2.0,2.0,100.0,0.0,0.0
03/02/2007--02/25/2008,2.0,2.0,185.47,-2803.2,100.0,2.0,2.0,100.0,0.0,0.0
04/01/2007--03/26/2008,5.0,5.0,821.18,-4133.24,100.0,5.0,5.0,100.0,0.0,0.0
05/01/2007--04/25/2008,7.0,6.0,553.85,11035.27,85.71428571428571,7.0,6.0,85.71428571428571,0.0,0.0
05/31/2007--05/25/2008,4.0,3.0,-29.78000000000003,-4133.61,75.0,4.0,3.0,75.0,0.0,0.0
06/30/2007--06/24/2008,9.0,8.0,591.0799999999999,12051.320000000002,88.88888888888889,9.0,8.0,88.88888888888889,0.0,0.0
07/30/2007--07/24/2008,9.0,8.0,605.99,6169.610000000001,88.88888888888889,9.0,8.0,88.88888888888889,0.0,0.0
08/29/2007--08/23/2008,7.0,6.0,47.329999999999984,-4808.369999999999,85.71428571428571,7.0,6.0,85.71428571428571,0.0,0.0
09/28/2007--09/22/2008,10.0,9.0,103.96,-5204.1799999999985,90.0,9.0,8.0,88.88888888888889,1.0,1.0,100.0
10/28/2007--10/22/2008,12.0,11.0,696.4100000000001,-31671.08,91.66666666666666,11.0,10.0,90.9090909090909,1.0,1.0,100.0
11/27/2007--11/21/2008,14.0,12.0,751.2400000000001,-39818.99,85.71428571428571,12.0,11.0,91.66666666666666,2.0,1.0,50.0
12/27/2007--12/21/2008,9.0,7.0,-248.13,-3162.749999999999,77.77777777777779,7.0,6.0,85.71428571428571,2.0,1.0,50.0
01/26/2008--01/20/2009,10.0,8.0,-246.83999999999997,-3160.959999999999,80.0,7.0,6.0,85.71428571428571,3.0,2.0,66.66666666666666
02/25/2008--02/19/2009,16.0,14.0,647.6200000000001,-27172.93,87.5,13.0,12.0,92.3076923076923,3.0,2.0,66.66666666666666
03/26/2008--03/21/2009,9.0,7.0,-1530.4100000000005,-4390.52,77.77777777777779,5.0,4.0,80.0,4.0,3.0,75.0
04/25/2008--04/20/2009,7.0,7.0,381.33,-3196.1100000000006,100.0,4.0,4.0,100.0,3.0,3.0,100.0
