Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,StopLoss-Exit-Date,StopLoss-Exit-Price,StopLoss-Exit-PorL,Profit-Exit-Date,Profit-Exit-Price,Profit-Exit-PorL,Exit-Date,Exit-Price,PorL,Actual-PorL,Current-Pos
UNP,LONG,2007-09-19,25.58,3737,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2007-09-20,24.70,-3291.65,-3291.65,[]
NFLX,LONG,2008-04-17,39.31,2337,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2008-04-22,33.69,-13133.94,-13133.94,[]
FDX,LONG,2008-05-02,95.21,834,2008-05-02,92.76,-2046.55,No-Exit,0.0,0.0,2008-05-05,92.14,-2562.34,-2046.55,[]
GD,LONG,2008-07-24,76.01,506,2008-07-24,73.35,-1345.96,No-Exit,0.0,0.0,2008-08-01,75.36,-328.90,-1345.96,['UNP']
UNP,LONG,2008-07-24,34.54,1124,No-Exit,0.0,0.0,2008-07-29,35.42,990.25,2008-08-07,35.72,1331.88,990.25,[]
AAPL,LONG,2008-08-13,24.11,3231,No-Exit,0.0,0.0,2008-08-14,24.38,874.16,2008-08-18,23.62,-1583.19,874.16,[]
AMZN,LONG,2009-03-12,69.57,1098,No-Exit,0.0,0.0,2009-03-17,71.57,2196.00,2009-03-20,69.80,252.54,2196.00,['AAPL']
AAPL,LONG,2009-03-18,13.52,284,No-Exit,0.0,0.0,2009-03-18,13.79,76.84,2009-03-30,14.14,176.73,76.84,[]
NFLX,LONG,2009-04-13,47.19,1627,No-Exit,0.0,0.0,2009-04-13,49.19,3254.00,2009-04-15,47.30,178.97,3254.00,[]
MA,LONG,2009-07-16,16.99,4531,No-Exit,0.0,0.0,2009-07-16,17.19,890.64,2009-07-22,17.59,2735.03,890.64,[]
FDX,LONG,2009-10-15,78.26,1016,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2009-10-22,77.01,-1270.00,-1270.00,[]
AAPL,LONG,2009-12-28,28.64,2764,No-Exit,0.0,0.0,2009-12-28,28.91,747.81,2010-01-06,28.92,771.44,747.81,[]
GD,LONG,2010-02-19,63.63,1243,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2010-02-25,63.03,-745.80,-745.80,[]
MA,LONG,2010-03-08,23.62,3319,No-Exit,0.0,0.0,2010-03-08,23.82,653.25,2010-03-16,24.55,3086.67,653.25,[]
GOOGL,LONG,2010-04-14,295.03,276,No-Exit,0.0,0.0,2010-04-14,296.03,276.00,2010-04-16,281.50,-3734.28,276.00,[]
AMZN,LONG,2010-09-02,132.80,585,No-Exit,0.0,0.0,2010-09-02,134.80,1170.00,2010-09-20,147.82,8786.70,1170.00,['AAPL']
AAPL,LONG,2010-09-09,35.85,111,No-Exit,0.0,0.0,2010-09-13,36.12,30.03,2010-09-22,38.24,265.33,30.03,[]
AMZN,LONG,2010-11-26,178.09,485,No-Exit,0.0,0.0,2010-11-29,180.09,970.00,2010-12-02,176.05,-989.40,970.00,[]
V,LONG,2010-12-13,77.97,1095,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2010-12-15,76.02,-2135.25,-2135.25,[]
AAPL,LONG,2011-01-04,44.97,1866,No-Exit,0.0,0.0,2011-01-06,45.24,504.85,2011-01-14,46.61,3057.32,504.85,[]
MA,LONG,2011-01-18,23.40,3689,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-01-20,23.06,-1240.94,-1240.94,[]
WHR,LONG,2011-01-28,83.40,1020,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-01-31,80.47,-2988.60,-2988.60,[]
MA,LONG,2011-02-04,24.36,3378,No-Exit,0.0,0.0,2011-02-04,24.56,666.63,2011-02-09,24.52,553.85,666.63,[]
NFLX,LONG,2011-03-24,231.98,359,No-Exit,0.0,0.0,2011-03-28,233.98,718.00,2011-03-31,237.28,1902.70,718.00,[]
GOOGL,LONG,2011-07-06,267.06,16,No-Exit,0.0,0.0,2011-07-06,268.06,16.00,2011-07-08,264.44,-41.92,16.00,['AMZN']
AMZN,LONG,2011-06-28,202.78,417,No-Exit,0.0,0.0,2011-06-29,204.78,834.00,2011-07-12,211.93,3815.55,834.00,[]
GD,SHORT,2011-09-22,51.33,1690,No-Exit,0.0,0.0,2011-09-23,49.50,-3093.65,2011-09-27,52.71,-2335.70,-3093.65,[]
MA,LONG,2011-12-02,37.92,114,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-12-05,37.22,-79.59,-79.59,['V']
V,LONG,2011-12-01,95.01,905,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-12-06,93.57,-1303.20,-1303.20,[]
NFLX,LONG,2012-01-05,81.17,1043,No-Exit,0.0,0.0,2012-01-06,83.17,2086.00,2012-01-18,93.18,12526.43,2086.00,[]
URI,LONG,2012-01-19,35.23,2741,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2012-01-25,33.70,-4193.73,-4193.73,[]
V,LONG,2012-02-03,104.35,887,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2012-02-08,105.31,849.40,849.40,[]
NFLX,LONG,2012-03-22,121.09,771,No-Exit,0.0,0.0,2012-03-22,123.09,1542.00,2012-03-23,117.37,-2868.12,1542.00,[]
UNH,LONG,2012-03-30,56.02,1618,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2012-04-05,56.25,372.14,372.14,[]
CF,LONG,2012-06-20,174.94,26,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2012-06-21,172.86,-54.08,-54.08,['AMZN']
AMZN,LONG,2012-06-19,223.96,406,No-Exit,0.0,0.0,2012-06-21,225.96,812.00,2012-06-22,219.97,-1619.94,812.00,[]
AMZN,LONG,2012-08-27,247.07,362,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2012-08-28,243.03,-1462.48,-1462.48,[]
