Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,StopLoss-Exit-Date,StopLoss-Exit-Price,StopLoss-Exit-PorL,Profit-Exit-Date,Profit-Exit-Price,Profit-Exit-PorL,Exit-Date,Exit-Price,PorL,Actual-PorL,Current-Pos
UNP,LONG,2007-09-19,25.58,1494,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2007-09-20,24.70,-1315.95,-1315.95,[]
IWM,SHORT,2007-10-22,73.33,509,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2007-10-23,75.93,-1325.88,-1325.88,[]
WHR,SHORT,2008-01-03,65.79,562,No-Exit,0.0,0.0,2008-01-04,64.12,936.61,2008-01-08,63.90,1064.49,936.61,['AAPL', 'GOOGL']
AAPL,SHORT,2008-01-07,24.17,1508,No-Exit,0.0,0.0,2008-01-07,23.90,408.00,2008-01-10,24.34,-256.36,408.00,['GOOGL']
GOOGL,SHORT,2008-01-07,326.97,63,No-Exit,0.0,0.0,2008-01-07,325.97,63.00,2008-01-10,326.91,3.78,63.00,[]
CF,SHORT,2008-01-18,83.97,444,No-Exit,0.0,0.0,2008-01-22,82.09,836.70,2008-01-24,91.92,-3531.79,836.70,[]
UNP,LONG,2008-02-01,27.53,1306,No-Exit,0.0,0.0,2008-02-01,27.97,571.59,2008-02-05,26.84,-901.14,571.59,[]
UNP,SHORT,2008-03-07,26.39,1357,No-Exit,0.0,0.0,2008-03-07,25.95,593.91,2008-03-11,27.12,-988.90,593.91,['GOOGL']
GOOGL,SHORT,2008-03-04,225.47,157,No-Exit,0.0,0.0,2008-03-04,224.47,157.00,2008-03-12,220.23,823.46,157.00,[]
CVS,SHORT,2008-03-17,34.55,1021,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2008-03-19,36.37,-1856.47,-1856.47,[]
GOOGL,LONG,2008-04-02,234.95,92,No-Exit,0.0,0.0,2008-04-02,235.95,92.00,2008-04-03,228.36,-606.28,92.00,['GILD', 'VIAB']
GILD,LONG,2008-04-01,51.21,680,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2008-04-07,51.26,33.47,33.47,['VIAB']
VIAB,LONG,2008-04-02,37.92,342,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2008-04-10,37.24,-232.56,-232.56,[]
NFLX,LONG,2008-04-17,39.31,878,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2008-04-22,33.69,-4934.36,-4934.36,[]
FDX,LONG,2008-05-02,95.21,343,2008-05-02,92.76,-841.69,No-Exit,0.0,0.0,2008-05-05,92.14,-1053.81,-841.69,[]
CP,SHORT,2008-06-03,63.74,506,No-Exit,0.0,0.0,2008-06-06,61.92,923.40,2008-06-16,59.30,2246.64,923.40,[]
GD,SHORT,2008-07-08,68.98,480,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2008-07-09,71.20,-1066.12,-1066.12,[]
GD,LONG,2008-07-24,76.01,430,2008-07-24,73.35,-1143.80,No-Exit,0.0,0.0,2008-08-01,75.36,-279.50,-1143.80,['UNP']
UNP,LONG,2008-07-24,34.54,573,No-Exit,0.0,0.0,2008-07-29,35.42,504.81,2008-08-07,35.72,678.97,504.81,[]
AAPL,LONG,2008-08-13,24.11,1363,No-Exit,0.0,0.0,2008-08-14,24.38,368.77,2008-08-18,23.62,-667.87,368.77,[]
UNP,LONG,2008-08-29,37.23,876,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2008-09-02,36.28,-832.20,-832.20,[]
AAPL,SHORT,2008-09-05,21.45,1486,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2008-09-08,22.26,-1202.11,-1202.11,[]
IWM,SHORT,2008-09-16,63.30,497,2008-09-16,66.06,-1371.13,No-Exit,0.0,0.0,2008-09-18,66.57,-1624.60,-1371.13,[]
UNP,LONG-SPY-NULL,2008-10-31,28.94,1079,2008-10-31,28.13,-878.75,2008-10-31,29.82,953.72,2008-11-03,28.58,-388.44,0.0,[]
CP,LONG,2008-11-04,42.31,734,No-Exit,0.0,0.0,2008-11-04,44.15,1350.32,2008-11-05,41.66,-477.10,1350.32,[]
GD,LONG,2008-12-17,48.33,640,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2008-12-19,47.39,-604.76,-604.76,['CP']
CP,LONG,2008-12-17,32.49,570,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2008-12-19,30.53,-1117.50,-1117.50,[]
IWM,SHORT,2009-01-15,42.03,719,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2009-01-16,43.95,-1378.51,-1378.51,['UNP', 'MA']
UNP,SHORT,2009-01-15,18.21,996,No-Exit,0.0,0.0,2009-01-15,17.32,885.05,2009-01-22,19.34,-1125.48,885.05,['MA']
MA,SHORT,2009-01-16,12.59,2105,No-Exit,0.0,0.0,2009-01-16,12.39,413.01,2009-01-28,13.01,-884.10,413.01,[]
UNP,SHORT,2009-02-20,17.21,1682,2009-02-20,17.86,-1093.30,No-Exit,0.0,0.0,2009-02-23,17.92,-1199.37,-1093.30,[]
GILD,SHORT,2009-02-27,45.42,616,No-Exit,0.0,0.0,2009-03-02,43.45,1216.58,2009-03-09,43.63,1105.19,1216.58,[]
AMZN,LONG,2009-03-12,69.57,415,No-Exit,0.0,0.0,2009-03-17,71.57,830.00,2009-03-20,69.80,95.45,830.00,['AAPL']
AAPL,LONG,2009-03-18,13.52,1328,No-Exit,0.0,0.0,2009-03-18,13.79,359.30,2009-03-30,14.14,826.38,359.30,['UNP']
UNP,LONG,2009-03-24,18.91,1170,No-Exit,0.0,0.0,2009-03-26,19.80,1046.91,2009-03-31,18.26,-760.50,1046.91,[]
NFLX,LONG,2009-04-13,47.19,614,No-Exit,0.0,0.0,2009-04-13,49.19,1228.00,2009-04-15,47.30,67.54,1228.00,[]
NFLX,SHORT,2009-05-07,42.17,687,No-Exit,0.0,0.0,2009-05-07,40.17,1374.00,2009-05-12,39.77,1648.80,1374.00,[]
AMZN,SHORT,2009-05-14,73.79,401,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2009-05-19,76.85,-1227.06,-1227.06,[]
AMZN,LONG,2009-06-02,85.00,343,No-Exit,0.0,0.0,2009-06-05,87.00,686.00,2009-06-11,86.29,442.47,686.00,[]
MA,LONG,2009-07-16,16.99,1726,No-Exit,0.0,0.0,2009-07-16,17.19,339.27,2009-07-22,17.59,1041.86,339.27,[]
GD,LONG,2009-08-03,48.70,610,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2009-08-05,48.48,-134.20,-134.20,[]
UNP,LONG,2009-09-08,28.36,1048,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2009-09-16,28.31,-55.35,-55.35,[]
FDX,LONG,2009-10-15,78.26,378,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2009-10-22,77.01,-472.50,-472.50,[]
FDX,SHORT,2009-11-02,70.11,420,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2009-11-04,73.25,-1319.00,-1319.00,[]
AAPL,SHORT,2009-12-07,25.92,1117,No-Exit,0.0,0.0,2009-12-07,25.65,302.21,2009-12-09,26.58,-737.22,302.21,[]
UNP,LONG,2009-12-24,30.01,956,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2009-12-30,29.65,-341.51,-341.51,['AAPL']
AAPL,LONG,2009-12-28,28.64,627,No-Exit,0.0,0.0,2009-12-28,28.91,169.64,2010-01-06,28.92,175.00,169.64,[]
WHR,SHORT,2010-01-22,69.51,411,No-Exit,0.0,0.0,2010-01-26,67.73,733.52,2010-02-02,73.04,-1450.83,733.52,[]
GILD,LONG,2010-02-18,48.58,578,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2010-02-22,47.94,-368.64,-368.64,['GD']
GD,LONG,2010-02-19,63.63,273,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2010-02-25,63.03,-163.80,-163.80,[]
MA,LONG,2010-03-08,23.62,1180,No-Exit,0.0,0.0,2010-03-08,23.82,232.25,2010-03-16,24.55,1097.40,232.25,[]
CP,SHORT,2010-05-06,51.72,523,No-Exit,0.0,0.0,2010-05-06,49.85,978.12,2010-05-10,53.39,-873.41,978.12,['AGN', 'GD', 'AMZN', 'IWM']
AMZN,SHORT,2010-05-05,128.00,220,No-Exit,0.0,0.0,2010-05-06,126.00,440.00,2010-05-11,132.73,-1040.60,440.00,['AGN', 'GD', 'IWM']
IWM,SHORT,2010-05-07,61.09,436,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2010-05-11,65.68,-2001.24,-2001.24,['AGN', 'GD']
AGN,SHORT,2010-05-10,41.45,633,2010-05-10,43.68,-1411.59,No-Exit,0.0,0.0,2010-05-11,43.05,-1012.80,-1411.59,['GD']
WHR,SHORT,2010-05-21,82.95,319,2010-05-21,85.79,-906.62,No-Exit,0.0,0.0,2010-05-24,87.99,-1609.23,-906.62,['GD']
UNP,LONG,2010-06-16,34.54,464,No-Exit,0.0,0.0,2010-06-21,35.46,424.97,2010-06-22,35.05,236.64,424.97,['GD', 'CP']
CP,LONG,2010-06-15,54.99,476,No-Exit,0.0,0.0,2010-06-21,56.86,890.22,2010-06-22,56.36,652.12,890.22,['GD']
GOOGL,SHORT,2010-08-20,233.53,114,No-Exit,0.0,0.0,2010-08-20,232.53,114.00,2010-09-01,227.49,688.56,114.00,['GD']
AMZN,LONG,2010-09-02,132.80,205,No-Exit,0.0,0.0,2010-09-02,134.80,410.00,2010-09-20,147.82,3079.10,410.00,['GD', 'MA', 'GOOGL', 'AAPL']
AAPL,LONG,2010-09-09,35.85,471,No-Exit,0.0,0.0,2010-09-13,36.12,127.43,2010-09-22,38.24,1125.85,127.43,['GD', 'MA', 'GOOGL']
GOOGL,LONG,2010-09-20,246.25,41,No-Exit,0.0,0.0,2010-09-20,247.25,41.00,2010-09-28,264.11,732.26,41.00,['GD', 'MA']
MA,LONG,2010-09-20,21.14,262,No-Exit,0.0,0.0,2010-09-20,21.34,51.64,2010-10-01,21.99,222.70,51.64,['GD']
