Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,StopLoss-Exit-Date,StopLoss-Exit-Price,StopLoss-Exit-PorL,Exit-Date,Exit-Price,PorL,Actual-PorL,Strategy,Current-Pos
AAPL,SHORT,2011-03-10,49.85,1905,No-Exit,0.0,0.0,2011-03-22,48.94,1738.99,1738.99,BB 20 SMA Xover Mtm,[]
AMZN,LONG,2011-03-25,172.81,559,No-Exit,0.0,0.0,2011-04-11,182.86,5617.95,5617.95,BB 20 SMA Xover Mtm,['QCOM', 'BLK']
QCOM,LONG,2011-04-07,54.08,5,No-Exit,0.0,0.0,2011-04-12,52.05,-10.15,-10.15,BB 20 SMA Xover Mtm,['BLK']
NFLX,LONG,2011-05-10,238.77,407,No-Exit,0.0,0.0,2011-05-16,241.66,1176.23,1176.23,BB 20 SMA Xover Mtm,['CMG', 'AAPL', 'BLK']
NFLX,SHORT,2011-05-17,234.72,399,No-Exit,0.0,0.0,2011-05-23,248.99,-5693.73,-5693.73,BB 20 SMA Xover Mtm,['CMG', 'AAPL', 'BLK']
BLK,LONG,2011-03-31,200.83,24,No-Exit,0.0,0.0,2011-05-24,192.54,-198.96,-198.96,BB 20 SMA Xover Mtm,['CMG', 'AAPL']
CMG,LONG,2011-05-12,277.04,18,No-Exit,0.0,0.0,2011-05-31,288.09,198.90,198.90,BB 20 SMA Xover Mtm,['AAPL']
AAPL,SHORT,2011-05-16,48.16,7,No-Exit,0.0,0.0,2011-06-01,49.84,-11.75,-11.75,BB 20 SMA Xover Mtm,[]
AAPL,LONG,2011-06-28,47.91,2038,No-Exit,0.0,0.0,2011-07-12,50.16,4585.50,4585.50,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2011-08-05,53.37,1936,No-Exit,0.0,0.0,2011-08-09,52.17,2323.20,2323.20,BB 20 SMA Xover Mtm,['AMZN']
AMZN,SHORT,2011-08-03,209.58,486,No-Exit,0.0,0.0,2011-08-09,198.34,5462.64,5462.64,BB 20 SMA Xover Mtm,[]
PCLN,LONG,2011-08-29,510.00,107,No-Exit,0.0,0.0,2011-09-01,531.89,2342.23,2342.23,BB 20 SMA Xover Mtm,['NFLX', 'AAPL', 'QCOM']
NFLX,LONG,2011-08-31,238.93,1,No-Exit,0.0,0.0,2011-09-02,208.71,-30.22,-30.22,BB 20 SMA Xover Mtm,['AAPL', 'QCOM']
AAPL,LONG,2011-08-29,55.45,988,No-Exit,0.0,0.0,2011-09-12,53.70,-1734.65,-1734.65,BB 20 SMA Xover Mtm,['QCOM']
QCOM,LONG,2011-08-30,51.43,107,No-Exit,0.0,0.0,2011-09-19,53.06,174.41,174.41,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2011-09-30,55.24,996,No-Exit,0.0,0.0,2011-10-05,54.04,1195.20,1195.20,BB 20 SMA Xover Mtm,['AMZN']
AMZN,SHORT,2011-09-30,218.19,250,No-Exit,0.0,0.0,2011-10-05,214.63,890.00,890.00,BB 20 SMA Xover Mtm,[]
PCLN,LONG,2011-10-24,500.41,112,No-Exit,0.0,0.0,2011-10-31,509.76,1047.20,1047.20,BB 20 SMA Xover Mtm,['CMG']
CMG,LONG,2011-10-24,336.82,166,No-Exit,0.0,0.0,2011-11-21,304.83,-5310.34,-5310.34,BB 20 SMA Xover Mtm,['PCLN', 'CRM']
CRM,SHORT,2011-11-18,29.86,961,No-Exit,0.0,0.0,2011-11-28,27.28,2479.38,2479.38,BB 20 SMA Xover Mtm,['PCLN']
PCLN,SHORT,2011-11-18,508.27,59,No-Exit,0.0,0.0,2011-11-28,474.51,1991.84,1991.84,BB 20 SMA Xover Mtm,[]
NFLX,LONG,2011-12-13,76.01,74,No-Exit,0.0,0.0,2011-12-19,68.83,-531.32,-531.32,BB 20 SMA Xover Mtm,['AAPL']
AAPL,LONG,2011-12-02,55.97,2006,No-Exit,0.0,0.0,2012-01-12,59.86,7803.34,7803.34,BB 20 SMA Xover Mtm,['FFIV', 'CRM']
CRM,LONG,2012-01-11,26.46,9,No-Exit,0.0,0.0,2012-01-26,29.24,25.02,25.02,BB 20 SMA Xover Mtm,['FFIV']
FFIV,LONG,2012-01-10,111.99,46,No-Exit,0.0,0.0,2012-01-26,121.26,426.42,426.42,BB 20 SMA Xover Mtm,[]
