Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,StopLoss-Exit-Date,StopLoss-Exit-Price,StopLoss-Exit-PorL,Exit-Date,Exit-Price,PorL,Actual-PorL,Strategy,Current-Pos
AAPL,LONG,2008-10-29,14.42,6588,No-Exit,0.0,0.0,2008-10-31,15.30,5797.44,5797.44,BB 20 SMA Xover Mtm,['RIG']
RIG,LONG-SPY-NULL,2008-10-31,80.43,59,No-Exit,0.0,0.0,2008-11-06,78.90,-90.27,0.0,BB 20 SMA Xover Mtm,['TAP', 'HUM']
HUM,LONG,2008-11-06,36.37,1319,No-Exit,0.0,0.0,2008-11-12,33.22,-4154.85,-4154.85,BB 20 SMA Xover Mtm,['AAPL', 'TAP']
AAPL,SHORT,2008-11-07,14.02,556,No-Exit,0.0,0.0,2008-11-13,13.33,383.64,383.64,BB 20 SMA Xover Mtm,['TAP']
TAP,LONG,2008-11-06,43.55,1137,No-Exit,0.0,0.0,2008-11-25,43.77,250.14,250.14,BB 20 SMA Xover Mtm,[]
AMZN,LONG-SPY-NULL,2008-12-04,45.94,2126,No-Exit,0.0,0.0,2008-12-10,49.30,7143.36,0.0,BB 20 SMA Xover Mtm,[]
RIG,LONG,2009-01-05,52.53,1977,No-Exit,0.0,0.0,2009-01-07,55.69,6247.32,6247.32,BB 20 SMA Xover Mtm,['AAPL']
AAPL,LONG,2009-01-06,13.71,381,No-Exit,0.0,0.0,2009-01-14,12.14,-597.08,-597.08,BB 20 SMA Xover Mtm,['GD', 'FSLR']
FSLR,SHORT,2009-01-14,137.01,375,No-Exit,0.0,0.0,2009-01-15,138.34,-498.75,-498.75,BB 20 SMA Xover Mtm,['GD']
GD,SHORT,2009-01-14,54.48,960,No-Exit,0.0,0.0,2009-01-26,53.85,604.80,604.80,BB 20 SMA Xover Mtm,['AAPL']
AAPL,LONG,2009-01-23,12.75,8196,No-Exit,0.0,0.0,2009-01-30,13.15,3278.40,3278.40,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2009-02-20,12.77,8771,No-Exit,0.0,0.0,2009-02-25,13.21,-3846.71,-3846.71,BB 20 SMA Xover Mtm,[]
AMZN,SHORT,2009-03-09,61.07,1781,No-Exit,0.0,0.0,2009-03-10,65.42,-7747.35,-7747.35,BB 20 SMA Xover Mtm,[]
AAPL,LONG,2009-03-12,13.37,7586,No-Exit,0.0,0.0,2009-03-16,13.57,1517.20,1517.20,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2009-05-13,17.60,281,No-Exit,0.0,0.0,2009-05-15,17.77,-47.77,-47.77,BB 20 SMA Xover Mtm,['CME']
CME,LONG,2009-05-06,50.06,2059,No-Exit,0.0,0.0,2009-05-15,55.79,11798.07,11798.07,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2009-05-21,17.80,6406,No-Exit,0.0,0.0,2009-05-26,18.39,-3779.54,-3779.54,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2009-07-07,19.60,5634,No-Exit,0.0,0.0,2009-07-13,19.93,-1883.37,-1883.37,BB 20 SMA Xover Mtm,[]
CME,SHORT,2009-09-04,53.75,2021,No-Exit,0.0,0.0,2009-09-11,55.04,-2603.05,-2603.05,BB 20 SMA Xover Mtm,['FSLR']
FSLR,LONG,2009-09-09,136.60,714,No-Exit,0.0,0.0,2009-09-11,137.15,392.70,392.70,BB 20 SMA Xover Mtm,[]
