Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,StopLoss-Exit-Date,StopLoss-Exit-Price,StopLoss-Exit-PorL,Exit-Date,Exit-Price,PorL,Actual-PorL,Strategy,Current-Pos
VLO,LONG,2007-10-09,71.48,1329,No-Exit,0.0,0.0,2007-10-12,72.52,1382.16,1382.16,BB 20 SMA Xover Mtm,[]
FFIV,SHORT,2007-10-25,36.02,2243,No-Exit,0.0,0.0,2007-10-31,34.69,2983.19,2983.19,BB 20 SMA Xover Mtm,['MMM', 'FTI', 'BEN']
BEN,SHORT-SPY-NULL,2007-10-29,43.55,1891,No-Exit,0.0,0.0,2007-11-09,40.07,6580.68,0.0,BB 20 SMA Xover Mtm,['AAPL', 'MMM', 'FTI']
AAPL,SHORT,2007-11-09,24.45,3216,No-Exit,0.0,0.0,2007-11-13,23.83,1993.92,1993.92,BB 20 SMA Xover Mtm,['MMM', 'FTI']
MMM,SHORT,2007-10-22,85.35,1123,No-Exit,0.0,0.0,2007-11-13,80.32,5648.69,5648.69,BB 20 SMA Xover Mtm,['FTI']
FTI,SHORT-SPY-NULL,2007-10-31,29.75,2534,No-Exit,0.0,0.0,2007-11-14,27.77,5029.99,0.0,BB 20 SMA Xover Mtm,[]
AAPL,LONG,2007-11-29,26.00,4516,No-Exit,0.0,0.0,2007-12-11,27.38,6232.08,6232.08,BB 20 SMA Xover Mtm,[]
VLO,SHORT,2008-01-04,65.55,1875,No-Exit,0.0,0.0,2008-01-08,64.34,2268.75,2268.75,BB 20 SMA Xover Mtm,['AAPL', 'AMZN']
AAPL,SHORT,2008-01-07,25.46,2287,No-Exit,0.0,0.0,2008-01-14,25.39,160.09,160.09,BB 20 SMA Xover Mtm,['AMZN']
AMZN,SHORT,2008-01-07,87.90,555,No-Exit,0.0,0.0,2008-01-16,81.29,3668.55,3668.55,BB 20 SMA Xover Mtm,[]
GRMN,LONG-SPY-NULL,2008-02-20,73.00,92,2008-02-20,63.60,-864.80,2008-02-21,63.60,-864.80,0.0,BB 20 SMA Xover Mtm,['TAP']
TAP,LONG,2008-02-13,50.16,2574,No-Exit,0.0,0.0,2008-02-21,51.94,4581.72,4581.72,BB 20 SMA Xover Mtm,[]
QCOM,SHORT,2008-03-04,40.71,3259,No-Exit,0.0,0.0,2008-03-12,40.52,619.21,619.21,BB 20 SMA Xover Mtm,['AAPL']
AAPL,LONG,2008-03-12,18.37,6552,No-Exit,0.0,0.0,2008-04-08,21.94,23362.56,23362.56,BB 20 SMA Xover Mtm,[]
