Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,StopLoss-Exit-Date,StopLoss-Exit-Price,StopLoss-Exit-PorL,Exit-Date,Exit-Price,PorL,Actual-PorL,Strategy,Current-Pos
FSLR,LONG,2010-06-16,118.44,802,No-Exit,0.0,0.0,2010-06-18,122.22,3031.56,3031.56,BB 20 SMA Xover Mtm,['PCLN']
PCLN,LONG,2010-06-17,198.87,23,No-Exit,0.0,0.0,2010-06-29,183.91,-344.08,-344.08,BB 20 SMA Xover Mtm,['RIG']
RIG,LONG,2010-06-21,55.45,1695,No-Exit,0.0,0.0,2010-06-29,48.03,-12576.90,-12576.90,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2010-06-30,36.23,2362,No-Exit,0.0,0.0,2010-07-07,36.14,212.58,212.58,BB 20 SMA Xover Mtm,[]
AMZN,LONG,2010-07-13,120.71,710,No-Exit,0.0,0.0,2010-07-15,120.13,-411.80,-411.80,BB 20 SMA Xover Mtm,[]
CMG,LONG,2010-07-26,146.96,581,No-Exit,0.0,0.0,2010-08-03,148.55,923.79,923.79,BB 20 SMA Xover Mtm,['RIG']
RIG,LONG,2010-08-03,51.19,84,No-Exit,0.0,0.0,2010-08-10,56.08,410.76,410.76,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2010-08-12,35.24,2450,No-Exit,0.0,0.0,2010-08-26,35.06,434.00,434.00,BB 20 SMA Xover Mtm,[]
EOG,LONG,2010-09-13,46.58,1870,No-Exit,0.0,0.0,2010-09-17,44.24,-4366.45,-4366.45,BB 20 SMA Xover Mtm,[]
BLK,LONG,2010-11-12,172.91,479,No-Exit,0.0,0.0,2010-11-23,163.95,-4291.84,-4291.84,BB 20 SMA Xover Mtm,[]
PCLN,SHORT,2010-12-15,396.24,199,No-Exit,0.0,0.0,2010-12-23,416.60,-4051.64,-4051.64,BB 20 SMA Xover Mtm,[]
NFLX,LONG,2011-01-11,189.76,18,No-Exit,0.0,0.0,2011-01-19,189.53,-4.14,-4.14,BB 20 SMA Xover Mtm,['CMG', 'CRM']
CRM,LONG,2011-01-06,36.04,2089,No-Exit,0.0,0.0,2011-01-20,33.30,-5718.64,-5718.64,BB 20 SMA Xover Mtm,['CMG']
CMG,LONG,2011-01-14,231.94,1,No-Exit,0.0,0.0,2011-01-26,215.49,-16.45,-16.45,BB 20 SMA Xover Mtm,['AAPL']
AAPL,SHORT,2011-01-21,47.05,1474,No-Exit,0.0,0.0,2011-02-07,50.25,-4716.80,-4716.80,BB 20 SMA Xover Mtm,[]
AMZN,LONG,2011-02-09,184.89,2,No-Exit,0.0,0.0,2011-02-16,187.35,4.92,4.92,BB 20 SMA Xover Mtm,['BWA', 'FFIV']
FFIV,LONG,2011-02-07,124.88,470,No-Exit,0.0,0.0,2011-02-16,125.46,272.60,272.60,BB 20 SMA Xover Mtm,['BWA']
BWA,LONG,2011-02-08,35.59,262,No-Exit,0.0,0.0,2011-02-22,39.48,1019.18,1019.18,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2011-03-10,49.85,1330,No-Exit,0.0,0.0,2011-03-22,48.94,1214.10,1214.10,BB 20 SMA Xover Mtm,[]
AMZN,LONG,2011-03-25,172.81,390,No-Exit,0.0,0.0,2011-04-11,182.86,3919.50,3919.50,BB 20 SMA Xover Mtm,['QCOM', 'BLK']
QCOM,LONG,2011-04-07,54.08,3,No-Exit,0.0,0.0,2011-04-12,52.05,-6.09,-6.09,BB 20 SMA Xover Mtm,['BLK']
NFLX,LONG,2011-05-10,238.77,284,No-Exit,0.0,0.0,2011-05-16,241.66,820.76,820.76,BB 20 SMA Xover Mtm,['BLK', 'CMG', 'AAPL']
NFLX,SHORT,2011-05-17,234.72,279,No-Exit,0.0,0.0,2011-05-23,248.99,-3981.33,-3981.33,BB 20 SMA Xover Mtm,['BLK', 'CMG', 'AAPL']
BLK,LONG,2011-03-31,200.83,17,No-Exit,0.0,0.0,2011-05-24,192.54,-140.93,-140.93,BB 20 SMA Xover Mtm,['CMG', 'AAPL']
CMG,LONG,2011-05-12,277.04,12,No-Exit,0.0,0.0,2011-05-31,288.09,132.60,132.60,BB 20 SMA Xover Mtm,['AAPL']
AAPL,SHORT,2011-05-16,48.16,7,No-Exit,0.0,0.0,2011-06-01,49.84,-11.75,-11.75,BB 20 SMA Xover Mtm,[]
