Period,# of trades,winning trades,Simulated PorL,PorL,winning percent,# of long trades,long winning trades,long winning percent,# of short trades,short winning trades,short winning percent
11/11/2008--11/06/2009,16,13,962.5,45227.8,81.25,12,11,91.6666666667,4,2,50
09/27/2011--09/21/2012,13,9,946.07,35018.44,69.2307692308,8,5,62.5,5,4,80
10/12/2008--10/07/2009,16,14,1511.43,33955.67,87.5,12,12,100,4,2,50
11/20/2012--11/15/2013,13,11,1533.83,31120.46,84.6153846154,5,5,100,8,6,75
01/19/2013--01/14/2014,7,6,1185.4,28234.58,85.7142857143,2,2,100,5,4,80
01/10/2009--01/05/2010,17,15,3066.43,26901.13,88.2352941176,12,12,100,5,3,60
05/10/2009--05/05/2010,21,21,5082.49,23709.91,100,18,18,100,3,3,100
02/18/2013--02/13/2014,6,5,1286.86,18646.26,83.3333333333,1,1,100,5,4,80
02/09/2009--02/04/2010,20,18,1839.23,17382.56,90,14,14,100,6,4,66.6666666667
08/28/2011--08/22/2012,19,14,5814.13,17189.7,73.6842105263,12,8,66.6666666667,7,6,85.7142857143
01/05/2010--12/31/2010,26,22,2503.69,16964.1,84.6153846154,19,17,89.4736842105,7,5,71.4285714286
08/08/2009--08/03/2010,21,21,4586.93,16257.19,100,17,17,100,4,4,100
06/09/2009--06/04/2010,20,20,4291.85,15178.74,100,17,17,100,3,3,100
12/06/2009--12/01/2010,25,22,2933.34,12517.05,88,19,18,94.7368421053,6,4,66.6666666667
03/11/2009--03/06/2010,9,9,1114.06,11965.33,100,6,6,100,3,3,100
06/14/2008--06/09/2009,16,13,-152.05,10857.04,81.25,13,12,92.3076923077,3,1,33.3333333333
05/19/2013--05/14/2014,29,22,-542.71,10025.03,75.8620689655,14,13,92.8571428571,15,9,60
05/30/2011--05/24/2012,23,18,3689.42,9066.02,78.2608695652,16,12,75,7,6,85.7142857143
10/21/2012--10/16/2013,19,15,-4899.48,7701.25,78.9473684211,10,7,70,9,8,88.8888888889
07/09/2009--07/04/2010,14,14,1057.04,7616.27,100,11,11,100,3,3,100
11/26/2011--11/20/2012,11,8,729.04,7396.76,72.7272727273,6,3,50,5,5,100
12/11/2008--12/06/2009,8,6,92.01,7087.04,75,4,4,100,4,2,50
10/07/2009--10/02/2010,16,16,1738.5,6956.69,100,12,12,100,4,4,100
11/06/2009--11/01/2010,18,16,1321.82,6870.53,88.8888888889,13,12,92.3076923077,5,4,80
08/03/2010--07/29/2011,29,22,1042.37,6812.73,75.8620689655,22,20,90.9090909091,7,2,28.5714285714
09/07/2009--09/02/2010,19,19,2175.22,6759.85,100,15,15,100,4,4,100
09/21/2012--09/16/2013,12,9,-542.55,5632.38,75,6,5,83.3333333333,6,4,66.6666666667
03/06/2010--03/01/2011,21,17,1891.05,4637.61,80.9523809524,15,13,86.6666666667,6,4,66.6666666667
08/22/2012--08/17/2013,13,9,-1582.29,4458.59,69.2307692308,6,5,83.3333333333,7,4,57.1428571429
04/30/2011--04/24/2012,25,20,3380.75,4433.81,80,18,14,77.7777777778,7,6,85.7142857143
07/14/2008--07/09/2009,16,13,-152.05,4292.45,81.25,13,12,92.3076923077,3,1,33.3333333333
04/10/2009--04/05/2010,8,8,612.69,2389.65,100,5,5,100,3,3,100
06/23/2012--06/18/2013,22,19,-307.98,2359.21,86.3636363636,12,10,83.3333333333,10,9,90
02/04/2010--01/30/2011,19,15,1222.22,1973.2,78.9473684211,13,11,84.6153846154,6,4,66.6666666667
09/02/2010--08/28/2011,25,18,158.75,1953.29,72,18,16,88.8888888889,7,2,28.5714285714
02/24/2012--02/18/2013,15,13,640.07,1054.48,86.6666666667,10,9,90,5,4,80
06/29/2011--06/23/2012,16,11,-1089.43,472.53,68.75,11,7,63.6363636364,5,4,80
10/23/2006--10/18/2007,1,1,204.03,102.5,100,1,1,100,0,0,
11/22/2006--11/17/2007,1,1,151.76,80.84,100,0,0,1,1,100,
12/22/2006--12/17/2007,1,1,151.76,80.84,100,0,0,1,1,100,
06/18/2013--06/13/2014,43,35,2251.98,-37.53,81.3953488372,25,23,92,18,12,66.6666666667
10/11/2014--12/31/2014,10,7,-642.92,-207.23,70,7,6,85.7142857143,3,1,33.3333333333
10/27/2011--10/21/2012,8,5,-636.18,-411.47,62.5,5,2,40,3,3,100
05/24/2012--05/19/2013,16,13,-95.77,-417.75,81.25,7,6,85.7142857143,9,7,77.7777777778
09/12/2008--09/07/2009,9,7,306,-632.96,77.7777777778,5,5,100,4,2,50
04/19/2013--04/14/2014,2,1,-230.87,-715.14,50,1,0,0,1,1,100
04/05/2010--03/31/2011,22,17,1791.29,-798.85,77.2727272727,15,13,86.6666666667,7,4,57.1428571429
03/25/2012--03/20/2013,26,23,4844.32,-1118.1,88.4615384615,16,15,93.75,10,8,80
12/10/2014--12/31/2014,2,1,-1044.05,-1222.53,50,1,1,100,1,0,0
03/01/2011--02/24/2012,30,23,1721.64,-1690.15,76.6666666667,21,17,80.9523809524,9,6,66.6666666667
05/21/2007--05/15/2008,13,12,1312.07,-1705.71,92.3076923077,11,10,90.9090909091,2,2,100
12/20/2012--12/15/2013,7,6,351.68,-1879.05,85.7142857143,1,1,100,6,5,83.3333333333
05/05/2010--04/30/2011,19,14,1021.75,-2042.9,73.6842105263,12,10,83.3333333333,7,4,57.1428571429
07/29/2011--07/23/2012,14,9,-1662.3,-2078.46,64.2857142857,9,5,55.5555555556,5,4,80
01/25/2012--01/19/2013,4,2,-1130.44,-2287.18,50,2,0,0,2,2,100
11/10/2014--12/31/2014,6,3,-1554.87,-2609.09,50,3,2,66.6666666667,3,1,33.3333333333
02/15/2008--02/09/2009,8,7,264.93,-2791.26,87.5,8,7,87.5,0,0,
06/04/2010--05/30/2011,22,15,223.25,-2885.91,68.1818181818,13,11,84.6153846154,9,4,44.4444444444
08/13/2008--08/08/2009,11,9,667.79,-3430.95,81.8181818182,7,7,100,4,2,50
10/16/2013--10/11/2014,36,29,1313.15,-3660.89,80.5555555556,20,18,90,16,11,68.75
03/31/2011--03/25/2012,23,16,-2482.65,-3905.14,69.5652173913,17,13,76.4705882353,6,3,50
01/30/2011--01/25/2012,26,20,881.31,-4432.96,76.9230769231,20,18,90,6,2,33.3333333333
09/11/2014--12/31/2014,17,12,-460.62,-4486.74,70.5882352941,12,9,75,5,3,60
05/14/2014--12/31/2014,28,20,-628.15,-5148.07,71.4285714286,17,13,76.4705882353,11,7,63.6363636364
07/20/2007--07/14/2008,9,8,-211.13,-5157.3,88.8888888889,7,6,85.7142857143,2,2,100
07/13/2014--12/31/2014,20,13,-1288.38,-5302.8,65,11,8,72.7272727273,9,5,55.5555555556
08/12/2014--12/31/2014,20,13,-1288.38,-5302.8,65,11,8,72.7272727273,9,5,55.5555555556
06/13/2014--12/31/2014,22,15,-909.72,-5329.06,68.1818181818,12,9,75,10,6,60
01/21/2007--01/16/2008,3,3,437.44,-5519.8,100,2,2,100,1,1,100
03/22/2007--03/16/2008,8,7,-308.61,-5845.13,87.5,6,5,83.3333333333,2,2,100
06/20/2007--06/14/2008,8,7,-308.61,-5845.13,87.5,6,5,83.3333333333,2,2,100
04/14/2014--12/31/2014,31,22,-309.93,-5886.47,70.9677419355,20,15,75,11,7,63.6363636364
03/20/2013--03/15/2014,8,6,-186.41,-6390.71,75,5,3,60,3,3,100
04/15/2008--04/10/2009,11,8,-922.79,-6455.42,72.7272727273,8,7,87.5,3,1,33.3333333333
05/15/2008--05/10/2009,11,8,-922.79,-6455.42,72.7272727273,8,7,87.5,3,1,33.3333333333
11/01/2010--10/27/2011,25,19,1325.52,-6658.55,76,19,17,89.4736842105,6,2,33.3333333333
03/15/2014--12/31/2014,33,22,-959.36,-6769.29,66.6666666667,21,15,71.4285714286,12,7,58.3333333333
12/15/2013--12/10/2014,46,33,942.45,-6835.82,71.7391304348,25,19,76,21,14,66.6666666667
12/26/2011--12/20/2012,8,6,801.13,-7017.88,75,4,2,50,4,4,100
02/13/2014--12/31/2014,36,24,-609.72,-7770.52,66.6666666667,22,16,72.7272727273,14,8,57.1428571429
12/31/2010--12/26/2011,22,16,-896.75,-7940.19,72.7272727273,18,16,88.8888888889,4,0,0
07/04/2010--06/29/2011,28,21,1261.58,-8395.02,75,19,17,89.4736842105,9,4,44.4444444444
12/01/2010--11/26/2011,23,17,-1048.83,-8830.76,73.9130434783,17,15,88.2352941176,6,2,33.3333333333
11/15/2013--11/10/2014,40,29,904.27,-10093.41,72.5,20,15,75,20,14,70
02/20/2007--02/15/2008,5,4,357.37,-10332.46,80,4,3,75,1,1,100
10/02/2010--09/27/2011,28,20,-581.32,-10562.08,71.4285714286,22,18,81.8181818182,6,2,33.3333333333
01/14/2014--12/31/2014,40,27,-717.1,-11224.59,67.5,25,18,72,15,9,60
04/24/2012--04/19/2013,23,20,2191.76,-11697.26,86.9565217391,14,12,85.7142857143,9,8,88.8888888889
07/18/2013--07/13/2014,37,28,974.85,-11746.38,75.6756756757,18,16,88.8888888889,19,12,63.1578947368
08/19/2007--08/13/2008,16,14,-819.46,-11920.09,87.5,14,12,85.7142857143,2,2,100
09/16/2013--09/11/2014,37,30,1397.94,-15415.23,81.0810810811,22,20,90.9090909091,15,10,66.6666666667
08/17/2013--08/12/2014,39,31,1297.86,-15474.19,79.4871794872,20,18,90,19,13,68.4210526316
01/16/2008--01/10/2009,12,9,-13366.64,-16736.33,75,11,8,72.7272727273,1,1,100
04/21/2007--04/15/2008,13,11,-2508.13,-19926.42,84.6153846154,11,9,81.8181818182,2,2,100
10/18/2007--10/12/2008,12,10,-445.05,-22837.54,83.3333333333,10,8,80,2,2,100
09/18/2007--09/12/2008,18,15,-3057.4,-22995.7,83.3333333333,16,13,81.25,2,2,100
