Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,StopLoss-Exit-Date,StopLoss-Exit-Price,StopLoss-Exit-PorL,Exit-Date,Exit-Price,PorL,Actual-PorL,Strategy,Current-Pos
AMZN,LONG,2008-12-04,45.94,2080,No-Exit,0.0,0.0,2008-12-10,49.30,6988.80,6988.80,BB 20 SMA Xover Mtm,[]
RIG,LONG,2009-01-05,52.53,1934,No-Exit,0.0,0.0,2009-01-07,55.69,6111.44,6111.44,BB 20 SMA Xover Mtm,['AAPL']
AAPL,LONG,2009-01-06,13.71,375,No-Exit,0.0,0.0,2009-01-14,12.14,-587.68,-587.68,BB 20 SMA Xover Mtm,['FSLR']
FSLR,SHORT,2009-01-14,137.01,367,No-Exit,0.0,0.0,2009-01-15,138.34,-488.11,-488.11,BB 20 SMA Xover Mtm,['GD']
GD,SHORT,2009-01-14,54.48,940,No-Exit,0.0,0.0,2009-01-26,53.85,592.20,592.20,BB 20 SMA Xover Mtm,['AAPL']
AAPL,LONG,2009-01-23,12.75,8020,No-Exit,0.0,0.0,2009-01-30,13.15,3208.00,3208.00,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2009-02-20,12.77,8582,No-Exit,0.0,0.0,2009-02-25,13.21,-3763.82,-3763.82,BB 20 SMA Xover Mtm,[]
AMZN,SHORT,2009-03-09,61.07,1743,No-Exit,0.0,0.0,2009-03-10,65.42,-7582.05,-7582.05,BB 20 SMA Xover Mtm,[]
AAPL,LONG,2009-03-12,13.37,7423,No-Exit,0.0,0.0,2009-03-16,13.57,1484.60,1484.60,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2009-05-13,17.60,274,No-Exit,0.0,0.0,2009-05-15,17.77,-46.58,-46.58,BB 20 SMA Xover Mtm,['CME']
CME,LONG,2009-05-06,50.06,2015,No-Exit,0.0,0.0,2009-05-15,55.79,11545.95,11545.95,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2009-05-21,17.80,6269,No-Exit,0.0,0.0,2009-05-26,18.39,-3698.71,-3698.71,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2009-07-07,19.60,5514,No-Exit,0.0,0.0,2009-07-13,19.93,-1843.25,-1843.25,BB 20 SMA Xover Mtm,[]
CME,SHORT,2009-09-04,53.75,1978,No-Exit,0.0,0.0,2009-09-11,55.04,-2547.66,-2547.66,BB 20 SMA Xover Mtm,['FSLR']
FSLR,LONG,2009-09-09,136.60,699,No-Exit,0.0,0.0,2009-09-11,137.15,384.45,384.45,BB 20 SMA Xover Mtm,[]
