Period,# of trades,winning trades,Simulated PorL,PorL,Best_of_PorL,winning percent,# of long trades,long winning trades,long winning percent,# of short trades,short winning trades,short winning percent
09/07/2011--09/01/2012,7,6,14429.37,27994.78,36808.93,85.7142857143,4,3,75,3,3,100
08/08/2011--08/02/2012,7,6,11151.4,25934.03,34469.38,85.7142857143,4,3,75,3,3,100
02/09/2011--02/04/2012,7,6,7345.2,23385.78,29116.93,85.7142857143,5,4,80,2,2,100
03/11/2011--03/05/2012,6,5,3780,20284.17,25007.75,83.3333333333,5,4,80,1,1,100
11/06/2011--10/31/2012,8,6,10251.63,19531.69,27827.87,75,4,3,75,4,3,75
12/06/2011--11/30/2012,8,6,10251.63,19531.69,27827.87,75,4,3,75,4,3,75
05/10/2011--05/04/2012,5,4,3152,19325.36,24839.44,80,4,3,75,1,1,100
06/09/2011--06/03/2012,5,4,3152,19325.36,24839.44,80,4,3,75,1,1,100
07/09/2011--07/03/2012,5,4,5429.4,19161.62,24424.02,80,4,3,75,1,1,100
06/03/2012--05/29/2013,8,5,6573.61,19024.28,21898.58,62.5,3,2,66.6666666667,5,3,60
10/07/2011--10/01/2012,7,5,9603.63,17526.13,25822.31,71.4285714286,4,3,75,3,2,66.6666666667
04/10/2011--04/04/2012,7,6,5666,16776.21,26893.75,85.7142857143,6,5,83.3333333333,1,1,100
07/03/2012--06/28/2013,8,4,1804.58,11902.19,15566.54,50,3,2,66.6666666667,5,2,40
08/27/2013--08/22/2014,8,6,2705.52,8244.46,8974.5,75,3,3,100,5,3,60
12/11/2010--12/06/2011,6,5,4813.2,8181.12,13912.27,83.3333333333,4,3,75,2,2,100
01/10/2011--01/05/2012,6,5,4813.2,8181.12,13912.27,83.3333333333,4,3,75,2,2,100
10/01/2012--09/26/2013,5,2,-584.52,8070.6,10568.88,40,3,2,66.6666666667,2,0,0
04/04/2012--03/30/2013,6,4,5532.73,7957.5,10831.8,66.6666666667,2,1,50,4,3,75
05/04/2012--04/29/2013,7,4,5503.61,7928.38,10802.68,57.1428571429,2,1,50,5,3,60
10/12/2010--10/07/2011,8,7,6786,7821.24,15858.84,87.5,6,5,83.3333333333,2,2,100
01/29/2013--01/24/2014,6,3,23.09,7570.47,10022.97,50,3,2,66.6666666667,3,1,33.3333333333
02/28/2013--02/23/2014,6,3,23.09,7570.47,10022.97,50,3,2,66.6666666667,3,1,33.3333333333
11/11/2010--11/06/2011,7,6,5826.2,7011.33,14830.56,85.7142857143,5,4,80,2,2,100
07/28/2013--07/23/2014,9,6,1284.2,6747.48,7466.39,66.6666666667,4,3,75,5,3,60
08/02/2012--07/28/2013,7,3,-1318.27,6560.91,8987.25,42.8571428571,3,2,66.6666666667,4,1,25
09/26/2013--09/21/2014,8,6,2717.52,6338.22,9167.44,75,3,3,100,5,3,60
10/26/2013--10/21/2014,7,5,2343.23,6256.17,8610.41,71.4285714286,2,2,100,5,3,60
11/25/2013--11/20/2014,7,5,2343.23,6256.17,8610.41,71.4285714286,2,2,100,5,3,60
10/31/2012--10/26/2013,5,2,-574.91,6248.89,8701.39,40,3,2,66.6666666667,2,0,0
11/30/2012--11/25/2013,5,2,-574.91,6248.89,8701.39,40,3,2,66.6666666667,2,0,0
