Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,StopLoss-Exit-Date,StopLoss-Exit-Price,StopLoss-Exit-PorL,Exit-Date,Exit-Price,PorL,Actual-PorL,Strategy,Current-Pos
AAPL,SHORT,2011-08-05,53.37,1802,No-Exit,0.0,0.0,2011-08-09,52.17,2162.40,2162.40,BB 20 SMA Xover Mtm,['AMZN']
AMZN,SHORT-SPY-NULL,2011-08-03,209.58,453,No-Exit,0.0,0.0,2011-08-09,198.34,5091.72,0.0,BB 20 SMA Xover Mtm,[]
PCLN,LONG,2011-08-29,510.00,100,No-Exit,0.0,0.0,2011-09-01,531.89,2189.00,2189.00,BB 20 SMA Xover Mtm,['NFLX', 'AAPL', 'QCOM']
NFLX,LONG,2011-08-31,238.93,1,No-Exit,0.0,0.0,2011-09-02,208.71,-30.22,-30.22,BB 20 SMA Xover Mtm,['AAPL', 'QCOM']
AAPL,LONG,2011-08-29,55.45,920,No-Exit,0.0,0.0,2011-09-12,53.70,-1615.26,-1615.26,BB 20 SMA Xover Mtm,['QCOM']
QCOM,LONG,2011-08-30,51.43,96,No-Exit,0.0,0.0,2011-09-19,53.06,156.48,156.48,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2011-09-30,55.24,928,No-Exit,0.0,0.0,2011-10-05,54.04,1113.60,1113.60,BB 20 SMA Xover Mtm,['AMZN']
AMZN,SHORT,2011-09-30,218.19,232,No-Exit,0.0,0.0,2011-10-05,214.63,825.92,825.92,BB 20 SMA Xover Mtm,[]
PCLN,LONG,2011-10-24,500.41,104,No-Exit,0.0,0.0,2011-10-31,509.76,972.40,972.40,BB 20 SMA Xover Mtm,['CMG']
CMG,LONG,2011-10-24,336.82,154,No-Exit,0.0,0.0,2011-11-21,304.83,-4926.46,-4926.46,BB 20 SMA Xover Mtm,['PCLN', 'CRM']
CRM,SHORT,2011-11-18,29.86,897,No-Exit,0.0,0.0,2011-11-28,27.28,2314.26,2314.26,BB 20 SMA Xover Mtm,['PCLN']
PCLN,SHORT,2011-11-18,508.27,55,No-Exit,0.0,0.0,2011-11-28,474.51,1856.80,1856.80,BB 20 SMA Xover Mtm,[]
NFLX,LONG,2011-12-13,76.01,69,No-Exit,0.0,0.0,2011-12-19,68.83,-495.42,-495.42,BB 20 SMA Xover Mtm,['AAPL']
AAPL,LONG,2011-12-02,55.97,1868,No-Exit,0.0,0.0,2012-01-12,59.86,7266.52,7266.52,BB 20 SMA Xover Mtm,['FFIV', 'CRM']
CRM,LONG,2012-01-11,26.46,8,No-Exit,0.0,0.0,2012-01-26,29.24,22.24,22.24,BB 20 SMA Xover Mtm,['FFIV']
FFIV,LONG,2012-01-10,111.99,43,No-Exit,0.0,0.0,2012-01-26,121.26,398.61,398.61,BB 20 SMA Xover Mtm,[]
NFLX,LONG,2012-03-20,115.47,46,No-Exit,0.0,0.0,2012-03-23,117.54,95.22,95.22,BB 20 SMA Xover Mtm,['AGN']
AGN,LONG,2012-02-15,60.79,1836,No-Exit,0.0,0.0,2012-04-04,66.39,10281.60,10281.60,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2012-04-16,85.60,1417,No-Exit,0.0,0.0,2012-04-18,87.98,-3372.46,-3372.46,BB 20 SMA Xover Mtm,[]
CMG,SHORT,2012-04-23,413.90,284,No-Exit,0.0,0.0,2012-04-26,415.99,-593.56,-593.56,BB 20 SMA Xover Mtm,[]
PCLN,SHORT,2012-05-09,708.74,82,No-Exit,0.0,0.0,2012-05-16,671.21,3077.46,3077.46,BB 20 SMA Xover Mtm,['DISCA', 'CTXS']
CTXS,SHORT,2012-05-11,77.57,1455,No-Exit,0.0,0.0,2012-05-21,76.88,1003.95,1003.95,BB 20 SMA Xover Mtm,['DISCA']
DISCA,SHORT,2012-05-09,50.29,1168,No-Exit,0.0,0.0,2012-05-21,49.67,724.16,724.16,BB 20 SMA Xover Mtm,[]
AAPL,LONG,2012-05-24,82.32,1483,No-Exit,0.0,0.0,2012-06-04,78.77,-5264.65,-5264.65,BB 20 SMA Xover Mtm,[]
