Period,# of trades,winning trades,Simulated PorL,PorL,Best_of_PorL,winning percent,# of long trades,long winning trades,long winning percent,# of short trades,short winning trades,short winning percent
01/01/2007--12/27/2007,2.0,2.0,741.99,4476.35,4476.35,100.0,2.0,2.0,100.0,0.0,0.0
01/31/2007--01/26/2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03/02/2007--02/25/2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04/01/2007--03/26/2008,2.0,2.0,741.8,-17113.44,741.8,100.0,2.0,2.0,100.0,0.0,0.0
05/01/2007--04/25/2008,4.0,4.0,841.4100000000001,-6041.099999999999,2035.8300000000002,100.0,4.0,4.0,100.0,0.0,0.0
05/31/2007--05/25/2008,1.0,1.0,102.37,-753.17,102.37,100.0,1.0,1.0,100.0,0.0,0.0
06/30/2007--06/24/2008,4.0,4.0,841.2600000000001,-5808.609999999999,1825.5,100.0,4.0,4.0,100.0,0.0,0.0
07/30/2007--07/24/2008,4.0,4.0,841.2600000000001,-9275.900000000001,1153.22,100.0,4.0,4.0,100.0,0.0,0.0
08/29/2007--08/23/2008,2.0,1.0,74.05,-761.09,74.05,50.0,2.0,1.0,50.0,0.0,0.0
09/28/2007--09/22/2008,2.0,1.0,4.02,-393.84999999999997,4.02,50.0,2.0,1.0,50.0,0.0,0.0
10/28/2007--10/22/2008,7.0,4.0,833.3199999999999,-42972.509999999995,856.56,57.14285714285714,5.0,4.0,80.0,2.0,0.0,0.0
11/27/2007--11/21/2008,7.0,5.0,848.8299999999999,-51078.47,864.38,71.42857142857143,5.0,4.0,80.0,2.0,1.0,50.0
12/27/2007--12/21/2008,4.0,2.0,-255.89000000000001,-1554.38,-200.33,50.0,2.0,1.0,50.0,2.0,1.0,50.0
01/26/2008--01/20/2009,4.0,2.0,-255.89000000000001,-1554.38,-200.33,50.0,2.0,1.0,50.0,2.0,1.0,50.0
02/25/2008--02/19/2009,7.0,5.0,658.05,-31120.499999999996,713.32,71.42857142857143,5.0,4.0,80.0,2.0,1.0,50.0
03/26/2008--03/21/2009,5.0,2.0,-245.70999999999998,-1448.5000000000005,-138.98999999999998,40.0,2.0,1.0,50.0,3.0,1.0,33.33333333333333
04/25/2008--04/20/2009,4.0,1.0,-368.56999999999994,-306.65,-256.21999999999997,25.0,1.0,0.0,0.0,3.0,1.0,33.33333333333333
05/25/2008--05/20/2009,8.0,5.0,604.51,-13631.260000000002,6979.82,62.5,5.0,4.0,80.0,3.0,1.0,33.33333333333333
06/24/2008--06/19/2009,8.0,5.0,592.99,-7438.33,9059.390000000001,62.5,5.0,4.0,80.0,3.0,1.0,33.33333333333333
07/24/2008--07/19/2009,5.0,2.0,-341.61,-296.29,-229.55,40.0,2.0,1.0,50.0,3.0,1.0,33.33333333333333
08/23/2008--08/18/2009,9.0,7.0,128.06999999999996,45516.46,45838.119999999995,77.77777777777779,6.0,6.0,100.0,3.0,1.0,33.33333333333333
09/22/2008--09/17/2009,7.0,6.0,874.9399999999999,62333.78,63494.729999999996,85.71428571428571,6.0,6.0,100.0,1.0,0.0,0.0
10/22/2008--10/17/2009,4.0,3.0,50.35,-110.35000000000001,235.57,75.0,3.0,3.0,100.0,1.0,0.0,0.0
11/21/2008--11/16/2009,4.0,3.0,50.35,-110.35000000000001,235.57,75.0,3.0,3.0,100.0,1.0,0.0,0.0
12/21/2008--12/16/2009,7.0,6.0,641.24,17862.469999999998,18962.46,85.71428571428571,6.0,6.0,100.0,1.0,0.0,0.0
01/20/2009--01/15/2010,8.0,7.0,1051.4499999999998,27650.650000000005,29314.420000000002,87.5,7.0,7.0,100.0,1.0,0.0,0.0
02/19/2009--02/14/2010,5.0,5.0,277.65000000000003,-218.74999999999997,951.2500000000001,100.0,5.0,5.0,100.0,0.0,0.0
03/21/2009--03/16/2010,9.0,9.0,1228.75,35001.200000000004,36170.33,100.0,9.0,9.0,100.0,0.0,0.0
04/20/2009--04/15/2010,11.0,10.0,1191.38,41977.14,43146.27,90.9090909090909,11.0,10.0,90.9090909090909,0.0,0.0
05/20/2009--05/15/2010,7.0,5.0,117.86000000000003,-1015.1299999999999,296.82,71.42857142857143,7.0,5.0,71.42857142857143,0.0,0.0
06/19/2009--06/14/2010,7.0,5.0,122.11000000000003,-1010.8799999999999,301.07,71.42857142857143,7.0,5.0,71.42857142857143,0.0,0.0
07/19/2009--07/14/2010,10.0,8.0,1018.87,16241.980000000001,17207.16,80.0,10.0,8.0,80.0,0.0,0.0
08/18/2009--08/13/2010,10.0,8.0,931.65,17858.87,18211.85,80.0,10.0,8.0,80.0,0.0,0.0
09/17/2009--09/12/2010,7.0,5.0,-37.32999999999999,46.21,200.19999999999993,71.42857142857143,6.0,4.0,66.66666666666666,1.0,1.0,100.0
10/17/2009--10/12/2010,12.0,10.0,942.5200000000001,37849.65,38003.64,83.33333333333334,11.0,9.0,81.81818181818183,1.0,1.0,100.0
11/16/2009--11/11/2010,15.0,13.0,952.3699999999999,46889.05,47043.43,86.66666666666667,14.0,12.0,85.71428571428571,1.0,1.0,100.0
12/16/2009--12/11/2010,8.0,6.0,-122.42999999999999,-280.65,-122.42999999999999,75.0,7.0,5.0,71.42857142857143,1.0,1.0,100.0
01/15/2010--01/10/2011,8.0,6.0,-425.2699999999999,-964.75,-425.2699999999999,75.0,7.0,5.0,71.42857142857143,1.0,1.0,100.0
02/14/2010--02/09/2011,15.0,13.0,469.6100000000001,58062.11,58203.740000000005,86.66666666666667,14.0,12.0,85.71428571428571,1.0,1.0,100.0
03/16/2010--03/11/2011,13.0,12.0,-4.160000000000203,20757.589999999997,22333.739999999998,92.3076923076923,12.0,11.0,91.66666666666666,1.0,1.0,100.0
04/15/2010--04/10/2011,6.0,6.0,114.07,-565.66,114.07,100.0,5.0,5.0,100.0,1.0,1.0,100.0
05/15/2010--05/10/2011,13.0,13.0,953.6100000000001,1833.9099999999996,5181.5,100.0,12.0,12.0,100.0,1.0,1.0,100.0
06/14/2010--06/09/2011,13.0,13.0,953.4100000000001,729.6500000000003,4774.81,100.0,12.0,12.0,100.0,1.0,1.0,100.0
07/14/2010--07/09/2011,8.0,8.0,263.77,-613.2800000000001,273.13,100.0,7.0,7.0,100.0,1.0,1.0,100.0
08/13/2010--08/08/2011,7.0,7.0,177.31999999999996,-262.96,187.31,100.0,7.0,7.0,100.0,0.0,0.0
09/12/2010--09/07/2011,13.0,12.0,829.8199999999999,2959.06,7295.62,92.3076923076923,13.0,12.0,92.3076923076923,0.0,0.0
10/12/2010--10/07/2011,13.0,12.0,794.9000000000001,-1628.0300000000002,4473.38,92.3076923076923,12.0,11.0,91.66666666666666,1.0,1.0,100.0
11/11/2010--11/06/2011,9.0,8.0,179.27999999999997,-342.35999999999984,378.61,88.88888888888889,8.0,7.0,87.5,1.0,1.0,100.0
12/11/2010--12/06/2011,11.0,10.0,954.0,12072.68,12995.15,90.9090909090909,10.0,9.0,90.0,1.0,1.0,100.0
01/10/2011--01/05/2012,10.0,8.0,598.9300000000001,3099.0,4523.67,80.0,8.0,7.0,87.5,2.0,1.0,50.0
02/09/2011--02/04/2012,9.0,7.0,305.57000000000005,670.98,2095.6499999999996,77.77777777777779,7.0,6.0,85.71428571428571,2.0,1.0,50.0
03/11/2011--03/05/2012,9.0,7.0,304.97,728.54,2094.58,77.77777777777779,7.0,6.0,85.71428571428571,2.0,1.0,50.0
04/10/2011--04/04/2012,14.0,12.0,1205.71,15405.119999999999,16538.519999999997,85.71428571428571,12.0,11.0,91.66666666666666,2.0,1.0,50.0
05/10/2011--05/04/2012,12.0,10.0,1031.15,16305.4,16517.15,83.33333333333334,10.0,9.0,90.0,2.0,1.0,50.0
06/09/2011--06/03/2012,9.0,7.0,91.75,2184.47,2199.18,77.77777777777779,7.0,6.0,85.71428571428571,2.0,1.0,50.0
07/09/2011--07/03/2012,11.0,9.0,856.6700000000001,12577.210000000001,13652.090000000002,81.81818181818183,9.0,8.0,88.88888888888889,2.0,1.0,50.0
08/08/2011--08/02/2012,13.0,11.0,883.09,11596.25,11613.41,84.61538461538461,10.0,9.0,90.0,3.0,2.0,66.66666666666666
09/07/2011--09/01/2012,9.0,7.0,248.11,3004.81,3021.97,77.77777777777779,6.0,5.0,83.33333333333334,3.0,2.0,66.66666666666666
10/07/2011--10/01/2012,9.0,7.0,158.62000000000003,2351.2900000000004,2393.5099999999998,77.77777777777779,6.0,5.0,83.33333333333334,3.0,2.0,66.66666666666666
11/06/2011--10/31/2012,12.0,9.0,40.500000000000014,1639.71,1695.9299999999998,75.0,5.0,4.0,80.0,7.0,5.0,71.42857142857143
