Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,StopLoss-Exit-Date,StopLoss-Exit-Price,StopLoss-Exit-PorL,Exit-Date,Exit-Price,PorL,Actual-PorL,Strategy,Current-Pos
CMG,LONG,2010-07-26,146.96,646,No-Exit,0.0,0.0,2010-08-03,148.55,1027.14,1027.14,BB 20 SMA Xover Mtm,[]
RIG,LONG,2010-08-03,51.19,93,No-Exit,0.0,0.0,2010-08-10,56.08,454.77,454.77,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2010-08-12,35.24,2724,No-Exit,0.0,0.0,2010-08-26,35.06,482.54,482.54,BB 20 SMA Xover Mtm,[]
EOG,LONG,2010-09-13,46.58,2080,No-Exit,0.0,0.0,2010-09-17,44.24,-4856.80,-4856.80,BB 20 SMA Xover Mtm,[]
BLK,LONG,2010-11-12,172.91,533,No-Exit,0.0,0.0,2010-11-23,163.95,-4775.68,-4775.68,BB 20 SMA Xover Mtm,[]
PCLN,SHORT,2010-12-15,396.24,221,No-Exit,0.0,0.0,2010-12-23,416.60,-4499.56,-4499.56,BB 20 SMA Xover Mtm,[]
NFLX,LONG,2011-01-11,189.76,20,No-Exit,0.0,0.0,2011-01-19,189.53,-4.60,-4.60,BB 20 SMA Xover Mtm,['CMG', 'CRM']
CRM,LONG,2011-01-06,36.04,2323,No-Exit,0.0,0.0,2011-01-20,33.30,-6359.21,-6359.21,BB 20 SMA Xover Mtm,['CMG']
CMG,LONG,2011-01-14,231.94,1,No-Exit,0.0,0.0,2011-01-26,215.49,-16.45,-16.45,BB 20 SMA Xover Mtm,['AAPL']
AAPL,SHORT,2011-01-21,47.05,1640,No-Exit,0.0,0.0,2011-02-07,50.25,-5248.00,-5248.00,BB 20 SMA Xover Mtm,['FFIV']
AMZN,LONG,2011-02-09,184.89,2,No-Exit,0.0,0.0,2011-02-16,187.35,4.92,4.92,BB 20 SMA Xover Mtm,['BWA', 'FFIV']
FFIV,LONG,2011-02-07,124.88,523,No-Exit,0.0,0.0,2011-02-16,125.46,303.34,303.34,BB 20 SMA Xover Mtm,['BWA']
BWA,LONG,2011-02-08,35.59,290,No-Exit,0.0,0.0,2011-02-22,39.48,1128.10,1128.10,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2011-03-10,49.85,1479,No-Exit,0.0,0.0,2011-03-22,48.94,1350.12,1350.12,BB 20 SMA Xover Mtm,[]
AMZN,LONG,2011-03-25,172.81,434,No-Exit,0.0,0.0,2011-04-11,182.86,4361.70,4361.70,BB 20 SMA Xover Mtm,['QCOM', 'BLK']
QCOM,LONG,2011-04-07,54.08,6,No-Exit,0.0,0.0,2011-04-12,52.05,-12.18,-12.18,BB 20 SMA Xover Mtm,['BLK']
NFLX,LONG,2011-05-10,238.77,317,No-Exit,0.0,0.0,2011-05-16,241.66,916.13,916.13,BB 20 SMA Xover Mtm,['BLK', 'CMG', 'AAPL']
NFLX,SHORT,2011-05-17,234.72,311,No-Exit,0.0,0.0,2011-05-23,248.99,-4437.97,-4437.97,BB 20 SMA Xover Mtm,['BLK', 'CMG', 'AAPL']
BLK,LONG,2011-03-31,200.83,18,No-Exit,0.0,0.0,2011-05-24,192.54,-149.22,-149.22,BB 20 SMA Xover Mtm,['CMG', 'AAPL']
CMG,LONG,2011-05-12,277.04,13,No-Exit,0.0,0.0,2011-05-31,288.09,143.65,143.65,BB 20 SMA Xover Mtm,['AAPL']
AAPL,SHORT,2011-05-16,48.16,8,No-Exit,0.0,0.0,2011-06-01,49.84,-13.43,-13.43,BB 20 SMA Xover Mtm,[]
AAPL,LONG,2011-06-28,47.91,1582,No-Exit,0.0,0.0,2011-07-12,50.16,3559.50,3559.50,BB 20 SMA Xover Mtm,[]
