Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,StopLoss-Exit-Date,StopLoss-Exit-Price,StopLoss-Exit-PorL,Exit-Date,Exit-Price,PorL,Actual-PorL,Strategy,Current-Pos
VLO,SHORT-SPY-NULL,2008-01-04,65.55,1444,No-Exit,0.0,0.0,2008-01-08,64.34,1747.24,0.0,BB 20 SMA Xover Mtm,['AAPL', 'AMZN']
AAPL,SHORT,2008-01-07,25.46,1761,No-Exit,0.0,0.0,2008-01-14,25.39,123.27,123.27,BB 20 SMA Xover Mtm,['AMZN']
AMZN,SHORT-SPY-NULL,2008-01-07,87.90,428,No-Exit,0.0,0.0,2008-01-16,81.29,2829.08,0.0,BB 20 SMA Xover Mtm,[]
GRMN,LONG-SPY-NULL,2008-02-20,73.00,71,2008-02-20,63.60,-667.40,2008-02-21,63.60,-667.40,0.0,BB 20 SMA Xover Mtm,['TAP']
TAP,LONG,2008-02-13,50.16,1982,No-Exit,0.0,0.0,2008-02-21,51.94,3527.96,3527.96,BB 20 SMA Xover Mtm,[]
QCOM,SHORT,2008-03-04,40.71,2510,No-Exit,0.0,0.0,2008-03-12,40.52,476.90,476.90,BB 20 SMA Xover Mtm,['AAPL']
AAPL,LONG,2008-03-12,18.37,5046,No-Exit,0.0,0.0,2008-04-08,21.94,17992.59,17992.59,BB 20 SMA Xover Mtm,[]
VLO,LONG,2008-04-17,52.20,2293,No-Exit,0.0,0.0,2008-04-23,51.97,-527.39,-527.39,BB 20 SMA Xover Mtm,[]
PCLN,SHORT,2008-04-29,121.70,31,No-Exit,0.0,0.0,2008-05-01,129.66,-246.76,-246.76,BB 20 SMA Xover Mtm,['AET']
VLO,LONG,2008-05-20,50.19,71,No-Exit,0.0,0.0,2008-05-27,47.07,-221.52,-221.52,BB 20 SMA Xover Mtm,['AAPL', 'AET']
AET,LONG,2008-04-24,44.35,2739,No-Exit,0.0,0.0,2008-05-27,45.15,2191.20,2191.20,BB 20 SMA Xover Mtm,['AAPL']
AAPL,SHORT,2008-05-22,25.20,8,No-Exit,0.0,0.0,2008-05-28,26.82,-12.96,-12.96,BB 20 SMA Xover Mtm,[]
VLO,SHORT,2008-06-09,45.87,2634,No-Exit,0.0,0.0,2008-06-12,45.13,1949.16,1949.16,BB 20 SMA Xover Mtm,['AAPL']
AAPL,SHORT,2008-06-10,25.68,4243,No-Exit,0.0,0.0,2008-06-16,24.87,3436.83,3436.83,BB 20 SMA Xover Mtm,[]
CME,LONG,2008-07-23,73.99,1702,No-Exit,0.0,0.0,2008-08-04,64.45,-16237.08,-16237.08,BB 20 SMA Xover Mtm,[]
AAPL,LONG,2008-08-07,23.69,4666,No-Exit,0.0,0.0,2008-08-15,25.22,7138.98,7138.98,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2008-09-02,23.98,4892,No-Exit,0.0,0.0,2008-09-08,23.51,2299.24,2299.24,BB 20 SMA Xover Mtm,[]
AAPL,LONG,2008-10-29,14.42,8287,No-Exit,0.0,0.0,2008-10-31,15.30,7292.56,7292.56,BB 20 SMA Xover Mtm,['RIG']
RIG,LONG-SPY-NULL,2008-10-31,80.43,74,No-Exit,0.0,0.0,2008-11-06,78.90,-113.22,0.0,BB 20 SMA Xover Mtm,['TAP', 'HUM']
HUM,LONG,2008-11-06,36.37,1660,No-Exit,0.0,0.0,2008-11-12,33.22,-5229.00,-5229.00,BB 20 SMA Xover Mtm,['TAP', 'AAPL']
AAPL,SHORT,2008-11-07,14.02,696,No-Exit,0.0,0.0,2008-11-13,13.33,480.24,480.24,BB 20 SMA Xover Mtm,['TAP']
TAP,LONG,2008-11-06,43.55,1431,No-Exit,0.0,0.0,2008-11-25,43.77,314.82,314.82,BB 20 SMA Xover Mtm,[]
AMZN,LONG-SPY-NULL,2008-12-04,45.94,2674,No-Exit,0.0,0.0,2008-12-10,49.30,8984.64,0.0,BB 20 SMA Xover Mtm,[]
