Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,StopLoss-Exit-Date,StopLoss-Exit-Price,StopLoss-Exit-PorL,Profit-Exit-Date,Profit-Exit-Price,Profit-Exit-PorL,Exit-Date,Exit-Price,PorL,Actual-PorL,Current-Pos
UNP,LONG,2007-09-19,25.58,3737,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2007-09-20,24.70,-3291.65,-3291.65,[]
NFLX,LONG,2008-04-17,39.31,2337,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2008-04-22,33.69,-13133.94,-13133.94,[]
FDX,LONG,2008-05-02,95.21,834,2008-05-02,92.76,-2046.55,No-Exit,0.0,0.0,2008-05-05,92.14,-2562.34,-2046.55,[]
GD,LONG,2008-07-24,76.01,506,2008-07-24,73.35,-1345.96,No-Exit,0.0,0.0,2008-08-01,75.36,-328.90,-1345.96,['UNP']
UNP,LONG,2008-07-24,34.54,1124,No-Exit,0.0,0.0,2008-07-29,35.42,990.25,2008-08-07,35.72,1331.88,990.25,[]
AAPL,LONG,2008-08-13,24.11,3231,No-Exit,0.0,0.0,2008-08-14,24.38,874.16,2008-08-18,23.62,-1583.19,874.16,[]
AMZN,LONG,2009-03-12,69.57,1098,No-Exit,0.0,0.0,2009-03-17,71.57,2196.00,2009-03-20,69.80,252.54,2196.00,['AAPL']
AAPL,LONG,2009-03-18,13.52,284,No-Exit,0.0,0.0,2009-03-18,13.79,76.84,2009-03-30,14.14,176.73,76.84,[]
MA,LONG,2009-07-16,16.99,4521,No-Exit,0.0,0.0,2009-07-16,17.19,888.67,2009-07-22,17.59,2728.99,888.67,[]
FDX,LONG,2009-10-15,78.26,1014,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2009-10-22,77.01,-1267.50,-1267.50,[]
AAPL,LONG,2009-12-28,28.64,2758,No-Exit,0.0,0.0,2009-12-28,28.91,746.19,2010-01-06,28.92,769.77,746.19,[]
GD,LONG,2010-02-19,63.63,1240,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2010-02-25,63.03,-744.00,-744.00,[]
MA,LONG,2010-03-08,23.62,3312,No-Exit,0.0,0.0,2010-03-08,23.82,651.87,2010-03-16,24.55,3080.16,651.87,[]
AMZN,LONG,2010-09-02,132.80,611,No-Exit,0.0,0.0,2010-09-02,134.80,1222.00,2010-09-20,147.82,9177.22,1222.00,['AAPL']
AAPL,LONG,2010-09-09,35.85,114,No-Exit,0.0,0.0,2010-09-13,36.12,30.84,2010-09-22,38.24,272.50,30.84,[]
AMZN,LONG,2010-11-26,178.09,506,No-Exit,0.0,0.0,2010-11-29,180.09,1012.00,2010-12-02,176.05,-1032.24,1012.00,[]
V,LONG,2010-12-13,77.97,1143,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2010-12-15,76.02,-2228.85,-2228.85,[]
AAPL,LONG,2011-01-04,44.97,1947,No-Exit,0.0,0.0,2011-01-06,45.24,526.77,2011-01-14,46.61,3190.04,526.77,[]
MA,LONG,2011-01-18,23.40,3849,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-01-20,23.06,-1294.76,-1294.76,[]
WHR,LONG,2011-01-28,83.40,1065,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-01-31,80.47,-3120.45,-3120.45,[]
MA,LONG,2011-02-04,24.36,3525,No-Exit,0.0,0.0,2011-02-04,24.56,695.64,2011-02-09,24.52,577.95,695.64,[]
NFLX,LONG,2011-03-24,231.98,375,No-Exit,0.0,0.0,2011-03-28,233.98,750.00,2011-03-31,237.28,1987.50,750.00,[]
GOOGL,LONG,2011-07-06,267.06,16,No-Exit,0.0,0.0,2011-07-06,268.06,16.00,2011-07-08,264.44,-41.92,16.00,['AMZN']
AMZN,LONG,2011-06-28,202.78,435,No-Exit,0.0,0.0,2011-06-29,204.78,870.00,2011-07-12,211.93,3980.25,870.00,[]
GD,SHORT,2011-09-22,51.33,1763,No-Exit,0.0,0.0,2011-09-23,49.50,-3227.28,2011-09-27,52.71,-2436.59,-3227.28,[]
MA,LONG,2011-12-02,37.92,119,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-12-05,37.22,-83.08,-83.08,['V']
V,LONG,2011-12-01,95.01,944,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-12-06,93.57,-1359.36,-1359.36,[]
NFLX,LONG,2012-01-05,81.17,1088,No-Exit,0.0,0.0,2012-01-06,83.17,2176.00,2012-01-18,93.18,13066.88,2176.00,[]
V,LONG,2012-02-03,104.35,965,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2012-02-08,105.31,924.09,924.09,[]
URI,SHORT,2012-05-16,38.64,2630,No-Exit,0.0,0.0,2012-05-17,36.64,-5260.00,2012-05-23,36.14,6575.00,-5260.00,[]
CF,LONG,2012-06-20,174.94,31,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2012-06-21,172.86,-64.48,-64.48,['AMZN']
AMZN,LONG,2012-06-19,223.96,481,No-Exit,0.0,0.0,2012-06-21,225.96,962.00,2012-06-22,219.97,-1919.19,962.00,[]
AMZN,LONG,2012-08-27,247.07,429,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2012-08-28,243.03,-1733.16,-1733.16,[]
MA,LONG,2012-09-07,42.86,2435,No-Exit,0.0,0.0,2012-09-07,43.05,482.13,2012-09-20,44.31,3529.20,482.13,['V']
V,LONG,2012-09-12,130.32,40,No-Exit,0.0,0.0,2012-09-13,132.29,78.60,2012-09-24,131.77,57.86,78.60,[]
WHR,LONG,2013-01-03,103.50,1041,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2013-01-07,101.65,-1925.85,-1925.85,[]
