Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,StopLoss-Exit-Date,StopLoss-Exit-Price,StopLoss-Exit-PorL,Exit-Date,Exit-Price,PorL,Actual-PorL,Strategy,Current-Pos
AAPL,SHORT,2009-05-13,17.60,261,No-Exit,0.0,0.0,2009-05-15,17.77,-44.37,-44.37,BB 20 SMA Xover Mtm,['CME']
CME,LONG,2009-05-06,50.06,1901,No-Exit,0.0,0.0,2009-05-15,55.79,10892.73,10892.73,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2009-05-21,17.80,5916,No-Exit,0.0,0.0,2009-05-26,18.39,-3490.44,-3490.44,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2009-07-07,19.60,5203,No-Exit,0.0,0.0,2009-07-13,19.93,-1739.29,-1739.29,BB 20 SMA Xover Mtm,[]
CME,SHORT,2009-09-04,53.75,1866,No-Exit,0.0,0.0,2009-09-11,55.04,-2403.41,-2403.41,BB 20 SMA Xover Mtm,['FSLR']
FSLR,LONG,2009-09-09,136.60,660,No-Exit,0.0,0.0,2009-09-11,137.15,363.00,363.00,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2009-12-01,28.27,3480,2009-12-01,28.94,-2331.60,2009-12-09,27.40,3027.60,-2331.60,BB 20 SMA Xover Mtm,[]
AAPL,LONG,2009-12-22,28.60,165,No-Exit,0.0,0.0,2009-12-29,29.93,219.45,219.45,BB 20 SMA Xover Mtm,['FDX', 'EOG']
EOG,LONG,2009-12-15,45.65,2218,No-Exit,0.0,0.0,2009-12-29,49.49,8517.12,8517.12,BB 20 SMA Xover Mtm,['FDX']
FDX,SHORT,2009-12-18,83.63,60,No-Exit,0.0,0.0,2010-01-12,86.44,-168.60,-168.60,BB 20 SMA Xover Mtm,['PCLN']
PCLN,SHORT,2010-01-07,216.89,503,No-Exit,0.0,0.0,2010-01-19,210.86,3033.09,3033.09,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2010-01-22,29.43,3815,No-Exit,0.0,0.0,2010-01-26,29.82,-1487.85,-1487.85,BB 20 SMA Xover Mtm,['AXP']
AXP,SHORT,2010-01-25,38.20,2552,No-Exit,0.0,0.0,2010-02-02,39.04,-2143.68,-2143.68,BB 20 SMA Xover Mtm,[]
CME,LONG,2010-02-25,58.70,1854,No-Exit,0.0,0.0,2010-03-04,60.56,3448.44,3448.44,BB 20 SMA Xover Mtm,['QCOM']
QCOM,LONG,2010-03-04,39.08,139,No-Exit,0.0,0.0,2010-03-24,40.02,130.66,130.66,BB 20 SMA Xover Mtm,['FSLR']
FSLR,LONG,2010-03-12,114.83,931,No-Exit,0.0,0.0,2010-04-01,120.45,5232.22,5232.22,BB 20 SMA Xover Mtm,[]
