Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,StopLoss-Exit-Date,StopLoss-Exit-Price,StopLoss-Exit-PorL,Exit-Date,Exit-Price,PorL,Actual-PorL,Strategy,Current-Pos
RIG,LONG,2009-01-05,52.53,1808,No-Exit,0.0,0.0,2009-01-07,55.69,5713.28,5713.28,BB 20 SMA Xover Mtm,['AAPL']
AAPL,LONG,2009-01-06,13.71,349,No-Exit,0.0,0.0,2009-01-14,12.14,-546.93,-546.93,BB 20 SMA Xover Mtm,['GD', 'FSLR']
FSLR,SHORT-SPY-NULL,2009-01-14,137.01,343,No-Exit,0.0,0.0,2009-01-15,138.34,-456.19,0.0,BB 20 SMA Xover Mtm,['GD']
GD,SHORT-SPY-NULL,2009-01-14,54.48,878,No-Exit,0.0,0.0,2009-01-26,53.85,553.14,0.0,BB 20 SMA Xover Mtm,['AAPL']
AAPL,LONG,2009-01-23,12.75,7496,No-Exit,0.0,0.0,2009-01-30,13.15,2998.40,2998.40,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2009-02-20,12.77,8022,No-Exit,0.0,0.0,2009-02-25,13.21,-3518.22,-3518.22,BB 20 SMA Xover Mtm,[]
AMZN,SHORT,2009-03-09,61.07,1629,No-Exit,0.0,0.0,2009-03-10,65.42,-7086.15,-7086.15,BB 20 SMA Xover Mtm,[]
AAPL,LONG,2009-03-12,13.37,6939,No-Exit,0.0,0.0,2009-03-16,13.57,1387.80,1387.80,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2009-05-13,17.60,258,No-Exit,0.0,0.0,2009-05-15,17.77,-43.86,-43.86,BB 20 SMA Xover Mtm,['CME']
CME,LONG,2009-05-06,50.06,1883,No-Exit,0.0,0.0,2009-05-15,55.79,10789.59,10789.59,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2009-05-21,17.80,5859,No-Exit,0.0,0.0,2009-05-26,18.39,-3456.81,-3456.81,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2009-07-07,19.60,5153,No-Exit,0.0,0.0,2009-07-13,19.93,-1722.57,-1722.57,BB 20 SMA Xover Mtm,[]
CME,SHORT,2009-09-04,53.75,1848,No-Exit,0.0,0.0,2009-09-11,55.04,-2380.22,-2380.22,BB 20 SMA Xover Mtm,['FSLR']
FSLR,LONG,2009-09-09,136.60,653,No-Exit,0.0,0.0,2009-09-11,137.15,359.15,359.15,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2009-12-01,28.27,3447,2009-12-01,28.94,-2309.49,2009-12-09,27.40,2998.89,-2309.49,BB 20 SMA Xover Mtm,[]
EOG,LONG,2009-12-15,45.65,2197,No-Exit,0.0,0.0,2009-12-29,49.49,8436.48,8436.48,BB 20 SMA Xover Mtm,[]
