Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,StopLoss-Exit-Date,StopLoss-Exit-Price,StopLoss-Exit-PorL,Exit-Date,Exit-Price,PorL,Actual-PorL,Strategy,Current-Pos
FSLR,LONG,2014-01-03,58.01,1637,No-Exit,0.0,0.0,2014-01-06,54.09,-6417.04,-6417.04,BB 20 SMA Xover Mtm,[]
AMZN,SHORT,2014-01-27,383.72,231,No-Exit,0.0,0.0,2014-01-30,393.77,-2321.55,-2321.55,BB 20 SMA Xover Mtm,[]
AAPL,LONG,2014-02-11,76.33,68,No-Exit,0.0,0.0,2014-02-19,77.22,60.52,60.52,BB 20 SMA Xover Mtm,['PCLN']
PCLN,LONG,2014-02-10,1207.34,71,No-Exit,0.0,0.0,2014-02-20,1270.58,4490.04,4490.04,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2014-03-14,75.05,606,No-Exit,0.0,0.0,2014-03-19,76.04,-598.21,-598.21,BB 20 SMA Xover Mtm,['PCLN']
AMZN,SHORT-SPY-NULL,2014-03-24,357.01,254,No-Exit,0.0,0.0,2014-03-28,346.53,2661.92,0.0,BB 20 SMA Xover Mtm,['CMG', 'PCLN', 'EQT']
PCLN,SHORT,2014-03-14,1286.73,35,No-Exit,0.0,0.0,2014-03-28,1200.59,3014.90,3014.90,BB 20 SMA Xover Mtm,['CMG', 'EQT']
EQT,SHORT-SPY-NULL,2014-03-26,98.09,467,No-Exit,0.0,0.0,2014-04-02,100.61,-1176.84,0.0,BB 20 SMA Xover Mtm,['CMG']
CMG,SHORT-SPY-NULL,2014-03-26,564.97,78,No-Exit,0.0,0.0,2014-04-09,555.36,749.58,0.0,BB 20 SMA Xover Mtm,['AAPL']
AAPL,SHORT,2014-04-07,75.21,1263,No-Exit,0.0,0.0,2014-04-23,75.58,-467.31,-467.31,BB 20 SMA Xover Mtm,['PCLN']
PCLN,LONG,2014-04-17,1224.37,68,No-Exit,0.0,0.0,2014-04-25,1158.05,-4509.76,-4509.76,BB 20 SMA Xover Mtm,[]
NFLX,LONG,2014-05-05,344.06,6,No-Exit,0.0,0.0,2014-05-07,320.68,-140.28,-140.28,BB 20 SMA Xover Mtm,['AGN', 'MSI']
AGN,LONG,2014-05-01,206.37,439,No-Exit,0.0,0.0,2014-05-08,195.83,-4627.06,-4627.06,BB 20 SMA Xover Mtm,['MSI']
MSI,LONG,2014-05-05,66.17,35,No-Exit,0.0,0.0,2014-05-15,67.05,30.80,30.80,BB 20 SMA Xover Mtm,['NFLX', 'CRM']
NFLX,LONG,2014-05-13,348.90,120,No-Exit,0.0,0.0,2014-05-28,394.82,5510.40,5510.40,BB 20 SMA Xover Mtm,['AMZN', 'CRM']
AMZN,LONG,2014-05-22,308.06,21,No-Exit,0.0,0.0,2014-06-12,331.85,499.59,499.59,BB 20 SMA Xover Mtm,['CRM']
CRM,LONG,2014-05-13,53.96,778,No-Exit,0.0,0.0,2014-06-20,57.30,2598.52,2598.52,BB 20 SMA Xover Mtm,[]
THC,LONG,2014-07-17,49.20,1918,No-Exit,0.0,0.0,2014-07-30,53.46,8170.68,8170.68,BB 20 SMA Xover Mtm,['TSN']
TSN,SHORT-SPY-NULL,2014-07-30,38.78,122,No-Exit,0.0,0.0,2014-08-04,37.47,159.82,0.0,BB 20 SMA Xover Mtm,[]
NFLX,SHORT,2014-09-16,448.40,194,No-Exit,0.0,0.0,2014-10-03,453.19,-929.26,-929.26,BB 20 SMA Xover Mtm,['JNJ', 'AAPL']
AAPL,SHORT,2014-09-04,97.95,1044,No-Exit,0.0,0.0,2014-10-09,101.54,-3747.96,-3747.96,BB 20 SMA Xover Mtm,['JNJ']
AAPL,SHORT,2014-10-14,98.81,980,No-Exit,0.0,0.0,2014-10-17,97.50,1283.80,1283.80,BB 20 SMA Xover Mtm,['JNJ']
JNJ,SHORT,2014-10-02,103.26,936,No-Exit,0.0,0.0,2014-10-17,97.94,4979.52,4979.52,BB 20 SMA Xover Mtm,[]
AMZN,LONG,2014-11-11,308.16,9,No-Exit,0.0,0.0,2014-11-25,331.42,209.34,209.34,BB 20 SMA Xover Mtm,['PCLN', 'AAPL']
AAPL,LONG,2014-10-21,103.02,1030,No-Exit,0.0,0.0,2014-12-01,117.74,15161.60,15161.60,BB 20 SMA Xover Mtm,['PCLN']
AAPL,SHORT,2014-12-09,110.19,1063,No-Exit,0.0,0.0,2014-12-17,107.81,2529.94,2529.94,BB 20 SMA Xover Mtm,['PCLN']
PCLN,SHORT,2014-11-05,1086.72,2,No-Exit,0.0,0.0,2014-12-18,1088.92,-4.40,-4.40,BB 20 SMA Xover Mtm,[]
