Period,# of trades,winning trades,winning percent,# of long trades,long winning trades,long winning percent,# of short trades,short winning trades,short winning percent
06/30/2005--06/25/2006,0.0,0.0,0.0,0.0,0.0,0.0
07/30/2005--07/25/2006,0.0,0.0,0.0,0.0,0.0,0.0
08/29/2005--08/24/2006,0.0,0.0,0.0,0.0,0.0,0.0
09/28/2005--09/23/2006,0.0,0.0,0.0,0.0,0.0,0.0
10/28/2005--10/23/2006,0.0,0.0,0.0,0.0,0.0,0.0
11/27/2005--11/22/2006,0.0,0.0,0.0,0.0,0.0,0.0
12/27/2005--12/22/2006,0.0,0.0,0.0,0.0,0.0,0.0
01/26/2006--01/21/2007,0.0,0.0,0.0,0.0,0.0,0.0
02/25/2006--02/20/2007,0.0,0.0,0.0,0.0,0.0,0.0
03/27/2006--03/22/2007,0.0,0.0,0.0,0.0,0.0,0.0
04/26/2006--04/21/2007,0.0,0.0,0.0,0.0,0.0,0.0
05/26/2006--05/21/2007,0.0,0.0,0.0,0.0,0.0,0.0
06/25/2006--06/20/2007,0.0,0.0,0.0,0.0,0.0,0.0
07/25/2006--07/20/2007,0.0,0.0,0.0,0.0,0.0,0.0
08/24/2006--08/19/2007,0.0,0.0,0.0,0.0,0.0,0.0
09/23/2006--09/18/2007,0.0,0.0,0.0,0.0,0.0,0.0
10/23/2006--10/18/2007,0.0,0.0,0.0,0.0,0.0,0.0
11/22/2006--11/17/2007,0.0,0.0,0.0,0.0,0.0,0.0
12/22/2006--12/17/2007,0.0,0.0,0.0,0.0,0.0,0.0
01/21/2007--01/16/2008,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
02/20/2007--02/15/2008,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
03/22/2007--03/16/2008,2.0,1.0,50.0,1.0,0.0,0.0,1.0,1.0,100.0
04/21/2007--04/15/2008,2.0,1.0,50.0,1.0,0.0,0.0,1.0,1.0,100.0
05/21/2007--05/15/2008,2.0,1.0,50.0,1.0,0.0,0.0,1.0,1.0,100.0
06/20/2007--06/14/2008,2.0,1.0,50.0,1.0,0.0,0.0,1.0,1.0,100.0
07/20/2007--07/14/2008,2.0,1.0,50.0,1.0,0.0,0.0,1.0,1.0,100.0
08/19/2007--08/13/2008,2.0,1.0,50.0,1.0,0.0,0.0,1.0,1.0,100.0
09/18/2007--09/12/2008,2.0,1.0,50.0,1.0,0.0,0.0,1.0,1.0,100.0
10/18/2007--10/12/2008,3.0,1.0,33.33333333333333,2.0,0.0,0.0,1.0,1.0,100.0
11/17/2007--11/11/2008,3.0,1.0,33.33333333333333,2.0,0.0,0.0,1.0,1.0,100.0
12/17/2007--12/11/2008,2.0,1.0,50.0,1.0,0.0,0.0,1.0,1.0,100.0
01/16/2008--01/10/2009,2.0,1.0,50.0,1.0,0.0,0.0,1.0,1.0,100.0
02/15/2008--02/09/2009,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
03/16/2008--03/11/2009,3.0,1.0,33.33333333333333,2.0,1.0,50.0,1.0,0.0,0.0
04/15/2008--04/10/2009,3.0,1.0,33.33333333333333,2.0,1.0,50.0,1.0,0.0,0.0
05/15/2008--05/10/2009,3.0,1.0,33.33333333333333,2.0,1.0,50.0,1.0,0.0,0.0
06/14/2008--06/09/2009,3.0,1.0,33.33333333333333,2.0,1.0,50.0,1.0,0.0,0.0
