Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,StopLoss-Exit-Date,StopLoss-Exit-Price,StopLoss-Exit-PorL,Exit-Date,Exit-Price,PorL,Actual-PorL,Strategy,Current-Pos
FSLR,SHORT-SPY-NULL,2013-06-12,49.56,1563,No-Exit,0.0,0.0,2013-06-14,46.55,4704.63,0.0,BB 20 SMA Xover Mtm,['AXP', 'FFIV', 'VLO']
FFIV,SHORT-SPY-NULL,2013-06-04,78.37,1212,No-Exit,0.0,0.0,2013-06-18,75.35,3660.24,0.0,BB 20 SMA Xover Mtm,['AXP', 'VLO']
AXP,SHORT-SPY-NULL,2013-06-13,73.97,1081,No-Exit,0.0,0.0,2013-06-25,73.29,735.08,0.0,BB 20 SMA Xover Mtm,['VLO']
VLO,SHORT-SPY-NULL,2013-06-05,38.57,2337,No-Exit,0.0,0.0,2013-06-26,35.31,7618.62,0.0,BB 20 SMA Xover Mtm,[]
FFIV,LONG,2013-07-11,74.60,1525,No-Exit,0.0,0.0,2013-07-19,80.14,8448.50,8448.50,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2013-09-11,66.72,1699,No-Exit,0.0,0.0,2013-09-18,66.17,929.62,929.62,BB 20 SMA Xover Mtm,[]
CME,LONG,2013-09-20,74.60,1605,No-Exit,0.0,0.0,2013-10-09,72.57,-3258.15,-3258.15,BB 20 SMA Xover Mtm,['AMZN', 'HCP']
AMZN,SHORT,2013-10-08,306.93,16,No-Exit,0.0,0.0,2013-10-10,306.40,8.48,8.48,BB 20 SMA Xover Mtm,['HCP', 'NFLX', 'PCLN']
NFLX,SHORT,2013-10-09,299.30,7,No-Exit,0.0,0.0,2013-10-10,303.11,-26.67,-26.67,BB 20 SMA Xover Mtm,['HCP', 'PCLN']
HCP,SHORT,2013-10-04,39.42,153,No-Exit,0.0,0.0,2013-10-17,42.35,-448.29,-448.29,BB 20 SMA Xover Mtm,['PCLN']
PCLN,SHORT,2013-10-09,988.15,1,No-Exit,0.0,0.0,2013-10-21,1071.91,-83.76,-83.76,BB 20 SMA Xover Mtm,[]
DTV,SHORT,2013-12-17,65.09,89,No-Exit,0.0,0.0,2013-12-30,68.05,-263.44,-263.44,BB 20 SMA Xover Mtm,['EOG', 'CPB']
FSLR,LONG,2014-01-03,58.01,9,No-Exit,0.0,0.0,2014-01-06,54.09,-35.28,-35.28,BB 20 SMA Xover Mtm,['EOG', 'CPB']
EOG,LONG,2013-12-20,83.49,63,No-Exit,0.0,0.0,2014-01-14,82.03,-91.98,-91.98,BB 20 SMA Xover Mtm,['CPB']
AMZN,SHORT,2014-01-27,383.72,14,No-Exit,0.0,0.0,2014-01-30,393.77,-140.70,-140.70,BB 20 SMA Xover Mtm,['CPB']
CPB,LONG,2013-12-09,42.85,2711,No-Exit,0.0,0.0,2014-02-05,39.62,-8756.53,-8756.53,BB 20 SMA Xover Mtm,[]
AAPL,LONG,2014-02-11,76.33,84,No-Exit,0.0,0.0,2014-02-19,77.22,74.76,74.76,BB 20 SMA Xover Mtm,['PCLN']
PCLN,LONG,2014-02-10,1207.34,88,No-Exit,0.0,0.0,2014-02-20,1270.58,5565.12,5565.12,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2014-03-14,75.05,750,No-Exit,0.0,0.0,2014-03-19,76.04,-740.36,-740.36,BB 20 SMA Xover Mtm,['PCLN']
AMZN,SHORT-SPY-NULL,2014-03-24,357.01,315,No-Exit,0.0,0.0,2014-03-28,346.53,3301.20,0.0,BB 20 SMA Xover Mtm,['PCLN', 'CMG', 'EQT']
PCLN,SHORT,2014-03-14,1286.73,43,No-Exit,0.0,0.0,2014-03-28,1200.59,3704.02,3704.02,BB 20 SMA Xover Mtm,['CMG', 'EQT']
EQT,SHORT-SPY-NULL,2014-03-26,98.09,578,No-Exit,0.0,0.0,2014-04-02,100.61,-1456.56,0.0,BB 20 SMA Xover Mtm,['CMG']
CMG,SHORT-SPY-NULL,2014-03-26,564.97,97,No-Exit,0.0,0.0,2014-04-09,555.36,932.17,0.0,BB 20 SMA Xover Mtm,['AAPL']
AAPL,SHORT,2014-04-07,75.21,1564,No-Exit,0.0,0.0,2014-04-23,75.58,-578.68,-578.68,BB 20 SMA Xover Mtm,['PCLN']
PCLN,LONG,2014-04-17,1224.37,85,No-Exit,0.0,0.0,2014-04-25,1158.05,-5637.20,-5637.20,BB 20 SMA Xover Mtm,[]
NFLX,LONG,2014-05-05,344.06,8,No-Exit,0.0,0.0,2014-05-07,320.68,-187.04,-187.04,BB 20 SMA Xover Mtm,['AGN', 'MSI']
AGN,LONG,2014-05-01,206.37,543,No-Exit,0.0,0.0,2014-05-08,195.83,-5723.22,-5723.22,BB 20 SMA Xover Mtm,['MSI']
MSI,LONG,2014-05-05,66.17,43,No-Exit,0.0,0.0,2014-05-15,67.05,37.84,37.84,BB 20 SMA Xover Mtm,['NFLX', 'CRM']
NFLX,LONG,2014-05-13,348.90,148,No-Exit,0.0,0.0,2014-05-28,394.82,6796.16,6796.16,BB 20 SMA Xover Mtm,['AMZN', 'CRM']
AMZN,LONG,2014-05-22,308.06,26,No-Exit,0.0,0.0,2014-06-12,331.85,618.54,618.54,BB 20 SMA Xover Mtm,['CRM']
CRM,LONG,2014-05-13,53.96,963,No-Exit,0.0,0.0,2014-06-20,57.30,3216.42,3216.42,BB 20 SMA Xover Mtm,[]
