Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,StopLoss-Exit-Date,StopLoss-Exit-Price,StopLoss-Exit-PorL,Exit-Date,Exit-Price,PorL,Actual-PorL,Strategy,Current-Pos
AAPL,LONG,2009-12-22,28.60,3082,No-Exit,0.0,0.0,2009-12-29,29.93,4099.06,4099.06,BB 20 SMA Xover Mtm,['FDX']
FDX,SHORT-SPY-NULL,2009-12-18,83.63,1135,No-Exit,0.0,0.0,2010-01-12,86.44,-3189.35,0.0,BB 20 SMA Xover Mtm,['PCLN']
PCLN,SHORT,2010-01-07,216.89,428,No-Exit,0.0,0.0,2010-01-19,210.86,2580.84,2580.84,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2010-01-22,29.43,3340,No-Exit,0.0,0.0,2010-01-26,29.82,-1302.60,-1302.60,BB 20 SMA Xover Mtm,['AXP']
AXP,SHORT,2010-01-25,38.20,2234,No-Exit,0.0,0.0,2010-02-02,39.04,-1876.56,-1876.56,BB 20 SMA Xover Mtm,[]
CME,LONG,2010-02-25,58.70,1623,No-Exit,0.0,0.0,2010-03-04,60.56,3018.78,3018.78,BB 20 SMA Xover Mtm,['QCOM']
QCOM,LONG,2010-03-04,39.08,122,No-Exit,0.0,0.0,2010-03-24,40.02,114.68,114.68,BB 20 SMA Xover Mtm,['FSLR']
FSLR,LONG,2010-03-12,114.83,815,No-Exit,0.0,0.0,2010-04-01,120.45,4580.30,4580.30,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2010-05-07,34.82,2946,No-Exit,0.0,0.0,2010-05-10,35.75,-2752.41,-2752.41,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2010-05-17,35.90,2785,No-Exit,0.0,0.0,2010-05-21,34.89,2812.85,2812.85,BB 20 SMA Xover Mtm,[]
FSLR,LONG,2010-06-16,118.44,32,No-Exit,0.0,0.0,2010-06-18,122.22,120.96,120.96,BB 20 SMA Xover Mtm,['AAPL']
AAPL,LONG,2010-05-28,37.06,2809,No-Exit,0.0,0.0,2010-06-21,38.50,4057.76,4057.76,BB 20 SMA Xover Mtm,['RIG']
RIG,LONG,2010-06-21,55.45,70,No-Exit,0.0,0.0,2010-06-29,48.03,-519.40,-519.40,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2010-06-30,36.23,2930,No-Exit,0.0,0.0,2010-07-07,36.14,263.70,263.70,BB 20 SMA Xover Mtm,[]
AMZN,LONG,2010-07-13,120.71,881,No-Exit,0.0,0.0,2010-07-15,120.13,-510.98,-510.98,BB 20 SMA Xover Mtm,[]
CMG,LONG,2010-07-26,146.96,720,No-Exit,0.0,0.0,2010-08-03,148.55,1144.80,1144.80,BB 20 SMA Xover Mtm,['RIG']
RIG,LONG,2010-08-03,51.19,105,No-Exit,0.0,0.0,2010-08-10,56.08,513.45,513.45,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2010-08-12,35.24,3038,No-Exit,0.0,0.0,2010-08-26,35.06,538.16,538.16,BB 20 SMA Xover Mtm,[]
EOG,LONG,2010-09-13,46.58,2319,No-Exit,0.0,0.0,2010-09-17,44.24,-5414.87,-5414.87,BB 20 SMA Xover Mtm,[]
BLK,LONG,2010-11-12,172.91,594,No-Exit,0.0,0.0,2010-11-23,163.95,-5322.24,-5322.24,BB 20 SMA Xover Mtm,[]
