Period,# of trades,winning trades,Simulated PorL,PorL,Best_of_PorL,winning percent,# of long trades,long winning trades,long winning percent,# of short trades,short winning trades,short winning percent
01/01/2007--12/27/2007,4.0,4.0,946.97,3317.27,4225.87,100.0,3.0,3.0,100.0,1.0,1.0,100.0
01/31/2007--01/26/2008,4.0,4.0,318.15000000000003,505.4599999999999,1436.46,100.0,2.0,2.0,100.0,2.0,2.0,100.0
03/02/2007--02/25/2008,4.0,4.0,318.15000000000003,505.4599999999999,1436.46,100.0,2.0,2.0,100.0,2.0,2.0,100.0
04/01/2007--03/26/2008,5.0,5.0,972.94,-16233.330000000002,2091.25,100.0,3.0,3.0,100.0,2.0,2.0,100.0
05/01/2007--04/25/2008,7.0,7.0,1067.42,-4921.37,3384.2,100.0,5.0,5.0,100.0,2.0,2.0,100.0
05/31/2007--05/25/2008,6.0,5.0,222.81,531.53,1501.5900000000001,83.33333333333334,4.0,3.0,75.0,2.0,2.0,100.0
06/30/2007--06/24/2008,8.0,7.0,942.8,-4646.79,3205.82,87.5,6.0,5.0,83.33333333333334,2.0,2.0,100.0
07/30/2007--07/24/2008,10.0,7.0,915.27,-7882.119999999999,2585.61,70.0,6.0,5.0,83.33333333333334,4.0,2.0,50.0
08/29/2007--08/23/2008,9.0,5.0,88.52000000000001,496.87999999999994,1466.9399999999998,55.55555555555556,5.0,3.0,60.0,4.0,2.0,50.0
09/28/2007--09/22/2008,9.0,5.0,13.860000000000003,-789.2,235.25,55.55555555555556,4.0,2.0,50.0,5.0,3.0,60.0
10/28/2007--10/22/2008,11.0,6.0,319.94999999999993,-33756.51,541.3399999999999,54.54545454545454,6.0,4.0,66.66666666666666,5.0,2.0,40.0
11/27/2007--11/21/2008,11.0,6.0,338.38,-40114.75,559.77,54.54545454545454,6.0,4.0,66.66666666666666,5.0,2.0,40.0
12/27/2007--12/21/2008,7.0,2.0,-1386.4299999999998,-1173.97,-724.9499999999999,28.57142857142857,3.0,1.0,33.33333333333333,4.0,1.0,25.0
01/26/2008--01/20/2009,7.0,2.0,-1386.4299999999998,-1186.19,-737.17,28.57142857142857,3.0,1.0,33.33333333333333,4.0,1.0,25.0
02/25/2008--02/19/2009,10.0,5.0,-574.1899999999999,-8309.51,189.40999999999997,50.0,6.0,4.0,66.66666666666666,4.0,1.0,25.0
03/26/2008--03/21/2009,9.0,3.0,-1416.53,-1064.21,-615.88,33.33333333333333,4.0,2.0,50.0,5.0,1.0,20.0
04/25/2008--04/20/2009,8.0,2.0,-1833.62,-1904.3500000000001,-1349.9,25.0,3.0,1.0,33.33333333333333,5.0,1.0,20.0
05/25/2008--05/20/2009,7.0,3.0,-611.13,18850.44,19283.4,42.857142857142854,3.0,2.0,66.66666666666666,4.0,1.0,25.0
06/24/2008--06/19/2009,6.0,3.0,-564.58,26054.4,26476.56,50.0,3.0,2.0,66.66666666666666,3.0,1.0,33.33333333333333
07/24/2008--07/19/2009,5.0,2.0,-1248.55,-1484.02,-1062.88,40.0,2.0,1.0,50.0,3.0,1.0,33.33333333333333
08/23/2008--08/18/2009,5.0,3.0,-203.74,42416.71,42923.67,60.0,3.0,3.0,100.0,2.0,0.0,0.0
09/22/2008--09/17/2009,4.0,3.0,632.5,56784.78,57966.57,75.0,3.0,3.0,100.0,1.0,0.0,0.0
10/22/2008--10/17/2009,3.0,2.0,-59.920000000000016,-54.03,125.75,66.66666666666666,2.0,2.0,100.0,1.0,0.0,0.0
11/21/2008--11/16/2009,3.0,2.0,-59.920000000000016,-54.03,125.75,66.66666666666666,2.0,2.0,100.0,1.0,0.0,0.0
12/21/2008--12/16/2009,4.0,3.0,-100.69999999999999,410.48,992.11,75.0,3.0,3.0,100.0,1.0,0.0,0.0
01/20/2009--01/15/2010,6.0,5.0,641.85,-223.71,1408.35,83.33333333333334,5.0,5.0,100.0,1.0,0.0,0.0
02/19/2009--02/14/2010,5.0,4.0,-141.18,-798.09,167.62,80.0,4.0,4.0,100.0,1.0,0.0,0.0
03/21/2009--03/16/2010,6.0,6.0,1156.09,5404.900000000001,6364.09,100.0,6.0,6.0,100.0,0.0,0.0
04/20/2009--04/15/2010,9.0,8.0,1099.27,14678.76,15638.470000000001,88.88888888888889,9.0,8.0,88.88888888888889,0.0,0.0
05/20/2009--05/15/2010,9.0,7.0,86.01999999999998,-917.9199999999998,249.82,77.77777777777779,9.0,7.0,77.77777777777779,0.0,0.0
06/19/2009--06/14/2010,9.0,7.0,91.78999999999999,-905.1399999999999,255.59,77.77777777777779,9.0,7.0,77.77777777777779,0.0,0.0
07/19/2009--07/14/2010,11.0,9.0,1003.43,15937.1,17097.83,81.81818181818183,11.0,9.0,81.81818181818183,0.0,0.0
08/18/2009--08/13/2010,13.0,11.0,949.76,17559.039999999997,18165.41,84.61538461538461,13.0,11.0,84.61538461538461,0.0,0.0
09/17/2009--09/12/2010,11.0,9.0,33.17000000000003,-405.4900000000001,196.96999999999994,81.81818181818183,10.0,8.0,80.0,1.0,1.0,100.0
10/17/2009--10/12/2010,15.0,13.0,969.7400000000001,36823.50000000001,37425.96,86.66666666666667,14.0,12.0,85.71428571428571,1.0,1.0,100.0
11/16/2009--11/11/2010,18.0,16.0,985.66,45705.39,46307.85,88.88888888888889,17.0,15.0,88.23529411764706,1.0,1.0,100.0
12/16/2009--12/11/2010,14.0,11.0,-54.04999999999998,-624.4500000000002,-14.349999999999982,78.57142857142857,12.0,10.0,83.33333333333334,2.0,1.0,50.0
01/15/2010--01/10/2011,13.0,10.0,-278.72,-1523.42,-141.05,76.92307692307693,11.0,9.0,81.81818181818183,2.0,1.0,50.0
02/14/2010--02/09/2011,20.0,17.0,1987.6899999999998,53934.99,54844.29,85.0,18.0,16.0,88.88888888888889,2.0,1.0,50.0
03/16/2010--03/11/2011,19.0,16.0,3515.6200000000003,7941.02,11583.48,84.21052631578947,16.0,15.0,93.75,3.0,1.0,33.33333333333333
04/15/2010--04/10/2011,11.0,9.0,590.94,-661.6900000000002,1070.57,81.81818181818183,8.0,8.0,100.0,3.0,1.0,33.33333333333333
05/15/2010--05/10/2011,19.0,17.0,5115.8099999999995,10425.15,12321.069999999998,89.47368421052632,16.0,16.0,100.0,3.0,1.0,33.33333333333333
06/14/2010--06/09/2011,20.0,17.0,2476.07,4893.26,7230.780000000001,85.0,16.0,16.0,100.0,4.0,1.0,25.0
07/14/2010--07/09/2011,12.0,9.0,400.8,330.66999999999996,889.76,75.0,8.0,8.0,100.0,4.0,1.0,25.0
08/13/2010--08/08/2011,13.0,10.0,221.91,373.06999999999994,856.1099999999999,76.92307692307693,10.0,10.0,100.0,3.0,0.0,0.0
09/12/2010--09/07/2011,17.0,14.0,12171.08,11755.829999999998,13989.63,82.35294117647058,14.0,14.0,100.0,3.0,0.0,0.0
10/12/2010--10/07/2011,16.0,12.0,12136.29,9513.74,12859.99,75.0,13.0,12.0,92.3076923076923,3.0,0.0,0.0
11/11/2010--11/06/2011,13.0,9.0,136.06,-427.43000000000006,246.67000000000002,69.23076923076923,9.0,9.0,100.0,4.0,0.0,0.0
12/11/2010--12/06/2011,12.0,9.0,3259.67,2070.7,4058.25,75.0,9.0,9.0,100.0,3.0,0.0,0.0
01/10/2011--01/05/2012,11.0,8.0,4493.63,4318.17,6279.68,72.72727272727273,8.0,8.0,100.0,3.0,0.0,0.0
02/09/2011--02/04/2012,10.0,7.0,410.75,-58.49000000000024,1849.4299999999998,70.0,7.0,7.0,100.0,3.0,0.0,0.0
03/11/2011--03/05/2012,9.0,7.0,464.99,35.529999999999745,1848.08,77.77777777777779,7.0,7.0,100.0,2.0,0.0,0.0
04/10/2011--04/04/2012,12.0,9.0,3661.02,4823.64,5750.76,75.0,10.0,9.0,90.0,2.0,0.0,0.0
05/10/2011--05/04/2012,9.0,7.0,2579.13,2443.12,4015.56,77.77777777777779,8.0,7.0,87.5,1.0,0.0,0.0
06/09/2011--06/03/2012,8.0,5.0,231.98999999999998,493.51999999999987,1598.2199999999998,62.5,6.0,5.0,83.33333333333334,2.0,0.0,0.0
07/09/2011--07/03/2012,10.0,7.0,1460.8000000000002,1211.46,3141.49,70.0,8.0,7.0,87.5,2.0,0.0,0.0
