Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,StopLoss-Exit-Date,StopLoss-Exit-Price,StopLoss-Exit-PorL,Exit-Date,Exit-Price,PorL,Actual-PorL,Strategy,Current-Pos
AAPL,SHORT,2007-11-09,24.45,3828,No-Exit,0,0,2007-11-14,25.31,-3286.61,-3286.61,BB 20 SMA Xover Mtm,[]
AAPL,LONG,2007-11-29,26,3533,No-Exit,0,0,2007-12-11,26.94,3318.4,3318.4,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2008-01-07,25.46,3731,No-Exit,0,0,2008-01-15,25.39,278.55,278.55,BB 20 SMA Xover Mtm,[]
AAPL,LONG,2008-03-12,18.37,5186,No-Exit,0,0,2008-04-09,21.9,18289.1,18289.1,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2008-05-22,25.2,4470,No-Exit,0,0,2008-05-28,26.82,-7248.36,-7248.36,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2008-06-10,25.68,4118,No-Exit,0,0,2008-06-17,25.45,955.32,955.32,BB 20 SMA Xover Mtm,[]
AAPL,LONG,2008-08-07,23.69,4503,No-Exit,0,0,2008-08-15,25.17,6661.29,6661.29,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2008-09-02,23.98,4713,No-Exit,0,0,2008-09-19,20.37,16990.16,16990.16,BB 20 SMA Xover Mtm,[]
AAPL,LONG,2008-10-29,14.42,8959,No-Exit,0,0,2008-11-03,15.13,6426.03,6426.03,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2008-11-07,14.02,9651,No-Exit,0,0,2008-11-13,13.68,3241.77,3241.77,BB 20 SMA Xover Mtm,[]
AAPL,LONG,2009-01-06,13.71,10137,No-Exit,0,0,2009-01-14,12.14,-15896.99,-15896.99,BB 20 SMA Xover Mtm,[]
AAPL,LONG,2009-01-23,12.75,9666,No-Exit,0,0,2009-01-30,13.03,2712.56,2712.56,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2009-02-20,12.77,9814,No-Exit,0,0,2009-02-25,13.16,-3802.22,-3802.22,BB 20 SMA Xover Mtm,[]
AAPL,LONG,2009-03-12,13.37,9138,No-Exit,0,0,2009-03-30,14.93,14233.35,14233.35,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2009-05-13,17.6,7713,No-Exit,0,0,2009-05-15,17.77,-1354.29,-1354.29,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2009-05-21,17.8,7552,No-Exit,0,0,2009-05-26,18.39,-4437.56,-4437.56,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2009-07-07,19.6,6643,No-Exit,0,0,2009-07-13,19.93,-2197.98,-2197.98,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2009-12-01,28.27,4532,2009-12-01,28.94,-3033.2,2009-12-09,27.89,1748.96,-3033.2,BB 20 SMA Xover Mtm,[]
AAPL,LONG,2009-12-22,28.6,4538,No-Exit,0,0,2009-12-30,29.83,5586.73,5586.73,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2010-01-22,29.43,4591,No-Exit,0,0,2010-01-26,29.82,-1814.25,-1814.25,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2010-05-07,34.82,3829,No-Exit,0,0,2010-05-11,35.98,-4447.11,-4447.11,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2010-05-17,35.9,3598,No-Exit,0,0,2010-05-24,35.33,2056.93,2056.93,BB 20 SMA Xover Mtm,[]
AAPL,LONG,2010-05-28,37.06,3586,No-Exit,0,0,2010-06-23,38.5,5184.93,5184.93,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2010-06-30,36.23,3754,No-Exit,0,0,2010-07-07,36.14,348,348,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2010-08-12,35.24,3853,No-Exit,0,0,2010-08-26,35.06,682.53,682.53,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2011-01-21,47.05,2912,No-Exit,0,0,2011-01-26,49.05,-5824,-5824,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2011-03-10,49.85,2637,No-Exit,0,0,2011-03-22,48.94,2405.43,2405.43,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2011-05-16,48.16,2777,No-Exit,0,0,2011-06-01,49.84,-4671.31,-4671.31,BB 20 SMA Xover Mtm,[]
AAPL,LONG,2011-06-28,47.91,2699,No-Exit,0,0,2011-07-12,50.16,6067.97,6067.97,BB 20 SMA Xover Mtm,[]
