Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,StopLoss-Exit-Date,StopLoss-Exit-Price,StopLoss-Exit-PorL,Exit-Date,Exit-Price,PorL,Actual-PorL,Strategy,Current-Pos
RIG,LONG,2009-01-05,52.53,1808,No-Exit,0.0,0.0,2009-01-08,54.22,3055.52,3055.52,BB 20 SMA Xover Mtm,['AAPL']
AAPL,LONG,2009-01-06,13.71,349,No-Exit,0.0,0.0,2009-01-13,12.61,-384.40,-384.40,BB 20 SMA Xover Mtm,[]
FSLR,SHORT-SPY-NULL,2009-01-14,137.01,349,No-Exit,0.0,0.0,2009-01-15,143.38,-2223.13,0.0,BB 20 SMA Xover Mtm,['GD']
GD,SHORT-SPY-NULL,2009-01-14,54.48,894,No-Exit,0.0,0.0,2009-01-26,54.42,53.64,0.0,BB 20 SMA Xover Mtm,['AAPL']
AAPL,LONG,2009-01-23,12.75,7173,No-Exit,0.0,0.0,2009-01-30,13.03,2008.44,2008.44,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2009-02-20,12.77,7596,No-Exit,0.0,0.0,2009-02-25,13.16,-2951.59,-2951.59,BB 20 SMA Xover Mtm,[]
AAPL,LONG,2009-03-12,13.37,7074,No-Exit,0.0,0.0,2009-03-30,14.93,11035.44,11035.44,BB 20 SMA Xover Mtm,[]
CME,LONG,2009-05-06,50.06,2103,No-Exit,0.0,0.0,2009-05-20,55.79,12050.19,12050.19,BB 20 SMA Xover Mtm,['AAPL']
AAPL,SHORT,2009-05-13,17.60,287,No-Exit,0.0,0.0,2009-05-26,18.69,-312.83,-312.83,BB 20 SMA Xover Mtm,[]
AAPL,LONG,2009-07-13,19.99,5813,No-Exit,0.0,0.0,2009-07-21,21.90,11094.53,11094.53,BB 20 SMA Xover Mtm,[]
FSLR,LONG,2009-09-09,136.60,933,No-Exit,0.0,0.0,2009-09-14,131.78,-4497.06,-4497.06,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2009-12-01,28.27,4332,2009-12-01,28.94,-2902.44,2009-12-09,27.89,1646.16,-2902.44,BB 20 SMA Xover Mtm,[]
EOG,LONG,2009-12-15,45.65,2717,No-Exit,0.0,0.0,2009-12-29,49.49,10433.28,10433.28,BB 20 SMA Xover Mtm,[]
