Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,StopLoss-Exit-Date,StopLoss-Exit-Price,StopLoss-Exit-PorL,Exit-Date,Exit-Price,PorL,Actual-PorL,Strategy,Current-Pos
GOOGL,SHORT,2007-11-12,328.67,289,No-Exit,0.0,0.0,2007-11-20,320.14,2464.30,2464.30,BB 20 SMA Xover Mtm,[]
GOOGL,LONG-SPY-NULL,2007-11-29,349.59,278,No-Exit,0.0,0.0,2007-12-11,353.86,1186.88,0.0,BB 20 SMA Xover Mtm,[]
GOOGL,SHORT,2007-12-18,331.27,297,No-Exit,0.0,0.0,2007-12-21,348.94,-5248.33,-5248.33,BB 20 SMA Xover Mtm,[]
GOOGL,SHORT,2008-04-15,223.57,418,No-Exit,0.0,0.0,2008-04-18,267.50,-18362.03,-18362.03,BB 20 SMA Xover Mtm,[]
GOOGL,SHORT,2008-05-22,272.25,279,No-Exit,0.0,0.0,2008-05-29,292.19,-5565.48,-5565.48,BB 20 SMA Xover Mtm,[]
GOOGL,LONG,2008-08-11,249.98,283,No-Exit,0.0,0.0,2008-08-19,245.22,-1348.51,-1348.51,BB 20 SMA Xover Mtm,[]
GOOGL,SHORT,2008-08-21,240.07,289,No-Exit,0.0,0.0,2008-08-25,247.70,-2204.35,-2204.35,BB 20 SMA Xover Mtm,[]
GOOGL,LONG,2008-12-09,152.57,441,No-Exit,0.0,0.0,2008-12-18,155.63,1353.01,1353.01,BB 20 SMA Xover Mtm,[]
GOOGL,SHORT,2009-01-15,148.78,460,No-Exit,0.0,0.0,2009-01-22,154.01,-2402.74,-2402.74,BB 20 SMA Xover Mtm,[]
GOOGL,SHORT,2009-02-20,169.03,391,No-Exit,0.0,0.0,2009-02-25,174.96,-2319.51,-2319.51,BB 20 SMA Xover Mtm,[]
GOOGL,LONG,2009-03-18,169.35,378,No-Exit,0.0,0.0,2009-03-30,171.27,728.52,728.52,BB 20 SMA Xover Mtm,[]
GOOGL,SHORT,2009-11-03,264.33,245,No-Exit,0.0,0.0,2009-11-09,277.73,-3282.99,-3282.99,BB 20 SMA Xover Mtm,[]
GOOGL,SHORT,2010-08-16,240.74,256,No-Exit,0.0,0.0,2010-08-27,229.58,2857.00,2857.00,BB 20 SMA Xover Mtm,[]
GOOGL,LONG,2010-09-09,238.91,271,No-Exit,0.0,0.0,2010-09-30,260.95,5971.25,5971.25,BB 20 SMA Xover Mtm,[]
GOOGL,LONG,2011-07-01,255.72,274,No-Exit,0.0,0.0,2011-07-08,264.07,2288.26,2288.26,BB 20 SMA Xover Mtm,[]
GOOGL,SHORT,2011-08-05,285.87,252,No-Exit,0.0,0.0,2011-08-23,252.12,8504.45,8504.45,BB 20 SMA Xover Mtm,[]
GOOGL,SHORT,2011-09-12,259.80,309,No-Exit,0.0,0.0,2011-09-15,270.15,-3199.40,-3199.40,BB 20 SMA Xover Mtm,[]
GOOGL,SHORT,2011-09-23,257.73,300,No-Exit,0.0,0.0,2011-10-06,253.75,1193.01,1193.01,BB 20 SMA Xover Mtm,[]
GOOGL,SHORT,2011-11-21,293.88,266,No-Exit,0.0,0.0,2011-11-28,290.53,892.28,892.28,BB 20 SMA Xover Mtm,[]
GOOGL,LONG,2011-12-01,302.69,262,No-Exit,0.0,0.0,2011-12-07,309.70,1835.26,1835.26,BB 20 SMA Xover Mtm,[]
GOOGL,SHORT,2012-07-12,282.74,286,No-Exit,0.0,0.0,2012-07-19,293.07,-2954.65,-2954.65,BB 20 SMA Xover Mtm,[]
GOOGL,SHORT,2012-10-15,368.65,212,No-Exit,0.0,0.0,2012-10-18,377.77,-1933.17,-1933.17,BB 20 SMA Xover Mtm,[]
GOOGL,LONG,2012-11-28,338.71,225,No-Exit,0.0,0.0,2012-12-05,344.15,1224.04,1224.04,BB 20 SMA Xover Mtm,[]
GOOGL,SHORT,2014-01-27,556.30,139,No-Exit,0.0,0.0,2014-01-30,572.50,-2252.38,-2252.38,BB 20 SMA Xover Mtm,[]
GOOGL,LONG,2014-05-13,543.81,138,No-Exit,0.0,0.0,2014-06-02,564.85,2903.53,2903.53,BB 20 SMA Xover Mtm,[]
GOOGL,SHORT,2014-08-01,573.75,136,No-Exit,0.0,0.0,2014-08-19,595.59,-2969.63,-2969.63,BB 20 SMA Xover Mtm,[]
GOOGL,SHORT,2014-09-15,579.05,130,No-Exit,0.0,0.0,2014-09-18,597.02,-2336.11,-2336.11,BB 20 SMA Xover Mtm,[]
GOOGL,LONG,2014-10-29,564.53,129,No-Exit,0.0,0.0,2014-11-19,542.26,-2872.60,-2872.60,BB 20 SMA Xover Mtm,[]
GOOGL,LONG,2014-12-23,537.62,131,No-Exit,0.0,0.0,2014-12-31,537.74,15.33,15.33,BB 20 SMA Xover Mtm,[]
