Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,StopLoss-Exit-Date,StopLoss-Exit-Price,StopLoss-Exit-PorL,Exit-Date,Exit-Price,PorL,Actual-PorL,Strategy,Current-Pos
AAPL,LONG,2013-01-02,79.12,1237,No-Exit,0.0,0.0,2013-01-08,75.60,-4348.94,-4348.94,BB 20 SMA Xover Mtm,[]
AAPL,LONG,2013-03-18,64.01,1419,No-Exit,0.0,0.0,2013-03-27,65.21,1700.77,1700.77,BB 20 SMA Xover Mtm,['PCLN']
HUM,LONG,2013-03-28,69.41,1331,No-Exit,0.0,0.0,2013-04-05,78.38,11939.07,11939.07,BB 20 SMA Xover Mtm,['THC', 'PCLN']
PCLN,SHORT,2013-03-19,689.84,6,No-Exit,0.0,0.0,2013-04-11,720.91,-186.42,-186.42,BB 20 SMA Xover Mtm,['THC']
THC,SHORT,2013-04-04,43.65,106,No-Exit,0.0,0.0,2013-04-23,40.16,369.94,369.94,BB 20 SMA Xover Mtm,['PCLN']
PCLN,SHORT,2013-04-19,683.11,151,No-Exit,0.0,0.0,2013-04-26,710.43,-4125.32,-4125.32,BB 20 SMA Xover Mtm,['GD', 'BRCM', 'VLO']
VLO,LONG,2013-04-25,42.39,783,No-Exit,0.0,0.0,2013-05-01,39.97,-1894.86,-1894.86,BB 20 SMA Xover Mtm,['GD', 'BRCM', 'AAPL']
AAPL,LONG,2013-04-30,62.16,94,No-Exit,0.0,0.0,2013-05-10,64.91,258.77,258.77,BB 20 SMA Xover Mtm,['GD', 'BRCM']
BRCM,LONG,2013-04-25,35.44,915,No-Exit,0.0,0.0,2013-05-14,36.12,622.20,622.20,BB 20 SMA Xover Mtm,['GD']
GD,LONG,2013-04-25,72.45,463,No-Exit,0.0,0.0,2013-05-22,77.36,2273.33,2273.33,BB 20 SMA Xover Mtm,['AAPL']
AAPL,SHORT,2013-05-16,60.46,1108,No-Exit,0.0,0.0,2013-05-23,62.88,-2678.19,-2678.19,BB 20 SMA Xover Mtm,[]
FSLR,SHORT,2013-06-12,49.56,1624,No-Exit,0.0,0.0,2013-06-17,46.31,5278.00,5278.00,BB 20 SMA Xover Mtm,['AXP', 'VLO', 'FFIV']
FFIV,SHORT,2013-06-04,78.37,1259,No-Exit,0.0,0.0,2013-06-18,75.66,3411.89,3411.89,BB 20 SMA Xover Mtm,['AXP', 'VLO']
AXP,SHORT,2013-06-13,73.97,1124,No-Exit,0.0,0.0,2013-06-26,74.11,-157.36,-157.36,BB 20 SMA Xover Mtm,['VLO']
VLO,SHORT,2013-06-05,38.57,2429,No-Exit,0.0,0.0,2013-06-26,35.31,7918.54,7918.54,BB 20 SMA Xover Mtm,[]
FFIV,LONG,2013-07-11,74.60,1573,No-Exit,0.0,0.0,2013-07-19,79.95,8415.55,8415.55,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2013-09-11,66.72,1748,No-Exit,0.0,0.0,2013-09-18,66.50,377.09,377.09,BB 20 SMA Xover Mtm,[]
NFLX,SHORT,2013-10-09,299.30,204,No-Exit,0.0,0.0,2013-10-14,322.31,-4694.04,-4694.04,BB 20 SMA Xover Mtm,['PCLN', 'AMZN']
PCLN,SHORT,2013-10-09,988.15,59,No-Exit,0.0,0.0,2013-10-17,1031.51,-2558.24,-2558.24,BB 20 SMA Xover Mtm,['AMZN']
AMZN,SHORT,2013-10-08,306.93,399,No-Exit,0.0,0.0,2013-10-18,319.36,-4959.57,-4959.57,BB 20 SMA Xover Mtm,[]
CPB,LONG,2013-12-09,42.85,2593,No-Exit,0.0,0.0,2013-12-17,41.08,-4589.61,-4589.61,BB 20 SMA Xover Mtm,['DTV']
DTV,SHORT,2013-12-17,65.09,85,No-Exit,0.0,0.0,2013-12-30,67.96,-243.95,-243.95,BB 20 SMA Xover Mtm,['EOG']
EOG,LONG,2013-12-20,83.49,1272,No-Exit,0.0,0.0,2014-01-14,82.03,-1857.12,-1857.12,BB 20 SMA Xover Mtm,[]
