Ticker,Date,Open,High,Low,Close,Volume,Dividend,Split
AMZN,07/01/2005,33.24,33.27,32.79,32.91,2932700.0,0.0,1.0
AMZN,07/05/2005,33.5,34.48,33.45,34.08,7383800.0,0.0,1.0
AMZN,07/06/2005,34.01,34.4,33.86,34.06,4397200.0,0.0,1.0
AMZN,07/07/2005,33.8,34.51,33.8,33.96,4242900.0,0.0,1.0
AMZN,07/08/2005,34.11,34.75,33.85,34.74,4257000.0,0.0,1.0
AMZN,07/11/2005,34.72,35.68,34.6,35.59,5166000.0,0.0,1.0
AMZN,07/12/2005,35.49,36.54,35.46,36.31,5877200.0,0.0,1.0
AMZN,07/13/2005,36.27,36.55,36.19,36.51,3201800.0,0.0,1.0
AMZN,07/14/2005,37.19,37.42,36.88,37.19,5863300.0,0.0,1.0
AMZN,07/15/2005,37.35,37.5,36.75,37.15,5209000.0,0.0,1.0
AMZN,07/18/2005,36.95,37.19,36.76,37.19,2973300.0,0.0,1.0
AMZN,07/19/2005,37.38,38.17,36.69,38.17,5840600.0,0.0,1.0
AMZN,07/20/2005,37.49,38.25,37.3,38.17,6368400.0,0.0,1.0
AMZN,07/21/2005,38.96,39.75,37.76,37.95,11055600.0,0.0,1.0
AMZN,07/22/2005,37.89,38.23,37.24,37.95,5871100.0,0.0,1.0
AMZN,07/25/2005,38.0,39.04,37.85,37.95,5470000.0,0.0,1.0
AMZN,07/26/2005,38.22,38.75,37.72,37.74,14782300.0,0.0,1.0
AMZN,07/27/2005,42.01,43.74,41.84,43.65,46075600.0,0.0,1.0
AMZN,07/28/2005,43.54,45.81,43.37,45.68,25141500.0,0.0,1.0
AMZN,07/29/2005,45.31,45.75,44.61,45.15,10491800.0,0.0,1.0
AMZN,08/01/2005,44.88,45.19,44.35,44.93,7127200.0,0.0,1.0
AMZN,08/02/2005,44.9,46.97,44.88,46.51,10836400.0,0.0,1.0
AMZN,08/03/2005,46.01,46.18,45.84,46.11,4832500.0,0.0,1.0
AMZN,08/04/2005,45.55,45.77,45.42,45.46,4977200.0,0.0,1.0
AMZN,08/05/2005,45.25,45.71,45.17,45.27,4951500.0,0.0,1.0
AMZN,08/08/2005,45.32,45.9,45.26,45.66,4454900.0,0.0,1.0
AMZN,08/09/2005,45.76,46.44,45.75,45.93,4591200.0,0.0,1.0
AMZN,08/10/2005,45.39,45.57,44.59,44.76,9921200.0,0.0,1.0
AMZN,08/11/2005,44.62,45.21,44.5,45.21,5842200.0,0.0,1.0
AMZN,08/12/2005,44.63,45.72,44.05,44.2,6474100.0,0.0,1.0
AMZN,08/15/2005,43.93,45.35,43.88,45.04,5525100.0,0.0,1.0
AMZN,08/16/2005,44.9,44.94,44.2,44.27,3625100.0,0.0,1.0
AMZN,08/17/2005,44.19,44.43,44.12,44.12,3050400.0,0.0,1.0
AMZN,08/18/2005,43.88,43.9,43.51,43.73,3604300.0,0.0,1.0
AMZN,08/19/2005,43.6,43.77,43.33,43.72,3323900.0,0.0,1.0
AMZN,08/22/2005,43.61,44.27,42.94,43.77,5374100.0,0.0,1.0
AMZN,08/23/2005,43.74,43.97,43.22,43.42,3517700.0,0.0,1.0
AMZN,08/24/2005,43.32,43.32,42.27,42.37,5871900.0,0.0,1.0
AMZN,08/25/2005,42.54,42.8,42.08,42.31,3092200.0,0.0,1.0
AMZN,08/26/2005,42.3,42.63,42.26,42.37,2860700.0,0.0,1.0
AMZN,08/29/2005,41.91,43.0,41.91,42.79,3653900.0,0.0,1.0
AMZN,08/30/2005,42.39,42.71,41.96,42.49,3874200.0,0.0,1.0
AMZN,08/31/2005,42.44,42.81,42.04,42.7,3369200.0,0.0,1.0
AMZN,09/01/2005,42.52,42.97,41.75,41.84,4429000.0,0.0,1.0
AMZN,09/02/2005,42.0,42.05,41.04,41.51,4027100.0,0.0,1.0
AMZN,09/06/2005,41.55,43.65,41.51,43.62,7939800.0,0.0,1.0
AMZN,09/07/2005,43.5,44.3,43.45,43.73,6141500.0,0.0,1.0
AMZN,09/08/2005,43.45,43.49,42.83,42.96,3884200.0,0.0,1.0
AMZN,09/09/2005,42.99,43.2,42.81,42.95,3288700.0,0.0,1.0
AMZN,09/12/2005,42.72,44.96,42.69,44.5,8779400.0,0.0,1.0
AMZN,09/13/2005,44.17,44.38,43.44,43.93,4505200.0,0.0,1.0
AMZN,09/14/2005,43.88,44.73,42.82,43.1,6318000.0,0.0,1.0
AMZN,09/15/2005,43.2,43.59,42.65,42.71,4587900.0,0.0,1.0
AMZN,09/16/2005,42.8,42.92,42.12,42.8,4111700.0,0.0,1.0
AMZN,09/19/2005,42.63,43.43,42.17,42.75,3440300.0,0.0,1.0
AMZN,09/20/2005,42.65,43.01,41.77,41.87,3472000.0,0.0,1.0
AMZN,09/21/2005,41.85,42.64,41.25,41.25,5313800.0,0.0,1.0
AMZN,09/22/2005,41.2,42.27,40.5,42.08,5838000.0,0.0,1.0
AMZN,09/23/2005,41.97,42.62,41.55,42.19,3145400.0,0.0,1.0
AMZN,09/26/2005,42.45,43.42,42.4,43.34,5616400.0,0.0,1.0
