Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,StopLoss-Exit-Date,StopLoss-Exit-Price,StopLoss-Exit-PorL,Exit-Date,Exit-Price,PorL,Actual-PorL,Strategy,Current-Pos
AAPL,SHORT,2009-02-20,12.77,7410,No-Exit,0.0,0.0,2009-02-25,13.16,-2879.31,-2879.31,BB 20 SMA Xover Mtm,[]
AMZN,SHORT-SPY-NULL,2009-03-09,61.07,1510,No-Exit,0.0,0.0,2009-03-10,65.42,-6568.50,0.0,BB 20 SMA Xover Mtm,[]
AAPL,LONG,2009-03-12,13.37,6434,No-Exit,0.0,0.0,2009-03-30,14.93,10037.04,10037.04,BB 20 SMA Xover Mtm,[]
CME,LONG,2009-05-06,50.06,1913,No-Exit,0.0,0.0,2009-05-20,55.79,10961.49,10961.49,BB 20 SMA Xover Mtm,['AAPL']
AAPL,SHORT,2009-05-13,17.60,260,No-Exit,0.0,0.0,2009-05-26,18.69,-283.40,-283.40,BB 20 SMA Xover Mtm,[]
AAPL,LONG,2009-07-13,19.99,5287,No-Exit,0.0,0.0,2009-07-21,21.90,10090.62,10090.62,BB 20 SMA Xover Mtm,[]
FSLR,LONG,2009-09-09,136.60,849,No-Exit,0.0,0.0,2009-09-14,131.78,-4092.18,-4092.18,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2009-12-01,28.27,3940,2009-12-01,28.94,-2639.80,2009-12-09,27.89,1497.20,-2639.80,BB 20 SMA Xover Mtm,[]
EOG,LONG,2009-12-15,45.65,2471,No-Exit,0.0,0.0,2009-12-29,49.49,9488.64,9488.64,BB 20 SMA Xover Mtm,['FDX', 'AAPL']
AAPL,LONG,2009-12-22,28.60,183,No-Exit,0.0,0.0,2009-12-30,29.83,225.61,225.61,BB 20 SMA Xover Mtm,['FDX']
FDX,SHORT,2009-12-18,83.63,67,No-Exit,0.0,0.0,2010-01-12,86.44,-188.27,-188.27,BB 20 SMA Xover Mtm,['PCLN']
PCLN,SHORT,2010-01-07,216.89,561,No-Exit,0.0,0.0,2010-01-20,210.86,3382.83,3382.83,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2010-01-22,29.43,4250,No-Exit,0.0,0.0,2010-02-03,28.10,5652.50,5652.50,BB 20 SMA Xover Mtm,[]
CME,LONG,2010-02-25,58.70,2222,No-Exit,0.0,0.0,2010-03-09,61.38,5954.96,5954.96,BB 20 SMA Xover Mtm,['QCOM']
QCOM,LONG,2010-03-04,39.08,167,No-Exit,0.0,0.0,2010-03-29,41.77,449.23,449.23,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2010-05-07,34.82,3920,No-Exit,0.0,0.0,2010-05-11,36.61,-7033.60,-7033.60,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2010-05-17,35.90,3617,No-Exit,0.0,0.0,2010-05-24,35.33,2077.19,2077.19,BB 20 SMA Xover Mtm,[]
FSLR,LONG,2010-06-16,118.44,41,No-Exit,0.0,0.0,2010-06-21,122.22,154.98,154.98,BB 20 SMA Xover Mtm,['RIG', 'AAPL', 'PCLN']
AAPL,LONG,2010-05-28,37.06,3606,No-Exit,0.0,0.0,2010-06-23,38.50,5209.07,5209.07,BB 20 SMA Xover Mtm,['RIG', 'PCLN']
PCLN,LONG,2010-06-17,198.87,1,No-Exit,0.0,0.0,2010-06-29,183.91,-14.96,-14.96,BB 20 SMA Xover Mtm,['RIG']
RIG,LONG,2010-06-21,55.45,1,No-Exit,0.0,0.0,2010-06-29,48.03,-7.42,-7.42,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2010-06-30,36.23,3778,No-Exit,0.0,0.0,2010-07-07,36.68,-1700.10,-1700.10,BB 20 SMA Xover Mtm,[]
AMZN,LONG,2010-07-13,120.71,1120,No-Exit,0.0,0.0,2010-07-15,119.45,-1411.20,-1411.20,BB 20 SMA Xover Mtm,[]
CMG,LONG,2010-07-26,146.96,911,No-Exit,0.0,0.0,2010-08-06,148.29,1211.63,1211.63,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2010-08-12,35.24,3818,No-Exit,0.0,0.0,2010-08-30,35.05,730.87,730.87,BB 20 SMA Xover Mtm,[]
