Date,Open,High,Low,Close,Volume,Adj Close
2008-12-31,85.970012,87.740032,85.340011,85.350018,151885300,11.453154
2008-12-30,87.419991,88.049993,84.720023,86.289979,241900400,11.579288
2008-12-29,86.519998,87.619983,85.070018,86.61002,171500000,11.622234
2008-12-26,86.63998,87.419991,85.239982,85.809988,77081200,11.514878
2008-12-24,86.139969,86.250011,84.549993,85.03999,67833500,11.411552
2008-12-23,86.869999,87.870022,85.90001,86.380001,158757900,11.591368
2008-12-22,90.019998,90.030011,84.689989,85.739993,211185100,11.505485
2008-12-19,89.939989,90.940012,88.79997,89.999977,200480000,12.077134
2008-12-18,89.309988,90.829969,88.440028,89.429971,214354000,12.000645
2008-12-17,91.030027,91.100029,88.020032,89.159978,323465100,11.964414
2008-12-16,93.979968,96.480019,92.75,95.430021,273376600,12.805794
2008-12-15,95.990021,96.210032,92.999972,94.749972,222939500,12.714538
2008-12-12,92.799981,99.000023,92.529988,98.269993,260293600,13.186891
2008-12-11,97.349978,101.240021,94.829981,95.000011,260154300,12.748091
2008-12-10,97.87001,99.490021,96.499972,98.209998,234511900,13.17884
2008-12-09,98.039968,103.600001,97.209982,100.060027,300874000,13.427097
2008-12-08,97.279977,100.799997,95.79997,99.719973,296285500,13.381464
2008-12-05,90.349978,94.489993,88.860031,93.999989,260948800,12.613897
2008-12-04,94.429998,95.21001,89.060022,91.409989,272842500,12.266344
2008-12-03,89.40001,96.22998,88.79997,95.899999,334670000,12.868861
2008-12-02,90.030011,92.649971,86.499977,92.47,287180600,12.408588
2008-12-01,91.30002,92.270009,88.920019,88.930033,230941900,11.933558
2008-11-28,94.699991,94.759979,91.86002,92.669991,74443600,12.435425
2008-11-26,89.919969,95.249977,89.849967,95.000011,224959000,12.748091
2008-11-25,94.62999,94.709998,88.160028,90.800009,308823200,12.184491
2008-11-24,85.210021,94.790013,84.839999,92.949991,360564400,12.472998
2008-11-21,81.930033,84.119983,79.139969,82.579981,392317800,11.081442
2008-11-20,85.239982,86.450003,79.999989,80.489993,429203600,10.800986
2008-11-19,89.439978,91.58002,86.20997,86.289979,292975200,11.579288
2008-11-18,89.639969,90.989993,86.859992,89.910028,302423800,12.065064
2008-11-17,88.480002,90.54997,87.259968,88.140008,290631600,11.827544
2008-11-14,93.76003,93.989982,89.999977,90.240009,351316700,12.109344
2008-11-13,89.869987,96.439978,86.019993,96.439978,463521800,12.941321
2008-11-12,92.430033,93.239998,90.009991,90.120033,294744100,12.093245
2008-11-11,94.810027,97.170008,92.260002,94.769993,306134500,12.717225
2008-11-10,100.170003,100.400022,94.50,95.879978,280955500,12.866174
2008-11-07,99.239982,99.850029,95.720028,98.240032,273813400,13.182871
2008-11-06,101.04997,102.780023,98.00,99.099978,329768600,13.298267
2008-11-05,108.909989,109.720028,102.990021,103.299981,314113800,13.861867
2008-11-04,109.990021,111.790002,106.669991,110.98997,349670300,14.89379
2008-11-03,105.930021,109.099967,104.859997,106.959998,264484500,14.353006
2008-10-31,107.400022,110.779972,105.140003,107.589999,414939000,14.437547
2008-10-30,108.230007,112.189978,107.61002,111.040018,409522400,14.900506
2008-10-29,100.859992,109.53999,99.939978,104.54997,487744600,14.029604
2008-10-28,95.430021,100.499977,92.369971,99.910017,408533300,13.406967
2008-10-27,95.070013,97.629978,91.86002,92.089972,302192800,12.357591
2008-10-24,90.330031,97.899971,90.11002,96.37999,397514600,12.933271
2008-10-23,96.509979,99.249989,91.899987,98.230019,418857600,13.181527
2008-10-22,97.369999,101.250028,92.929971,96.869987,562202200,12.999024
2008-10-21,96.950003,97.899971,91.160017,91.489998,548415000,12.277081
2008-10-20,99.780027,100.03,93.63998,98.440017,387292500,13.209707
2008-10-17,99.59999,102.039979,85.890003,97.400033,440556900,13.070151
2008-10-16,99.77002,103.429971,91.73997,101.889969,495130300,13.672657
2008-10-15,103.840027,106.999972,97.890031,97.950019,396043900,13.143954
2008-10-14,116.259991,116.399994,103.140031,104.079992,495248600,13.966537
2008-10-13,104.54997,110.53,101.020009,110.260007,384769000,14.795836
2008-10-10,85.700019,99.999972,85.000023,96.799993,554824900,12.989631
2008-10-09,93.349967,95.79997,86.600013,88.739982,404345900,11.908055
2008-10-08,85.910017,96.330009,85.679998,89.789979,551935300,12.048955
2008-10-07,100.48003,101.50,88.94998,89.159978,469693000,11.964414
2008-10-06,91.959982,98.780011,87.539968,98.140003,526854300,13.169448
2008-10-03,103.999977,106.500028,94.65001,97.069979,573599600,13.025861
2008-10-02,108.010002,108.790013,99.999972,100.100001,402341100,13.432461
2008-10-01,111.919991,112.360008,107.390008,109.119987,324121000,14.642856
2008-09-30,108.250028,114.999989,106.29997,113.659985,406670600,15.25208
2008-09-29,119.619987,119.679976,100.589999,105.259979,655514300,14.12488
2008-09-26,124.910028,129.80002,123.000011,128.239998,281612800,17.208578
2008-09-25,129.80002,134.789974,128.520004,131.929976,251511400,17.703738
2008-09-24,127.270016,130.94998,125.149994,128.709982,261753800,17.271646
2008-09-23,131.849974,135.799997,126.660028,126.840006,320091100,17.020713
2008-09-22,139.940012,140.249966,130.659973,131.050009,214178300,17.585655
2008-09-19,142.600006,144.200003,136.310022,140.909994,357718900,18.908771
2008-09-18,130.570024,135.429976,120.679998,134.089972,419063400,17.993589
2008-09-17,138.490032,138.509979,127.830015,127.830015,300113800,17.153563
2008-09-16,133.86002,142.499977,132.149994,139.880024,299959100,18.770558
2008-09-15,142.030006,147.689989,140.360008,140.360008,230158600,18.834968
2008-09-12,150.909996,150.909996,146.499989,148.939978,198256800,19.986317
2008-09-11,148.179987,152.989964,145.999977,152.649982,242783800,20.484164
2008-09-10,152.320002,154.990009,148.799974,151.609985,243285700,20.344607
2008-09-09,156.859985,159.960016,149.789984,151.679987,311256400,20.354
2008-09-08,164.570002,164.889969,151.459982,157.919996,261494800,21.19135
2008-09-05,158.589972,162.400005,157.650003,160.180021,196721000,21.494623
2008-09-04,165.860031,167.909985,160.810022,161.220005,185846500,21.634179
2008-09-03,166.840027,168.679976,163.999989,166.960016,183708700,22.404434
2008-09-02,172.399994,173.499966,165.000011,166.190012,195190800,22.301107
2008-08-29,172.959993,173.499966,169.039984,169.529995,149822400,22.7493
2008-08-28,175.280006,176.249989,172.749989,173.739998,107846200,23.314242
2008-08-27,173.309988,175.759991,172.189989,174.670019,119445200,23.439042
2008-08-26,172.760002,174.880024,172.609985,173.639969,111387500,23.300819
2008-08-25,176.150026,176.229975,171.660017,172.549997,121106300,23.154556
2008-08-22,175.819979,177.499977,175.570013,176.789974,109902800,23.72352
2008-08-21,174.470028,175.450024,171.889969,174.289984,134936200,23.388045
2008-08-20,174.769981,176.939978,173.610008,175.840006,126737800,23.596043
2008-08-19,174.54003,177.069967,171.810034,173.530006,154051100,23.286064
2008-08-18,175.570013,177.810011,173.820013,175.389969,138003600,23.535653
2008-08-15,179.039986,179.749989,175.049974,175.739964,177062900,23.582619
2008-08-14,178.329969,180.449991,177.839972,179.319979,177825200,24.063022
2008-08-13,177.979975,180.000034,175.899994,179.300032,210586600,24.060346
2008-08-12,173.519993,179.290018,173.509979,176.729986,209069700,23.71547
2008-08-11,170.069967,176.500034,169.669985,173.560034,222826100,23.290093
2008-08-08,163.859985,169.649971,163.750023,169.550009,178499300,22.751986
2008-08-07,162.710026,166.149971,161.500011,163.569979,168093100,21.949523
2008-08-06,159.970016,167.400026,158.000011,164.189966,197852200,22.03272
2008-08-05,155.420019,160.800009,154.819979,160.639992,172092900,21.556347
2008-08-04,156.600006,157.899982,152.910028,153.229996,148131900,20.561997
2008-08-01,159.900015,159.989964,155.75,156.659994,136159800,21.02227
2008-07-31,157.539974,162.200014,156.979975,158.94998,159374600,21.329564
2008-07-30,157.780006,160.489975,156.079981,159.880001,181295800,21.454364
2008-07-29,155.410006,159.449991,153.650005,157.080004,171017700,21.078631
2008-07-28,162.340004,162.469994,154.020014,154.399982,195178200,20.718998
2008-07-25,160.400026,162.999966,158.650026,162.119999,158409300,21.75495
2008-07-24,164.320036,165.259991,158.449968,159.029995,209904800,21.340301
2008-07-23,164.989998,168.370022,161.559999,166.260014,265442100,22.3105
2008-07-22,148.999966,162.760014,146.530016,162.01997,469898100,21.741527
2008-07-21,166.900015,167.499989,161.119976,166.289974,340117400,22.314521
2008-07-18,168.520025,169.649971,165.000011,165.150015,217103600,22.161549
2008-07-17,174.100006,174.979986,171.390024,171.810034,189381500,23.05526
2008-07-16,170.200024,172.930033,168.599974,172.809977,186947600,23.189442
2008-07-15,172.479996,173.739998,166.390003,169.640024,260010800,22.764065
2008-07-14,179.239964,179.300032,173.079969,173.880001,221513600,23.333029
2008-07-11,175.469984,177.110008,170.999989,172.580025,232502900,23.158585
2008-07-10,174.919985,177.340027,171.37001,176.630024,210172200,23.702056
2008-07-09,180.200026,180.910028,174.13998,174.250023,223944000,23.382683
2008-07-08,175.399982,179.700014,172.739975,179.549997,222087600,24.093889
2008-07-07,173.159985,177.130035,171.899982,175.160017,205097900,23.504795
2008-07-03,169.589983,172.169975,165.749989,170.120022,130840500,22.828476
2008-07-02,175.199991,177.450003,168.179964,168.179964,209379800,22.568139
2008-07-01,164.230007,174.719994,163.999989,174.680033,277820200,23.440386
2008-06-30,170.190023,172.000011,166.620022,167.440001,171049200,22.468843
2008-06-27,166.509979,170.569979,164.150005,170.089994,260562400,22.824447
2008-06-26,174.069979,174.839983,168.010014,168.259979,217402500,22.578876
2008-06-25,174.610031,178.829981,173.880001,177.390015,161112700,23.80404
2008-06-24,172.370033,175.780005,171.62999,173.25,155486800,23.248489
2008-06-23,174.740021,175.879967,171.559988,173.159985,161445200,23.23641
2008-06-20,179.350006,180.999977,175.00,175.269993,222091800,23.519553
2008-06-19,178.549974,182.339994,176.799974,180.900015,197987300,24.275048
2008-06-18,181.120033,182.199991,177.349974,178.749966,202867000,23.986532
2008-06-17,178.100018,181.989986,177.410028,181.429987,224914200,24.346165
2008-06-16,171.300009,177.900026,169.070024,176.840015,262932600,23.730235
2008-06-13,171.640003,174.159994,165.309965,172.370033,336489300,23.130406
2008-06-12,181.489975,182.599974,171.19998,173.260014,327083400,23.249833
2008-06-11,184.340027,186.000011,179.589972,180.809999,240387700,24.262969
2008-06-10,180.509979,186.780016,179.020025,185.640003,285235300,24.911109
2008-06-09,184.789984,184.940001,175.749977,181.610031,472098200,24.370325
2008-06-06,187.999977,189.949968,185.549974,185.640003,241605700,24.911109
2008-06-05,186.340006,189.840006,185.699991,189.43001,188861400,25.419692
2008-06-04,184.019993,187.089983,183.229975,185.189966,181745900,24.850718
2008-06-03,186.860031,188.199968,182.339994,185.37001,187630100,24.874879
2008-06-02,188.600018,189.650015,184.530005,186.099974,169960000,24.972833
2008-05-30,187.449991,189.539986,187.37999,188.750034,152546100,25.328445
2008-05-29,186.760002,188.199968,185.50,186.690001,161796600,25.052009
2008-05-28,187.410017,187.950003,183.719973,187.009968,185994900,25.094945
2008-05-27,182.749977,186.430021,181.839983,186.430021,197476300,25.017122
2008-05-23,180.770025,181.989986,177.799997,181.170008,226729300,24.311278
2008-05-22,179.259991,181.330025,172.000011,177.05002,301683900,23.758416
2008-05-21,185.670031,187.950003,176.249989,178.189966,289414300,23.911385
2008-05-20,181.820036,186.160028,180.12001,185.899982,242462500,24.945996
2008-05-19,187.859974,188.689966,181.299997,183.599997,236455100,24.63736
2008-05-16,190.109985,190.299976,187.000034,187.620022,191442300,25.176809
2008-05-15,186.809977,189.899994,184.200024,189.73003,218302000,25.459951
2008-05-14,191.229984,192.240021,185.570002,186.259991,229205900,24.994305
2008-05-13,188.610031,191.450003,187.859974,189.959982,205809100,25.490809
2008-05-12,185.209993,188.87001,182.850006,188.159994,204640800,25.249268
2008-05-09,183.159973,184.250011,181.369999,183.44998,168268100,24.617229
2008-05-08,183.770014,186.500023,183.070024,185.059977,224771400,24.833275
2008-05-07,186.049986,188.199968,180.540007,182.590027,289283400,24.501831
2008-05-06,184.659994,187.12001,182.179964,186.659973,229717600,25.047979
2008-05-05,181.919985,185.310022,181.050032,184.729996,213639300,24.788995
2008-05-02,180.190012,181.919985,178.549974,180.939989,251520500,24.280412
2008-05-01,174.960026,180.000034,174.859997,180.000034,225894200,24.154279
2008-04-30,176.190001,180.000034,172.920019,173.950003,284881100,23.342423
2008-04-29,171.110031,175.660028,170.250011,175.049974,230869100,23.490029
2008-04-28,169.75,173.750011,169.130013,172.239964,196803600,23.112952
2008-04-25,170.699968,171.100018,166.420031,169.729986,248118500,22.776137
2008-04-24,165.340006,169.980019,159.190012,168.940035,424016600,22.670133
2008-04-23,164.049976,164.839994,161.080015,162.890003,376047700,21.858277
2008-04-22,167.400026,168.00,158.090027,160.199968,359893100,21.4973
2008-04-21,162.210014,168.500011,161.759991,168.160017,259788200,22.565462
2008-04-18,159.12001,162.260002,158.379967,161.039974,256691400,21.610021
2008-04-17,154.170031,155.999966,153.349985,154.489998,176066800,20.731077
2008-04-16,151.720028,154.100029,150.619976,153.69998,198943500,20.625064
2008-04-15,149.400015,149.719995,145.719984,148.379978,174509300,19.911171
2008-04-14,146.769981,149.250011,144.539984,147.780005,211271900,19.83066
2008-04-11,152.719984,153.299997,146.400026,147.140003,302519000,19.744778
2008-04-10,151.130001,155.420019,150.600029,154.549986,238940800,20.739127
2008-04-09,153.310011,153.890024,150.460026,151.440035,218349600,20.321801
2008-04-08,153.549976,156.450003,152.320002,152.840027,253573600,20.509667
2008-04-07,156.130035,159.690023,155.109985,155.890003,289581600,20.918944
2008-04-04,152.190012,154.710016,150.749966,153.079992,213604300,20.541868
2008-04-03,147.059988,153.629978,147.00,151.609985,262892000,20.344607
2008-04-02,148.780027,151.200003,145.849974,147.489998,261242100,19.791744
2008-04-01,146.299997,149.659994,143.609976,149.530005,258141800,20.065493
2008-03-31,143.269981,145.70997,142.520004,143.50,192016300,19.256324
2008-03-28,141.799974,144.650026,141.599997,143.010002,178652600,19.190571
2008-03-27,144.94998,145.309988,139.989986,140.249966,249957400,18.820201
2008-03-26,140.870033,145.739998,140.640015,145.060022,295521100,19.465665
2008-03-25,139.960026,143.100018,137.329992,140.979996,263097800,18.918164
2008-03-24,134.010036,140.850006,133.640015,139.530016,266730100,18.723591
2008-03-20,131.12001,133.290007,129.180033,133.269993,227196900,17.883556
2008-03-19,133.119976,134.29003,129.670031,129.670031,252634200,17.400475
2008-03-18,129.180033,133.00,128.670008,132.820036,301280000,17.823176
2008-03-17,122.549974,128.590006,122.549974,126.73003,268149700,17.005955
2008-03-14,129.880035,130.300032,124.200026,126.609974,289160200,16.989845
2008-03-13,124.099997,129.50,123.000011,127.939978,315525700,17.168319
2008-03-12,127.039984,128.680021,125.170008,126.030027,264907300,16.912022
2008-03-11,124.099997,127.480007,121.999989,127.350018,290985800,17.089152
2008-03-10,121.979975,123.459982,119.370022,119.689989,249897200,16.061249
2008-03-07,120.410006,122.979984,119.049974,122.250034,307615700,16.404783
2008-03-06,124.610008,127.500034,120.809988,120.929964,368424700,16.227642
2008-03-05,123.580025,125.13998,122.250034,124.490032,305459000,16.705369
2008-03-04,121.989975,124.880001,120.400005,124.620022,446345900,16.722812
2008-03-03,124.439978,125.979986,117.999977,121.729996,398260800,16.334999
