Ticker,Date,Open,High,Low,Close,Volume,Dividend,Split
UNP,07/01/2005,64.98,65.34,64.8,65.02,853700.0,0.0,1.0
UNP,07/05/2005,64.75,65.35,64.18,64.94,979500.0,0.0,1.0
UNP,07/06/2005,64.95,65.4,64.5,64.71,1256200.0,0.0,1.0
UNP,07/07/2005,64.0,64.23,63.52,64.2,1345900.0,0.0,1.0
UNP,07/08/2005,64.19,65.39,63.96,65.35,1203800.0,0.0,1.0
UNP,07/11/2005,65.79,65.9,65.03,65.8,1206300.0,0.0,1.0
UNP,07/12/2005,65.75,65.76,64.75,64.75,1094500.0,0.0,1.0
UNP,07/13/2005,64.86,64.95,64.43,64.56,706700.0,0.0,1.0
UNP,07/14/2005,65.0,65.59,64.98,65.52,766600.0,0.0,1.0
UNP,07/15/2005,65.43,65.44,64.45,65.1,965600.0,0.0,1.0
UNP,07/18/2005,64.95,64.96,64.49,64.55,792100.0,0.0,1.0
UNP,07/19/2005,64.8,64.95,63.93,64.0,1424500.0,0.0,1.0
UNP,07/20/2005,63.9,66.07,63.73,65.93,2044300.0,0.0,1.0
UNP,07/21/2005,68.7,69.28,67.99,67.99,3181900.0,0.0,1.0
UNP,07/22/2005,67.99,68.61,67.86,68.46,1464400.0,0.0,1.0
UNP,07/25/2005,68.25,69.24,67.82,68.14,1508200.0,0.0,1.0
UNP,07/26/2005,68.31,68.66,67.7,68.52,1145700.0,0.0,1.0
UNP,07/27/2005,68.7,69.15,68.45,69.1,1144700.0,0.0,1.0
UNP,07/28/2005,69.3,70.5,69.01,70.49,2443500.0,0.0,1.0
UNP,07/29/2005,70.25,70.9,70.07,70.31,2022400.0,0.0,1.0
UNP,08/01/2005,70.4,71.14,70.3,70.9,1932600.0,0.0,1.0
UNP,08/02/2005,70.9,71.25,70.56,71.19,1784000.0,0.0,1.0
UNP,08/03/2005,71.05,71.19,70.53,71.01,1301600.0,0.0,1.0
UNP,08/04/2005,70.76,70.8,70.16,70.25,1667500.0,0.0,1.0
UNP,08/05/2005,70.0,70.1,69.65,69.72,899900.0,0.0,1.0
UNP,08/08/2005,69.86,70.14,69.14,69.33,828200.0,0.0,1.0
UNP,08/09/2005,69.44,70.03,69.31,70.0,943100.0,0.0,1.0
UNP,08/10/2005,70.25,70.49,69.53,69.93,1160200.0,0.0,1.0
UNP,08/11/2005,69.63,69.83,69.36,69.52,1711300.0,0.0,1.0
UNP,08/12/2005,69.37,69.64,68.55,69.19,1063400.0,0.0,1.0
UNP,08/15/2005,69.2,69.66,68.63,69.56,575700.0,0.0,1.0
UNP,08/16/2005,68.82,69.54,68.67,68.91,1046600.0,0.0,1.0
UNP,08/17/2005,68.74,69.48,68.58,69.21,1100200.0,0.0,1.0
UNP,08/18/2005,69.0,69.09,68.47,68.57,745800.0,0.0,1.0
UNP,08/19/2005,68.95,69.07,68.36,68.86,750200.0,0.0,1.0
UNP,08/22/2005,69.15,69.75,68.92,69.33,588000.0,0.0,1.0
UNP,08/23/2005,69.25,69.33,68.42,68.42,775700.0,0.0,1.0
UNP,08/24/2005,68.28,69.11,67.91,68.37,841300.0,0.0,1.0
UNP,08/25/2005,68.37,69.37,67.57,69.06,1076200.0,0.0,1.0
UNP,08/26/2005,68.93,69.6,68.67,69.21,858300.0,0.0,1.0
UNP,08/29/2005,68.61,69.49,68.4,69.18,897300.0,0.0,1.0
UNP,08/30/2005,68.83,69.04,67.77,68.35,1037600.0,0.0,1.0
