Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,StopLoss-Exit-Date,StopLoss-Exit-Price,StopLoss-Exit-PorL,Exit-Date,Exit-Price,PorL,Actual-PorL,Strategy,Current-Pos
CRM,LONG,2011-01-06,36.04,2645,No-Exit,0.0,0.0,2011-01-20,33.30,-7240.69,-7240.69,BB 20 SMA Xover Mtm,['CMG', 'NFLX']
NFLX,LONG,2011-01-11,189.76,23,No-Exit,0.0,0.0,2011-01-20,186.82,-67.62,-67.62,BB 20 SMA Xover Mtm,['CMG']
CMG,LONG,2011-01-14,231.94,1,No-Exit,0.0,0.0,2011-01-26,215.49,-16.45,-16.45,BB 20 SMA Xover Mtm,['AAPL']
AAPL,SHORT,2011-01-21,47.05,1866,No-Exit,0.0,0.0,2011-02-07,50.25,-5971.20,-5971.20,BB 20 SMA Xover Mtm,['FFIV']
AMZN,LONG,2011-02-09,184.89,3,No-Exit,0.0,0.0,2011-02-16,187.35,7.38,7.38,BB 20 SMA Xover Mtm,['BWA', 'FFIV']
FFIV,LONG,2011-02-07,124.88,595,No-Exit,0.0,0.0,2011-02-16,125.35,279.65,279.65,BB 20 SMA Xover Mtm,['BWA']
BWA,LONG,2011-02-08,35.59,331,No-Exit,0.0,0.0,2011-02-22,39.48,1287.59,1287.59,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2011-03-10,49.85,1682,No-Exit,0.0,0.0,2011-03-22,48.94,1535.43,1535.43,BB 20 SMA Xover Mtm,[]
AMZN,LONG,2011-03-25,172.81,493,No-Exit,0.0,0.0,2011-04-12,182.86,4954.65,4954.65,BB 20 SMA Xover Mtm,['QCOM', 'BLK']
QCOM,LONG,2011-04-07,54.08,7,No-Exit,0.0,0.0,2011-04-12,52.05,-14.21,-14.21,BB 20 SMA Xover Mtm,['BLK']
NFLX,LONG,2011-05-10,238.77,360,No-Exit,0.0,0.0,2011-05-16,238.74,-10.80,-10.80,BB 20 SMA Xover Mtm,['BLK', 'AAPL']
NFLX,SHORT,2011-05-17,234.72,364,No-Exit,0.0,0.0,2011-05-23,248.99,-5194.28,-5194.28,BB 20 SMA Xover Mtm,['BLK', 'AAPL']
AAPL,SHORT,2011-05-16,48.16,90,No-Exit,0.0,0.0,2011-06-01,49.84,-151.07,-151.07,BB 20 SMA Xover Mtm,['BLK']
BLK,LONG,2011-03-31,200.83,21,No-Exit,0.0,0.0,2011-06-03,195.99,-101.64,-101.64,BB 20 SMA Xover Mtm,[]
AAPL,LONG,2011-06-28,47.91,1770,No-Exit,0.0,0.0,2011-07-12,50.16,3982.50,3982.50,BB 20 SMA Xover Mtm,[]
