Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,StopLoss-Exit-Date,StopLoss-Exit-Price,StopLoss-Exit-PorL,Exit-Date,Exit-Price,PorL,Actual-PorL,Strategy,Current-Pos
NFLX,LONG,2013-03-27,192.84,492,No-Exit,0.0,0.0,2013-04-01,186.20,-3266.88,-3266.88,BB Spread,[]
AAPL,SHORT,2013-04-15,60.20,1526,No-Exit,0.0,0.0,2013-04-23,57.71,3795.38,3795.38,BB Spread,[]
NFLX,LONG,2013-04-24,218.38,437,2013-04-24,214.32,-1774.22,2013-04-25,214.32,-1774.22,-1774.22,BB Spread,[]
AAPL,LONG,2013-04-30,62.78,1494,No-Exit,0.0,0.0,2013-05-10,64.60,2719.08,2719.08,BB Spread,['EOG']
EOG,LONG,2013-05-08,68.51,68,No-Exit,0.0,0.0,2013-05-10,66.39,-144.16,-144.16,BB Spread,[]
MON,SHORT,2013-06-03,100.42,319,No-Exit,0.0,0.0,2013-06-10,105.00,-1461.02,-1461.02,BB Spread,['PG', 'JNJ', 'CRM']
PG,SHORT,2013-06-03,76.55,419,No-Exit,0.0,0.0,2013-06-11,78.37,-762.58,-762.58,BB Spread,['JNJ', 'CRM']
JNJ,SHORT,2013-06-03,83.98,382,No-Exit,0.0,0.0,2013-06-14,85.21,-469.86,-469.86,BB Spread,['FSLR', 'CRM']
CRM,SHORT,2013-06-04,39.25,2216,No-Exit,0.0,0.0,2013-06-14,37.97,2836.48,2836.48,BB Spread,['FSLR']
FSLR,SHORT,2013-06-13,45.43,1825,No-Exit,0.0,0.0,2013-06-19,46.15,-1314.00,-1314.00,BB Spread,[]
GS,LONG,2013-07-16,163.92,29,2013-07-16,161.80,-61.48,2013-07-17,159.74,-121.22,-61.48,BB Spread,['FDX']
FDX,LONG,2013-07-10,104.95,906,No-Exit,0.0,0.0,2013-07-23,107.25,2083.80,2083.80,BB Spread,[]
EMN,LONG,2013-07-31,80.73,1201,No-Exit,0.0,0.0,2013-08-06,81.67,1128.94,1128.94,BB Spread,['PCLN']
PCLN,LONG,2013-08-06,935.66,5,No-Exit,0.0,0.0,2013-08-07,913.65,-110.05,-110.05,BB Spread,[]
GS,LONG,2013-09-11,165.73,591,No-Exit,0.0,0.0,2013-09-23,166.30,336.87,336.87,BB Spread,[]
AXP,LONG,2013-10-18,80.60,61,No-Exit,0.0,0.0,2013-10-31,82.79,133.59,133.59,BB Spread,['PG', 'FDX']
PG,LONG,2013-10-23,80.81,3,No-Exit,0.0,0.0,2013-10-31,81.20,1.17,1.17,BB Spread,['FDX']
FDX,LONG,2013-10-16,121.49,809,No-Exit,0.0,0.0,2013-10-31,132.02,8518.77,8518.77,BB Spread,[]
OKE,LONG,2013-12-04,60.09,88,No-Exit,0.0,0.0,2013-12-05,59.20,-78.32,-78.32,BB Spread,['AAPL']
AAPL,LONG,2013-11-27,76.62,1390,No-Exit,0.0,0.0,2013-12-06,80.32,5143.00,5143.00,BB Spread,[]
CPB,LONG,2013-12-09,42.82,2600,No-Exit,0.0,0.0,2013-12-10,41.27,-4030.00,-4030.00,BB Spread,[]
PG,SHORT,2013-12-13,81.73,1315,No-Exit,0.0,0.0,2013-12-20,82.28,-723.25,-723.25,BB Spread,[]
MCK,LONG,2014-01-09,175.44,622,No-Exit,0.0,0.0,2014-01-13,165.00,-6493.68,-6493.68,BB Spread,[]
PCLN,LONG,2014-01-22,1207.99,83,No-Exit,0.0,0.0,2014-01-24,1180.25,-2302.42,-2302.42,BB Spread,['GD']
GD,LONG-SPY-NULL,2014-01-23,100.80,53,No-Exit,0.0,0.0,2014-01-27,97.86,-156.08,0.0,BB Spread,[]
AAPL,SHORT,2014-01-29,71.99,1365,No-Exit,0.0,0.0,2014-02-05,72.86,-1183.65,-1183.65,BB Spread,[]
UNH,LONG,2014-02-18,74.04,1312,No-Exit,0.0,0.0,2014-03-06,77.69,4788.80,4788.80,BB Spread,[]
