Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,StopLoss-Exit-Date,StopLoss-Exit-Price,StopLoss-Exit-PorL,Exit-Date,Exit-Price,PorL,Actual-PorL,Strategy,Current-Pos
AAPL,SHORT,2011-03-10,49.85,1905,No-Exit,0.0,0.0,2011-03-22,48.94,1738.99,1738.99,BB 20 SMA Xover Mtm,[]
AMZN,LONG,2011-03-25,172.81,559,No-Exit,0.0,0.0,2011-04-12,182.86,5617.95,5617.95,BB 20 SMA Xover Mtm,['BLK']
BLK,LONG,2011-03-31,200.83,24,No-Exit,0.0,0.0,2011-04-19,191.32,-228.24,-228.24,BB 20 SMA Xover Mtm,[]
NFLX,LONG,2011-05-10,238.77,426,No-Exit,0.0,0.0,2011-05-16,238.74,-12.78,-12.78,BB 20 SMA Xover Mtm,['AAPL']
NFLX,SHORT,2011-05-17,234.72,431,No-Exit,0.0,0.0,2011-05-23,248.99,-6150.37,-6150.37,BB 20 SMA Xover Mtm,['AAPL']
AAPL,SHORT,2011-05-16,48.16,106,No-Exit,0.0,0.0,2011-06-01,49.84,-177.93,-177.93,BB 20 SMA Xover Mtm,[]
AAPL,LONG,2011-06-28,47.91,1998,No-Exit,0.0,0.0,2011-07-12,50.16,4495.50,4495.50,BB 20 SMA Xover Mtm,[]
AMZN,SHORT,2011-08-03,209.58,477,No-Exit,0.0,0.0,2011-08-10,200.76,4207.14,4207.14,BB 20 SMA Xover Mtm,['AAPL']
AAPL,SHORT,2011-08-05,53.37,1898,No-Exit,0.0,0.0,2011-08-12,54.01,-1214.72,-1214.72,BB 20 SMA Xover Mtm,[]
NFLX,LONG,2011-08-31,238.93,1,No-Exit,0.0,0.0,2011-09-02,208.71,-30.22,-30.22,BB 20 SMA Xover Mtm,['AAPL', 'QCOM', 'PCLN']
PCLN,LONG,2011-08-29,510.00,101,No-Exit,0.0,0.0,2011-09-02,519.96,1005.96,1005.96,BB 20 SMA Xover Mtm,['AAPL', 'QCOM']
AAPL,LONG,2011-08-29,55.45,929,No-Exit,0.0,0.0,2011-09-12,53.70,-1631.06,-1631.06,BB 20 SMA Xover Mtm,['QCOM']
QCOM,LONG,2011-08-30,51.43,96,No-Exit,0.0,0.0,2011-09-19,53.06,156.48,156.48,BB 20 SMA Xover Mtm,[]
AMZN,SHORT,2011-09-30,218.19,232,No-Exit,0.0,0.0,2011-10-05,219.13,-218.08,-218.08,BB 20 SMA Xover Mtm,['AAPL']
AAPL,SHORT,2011-09-30,55.24,926,No-Exit,0.0,0.0,2011-10-06,54.04,1111.20,1111.20,BB 20 SMA Xover Mtm,[]
CRM,SHORT,2011-11-18,29.86,1653,No-Exit,0.0,0.0,2011-11-28,27.28,4264.74,4264.74,BB 20 SMA Xover Mtm,['PCLN']
PCLN,SHORT,2011-11-18,508.27,101,No-Exit,0.0,0.0,2011-11-28,482.65,2587.62,2587.62,BB 20 SMA Xover Mtm,[]
NFLX,LONG,2011-12-13,76.01,72,No-Exit,0.0,0.0,2011-12-19,68.83,-516.96,-516.96,BB 20 SMA Xover Mtm,['AAPL']
AAPL,LONG,2011-12-02,55.97,1960,No-Exit,0.0,0.0,2012-01-12,59.86,7624.40,7624.40,BB 20 SMA Xover Mtm,['FFIV', 'CRM']
FFIV,LONG,2012-01-10,111.99,45,No-Exit,0.0,0.0,2012-01-18,106.61,-242.10,-242.10,BB 20 SMA Xover Mtm,['CRM']
CRM,LONG,2012-01-11,26.46,9,No-Exit,0.0,0.0,2012-01-27,28.81,21.17,21.17,BB 20 SMA Xover Mtm,[]
