Date,Open,High,Low,Close,Volume,Adj Close
2009-12-31,55.63,56.08,55.05,55.09,755900,55.09
2009-12-30,57.01,57.01,55.25,55.63,662500,55.63
2009-12-29,57.82,57.99,56.94,56.98,691300,56.98
2009-12-28,56.72,58.00,56.72,57.34,858000,57.34
2009-12-24,56.95,57.69,56.53,56.89,433600,56.89
2009-12-23,54.15,56.93,54.12,56.85,1493200,56.85
2009-12-22,54.00,55.20,53.41,53.61,1675600,53.61
2009-12-21,53.23,54.23,53.05,53.96,979300,53.96
2009-12-18,53.91,53.98,53.00,53.27,1491700,53.27
2009-12-17,54.56,54.82,53.70,53.73,1441600,53.73
2009-12-16,56.71,56.92,54.69,55.08,2429600,55.08
2009-12-15,56.16,57.50,55.90,56.92,797400,56.92
2009-12-14,56.39,56.52,55.51,56.41,688400,56.41
2009-12-11,56.83,57.00,55.40,55.70,725500,55.70
2009-12-10,55.66,57.15,55.66,56.74,844800,56.74
2009-12-09,56.07,56.24,54.91,55.96,735200,55.96
2009-12-08,55.47,56.12,54.76,55.92,1111100,55.92
2009-12-07,56.98,56.98,55.50,55.91,1341800,55.91
2009-12-04,58.11,58.44,55.10,56.23,1657400,56.23
2009-12-03,59.09,59.49,57.73,57.99,1219200,57.99
2009-12-02,58.36,59.80,58.06,59.00,1299100,59.00
2009-12-01,57.51,58.77,56.71,58.23,1974800,58.23
2009-11-30,57.95,58.82,56.91,58.63,1296400,58.63
2009-11-27,57.31,58.52,54.71,57.85,822100,57.85
2009-11-25,59.67,59.86,58.80,59.22,1087700,59.22
2009-11-24,58.42,60.38,58.10,59.67,1485800,59.67
2009-11-23,60.50,60.98,60.06,60.38,693300,60.38
2009-11-20,59.63,60.09,58.32,59.97,1112800,59.97
2009-11-19,60.70,60.97,59.94,60.26,577200,60.26
2009-11-18,60.81,61.65,60.24,61.13,941600,61.13
2009-11-17,59.63,60.99,59.01,60.75,1388100,60.75
2009-11-16,59.56,60.38,59.22,59.46,1146600,59.46
2009-11-13,58.25,59.40,57.53,59.33,782500,59.33
2009-11-12,59.45,59.84,58.05,58.19,741000,58.19
2009-11-11,59.11,59.89,58.44,59.44,1496000,59.44
2009-11-10,56.91,59.38,56.77,58.40,1884000,58.40
2009-11-09,55.64,57.47,55.50,57.20,1219300,57.20
2009-11-06,54.96,56.02,54.00,55.86,1715000,55.86
2009-11-05,53.94,56.83,53.59,56.39,1916100,56.39
2009-11-04,54.09,55.00,54.00,54.16,1104000,54.16
2009-11-03,53.17,54.30,52.61,53.75,1534000,53.75
