Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,StopLoss-Exit-Date,StopLoss-Exit-Price,StopLoss-Exit-PorL,Exit-Date,Exit-Price,PorL,Actual-PorL,Strategy,Current-Pos
NFLX,LONG,2009-06-02,41.35,2297,No-Exit,0.0,0.0,2009-06-08,38.85,-5741.12,-5741.12,BB 20 SMA Xover Mtm,[]
NFLX,SHORT,2009-07-08,38.41,2331,No-Exit,0.0,0.0,2009-07-10,40.18,-4116.08,-4116.08,BB 20 SMA Xover Mtm,[]
NFLX,LONG,2009-09-15,43.96,1959,No-Exit,0.0,0.0,2009-09-18,45.85,3693.89,3693.89,BB 20 SMA Xover Mtm,[]
NFLX,LONG,2009-12-24,57.42,1552,No-Exit,0.0,0.0,2010-01-04,53.07,-6742.82,-6742.82,BB 20 SMA Xover Mtm,[]
NFLX,SHORT,2010-05-20,96.75,830,No-Exit,0.0,0.0,2010-05-25,101.59,-4015.12,-4015.12,BB 20 SMA Xover Mtm,[]
NFLX,SHORT,2010-06-25,114.10,691,No-Exit,0.0,0.0,2010-06-28,118.95,-3351.49,-3351.49,BB 20 SMA Xover Mtm,[]
NFLX,SHORT,2010-08-31,121.86,621,No-Exit,0.0,0.0,2010-09-01,130.87,-5595.21,-5595.21,BB 20 SMA Xover Mtm,[]
NFLX,LONG,2011-05-10,238.77,294,No-Exit,0.0,0.0,2011-05-16,241.66,849.87,849.87,BB 20 SMA Xover Mtm,[]
NFLX,SHORT,2011-06-16,254.55,279,No-Exit,0.0,0.0,2011-06-21,248.09,1803.04,1803.04,BB 20 SMA Xover Mtm,[]
NFLX,LONG,2011-08-31,238.93,305,No-Exit,0.0,0.0,2011-09-02,208.71,-9217.10,-9217.10,BB 20 SMA Xover Mtm,[]
NFLX,LONG,2011-12-13,76.01,844,No-Exit,0.0,0.0,2011-12-15,71.60,-3724.23,-3724.23,BB 20 SMA Xover Mtm,[]
NFLX,LONG,2012-03-20,115.47,525,No-Exit,0.0,0.0,2012-03-23,117.54,1086.44,1086.44,BB 20 SMA Xover Mtm,[]
NFLX,LONG,2012-06-19,67.40,915,No-Exit,0.0,0.0,2012-07-09,81.07,12511.53,12511.53,BB 20 SMA Xover Mtm,[]
NFLX,LONG,2012-08-16,63.89,1151,No-Exit,0.0,0.0,2012-08-23,64.48,680.70,680.70,BB 20 SMA Xover Mtm,[]
NFLX,SHORT-SPY-NULL,2012-08-31,59.88,1239,No-Exit,0.0,0.0,2012-09-06,56.15,4616.02,0.0,BB 20 SMA Xover Mtm,[]
NFLX,SHORT,2013-10-09,299.30,262,No-Exit,0.0,0.0,2013-10-10,303.11,-1000.19,-1000.19,BB 20 SMA Xover Mtm,[]
NFLX,SHORT,2014-09-16,448.40,171,No-Exit,0.0,0.0,2014-10-03,453.19,-819.09,-819.09,BB 20 SMA Xover Mtm,[]
NFLX,LONG,2014-11-11,391.14,196,No-Exit,0.0,0.0,2014-11-12,379.60,-2262.68,-2262.68,BB 20 SMA Xover Mtm,[]
NFLX,LONG,2014-12-26,345.52,216,No-Exit,0.0,0.0,2014-12-31,343.23,-494.86,-494.86,BB 20 SMA Xover Mtm,[]
