Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,StopLoss-Exit-Date,StopLoss-Exit-Price,StopLoss-Exit-PorL,Exit-Date,Exit-Price,PorL,Actual-PorL,Strategy,Current-Pos
FFIV,LONG,2013-07-11,74.60,1307,No-Exit,0.0,0.0,2013-07-19,79.95,6992.45,6992.45,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2013-09-11,66.72,1452,No-Exit,0.0,0.0,2013-09-18,66.50,313.24,313.24,BB 20 SMA Xover Mtm,[]
NFLX,SHORT,2013-10-09,299.30,144,No-Exit,0.0,0.0,2013-10-14,322.31,-3313.44,-3313.44,BB 20 SMA Xover Mtm,['HCP', 'AMZN', 'PCLN']
HCP,SHORT,2013-10-04,39.42,2586,No-Exit,0.0,0.0,2013-10-17,42.35,-7576.98,-7576.98,BB 20 SMA Xover Mtm,['AMZN', 'PCLN']
AMZN,SHORT,2013-10-08,306.93,286,No-Exit,0.0,0.0,2013-10-18,319.36,-3554.98,-3554.98,BB 20 SMA Xover Mtm,['PCLN']
PCLN,SHORT,2013-10-09,988.15,29,No-Exit,0.0,0.0,2013-10-21,1071.91,-2429.04,-2429.04,BB 20 SMA Xover Mtm,[]
DTV,SHORT,2013-12-17,65.09,66,No-Exit,0.0,0.0,2013-12-30,68.05,-195.36,-195.36,BB 20 SMA Xover Mtm,['CPB', 'EOG']
FSLR,LONG,2014-01-03,58.01,7,No-Exit,0.0,0.0,2014-01-06,54.09,-27.44,-27.44,BB 20 SMA Xover Mtm,['CPB', 'EOG']
EOG,LONG,2013-12-20,83.49,47,No-Exit,0.0,0.0,2014-01-14,82.03,-68.62,-68.62,BB 20 SMA Xover Mtm,['CPB']
CPB,LONG,2013-12-09,42.85,2004,No-Exit,0.0,0.0,2014-02-05,39.62,-6472.92,-6472.92,BB 20 SMA Xover Mtm,[]
AAPL,LONG,2014-02-11,76.33,1041,No-Exit,0.0,0.0,2014-02-19,76.72,405.99,405.99,BB 20 SMA Xover Mtm,[]
PCLN,SHORT,2014-03-14,1286.73,62,No-Exit,0.0,0.0,2014-03-31,1205.46,5038.74,5038.74,BB 20 SMA Xover Mtm,['CMG', 'AMZN']
AMZN,SHORT-SPY-NULL,2014-03-24,357.01,225,No-Exit,0.0,0.0,2014-04-01,343.43,3055.50,0.0,BB 20 SMA Xover Mtm,['CMG']
CMG,SHORT-SPY-NULL,2014-03-26,564.97,146,No-Exit,0.0,0.0,2014-04-09,555.36,1403.06,0.0,BB 20 SMA Xover Mtm,['AAPL']
AAPL,SHORT,2014-04-07,75.21,1172,No-Exit,0.0,0.0,2014-04-23,75.58,-433.64,-433.64,BB 20 SMA Xover Mtm,['PCLN']
PCLN,LONG,2014-04-17,1224.37,63,No-Exit,0.0,0.0,2014-04-25,1158.05,-4178.16,-4178.16,BB 20 SMA Xover Mtm,[]
NFLX,LONG,2014-05-05,344.06,6,No-Exit,0.0,0.0,2014-05-07,320.68,-140.28,-140.28,BB 20 SMA Xover Mtm,['AGN', 'MSI']
AGN,LONG,2014-05-01,206.37,409,No-Exit,0.0,0.0,2014-05-08,195.83,-4310.86,-4310.86,BB 20 SMA Xover Mtm,['MSI']
MSI,LONG,2014-05-05,66.17,32,No-Exit,0.0,0.0,2014-05-15,66.69,16.64,16.64,BB 20 SMA Xover Mtm,['CRM']
AMZN,LONG,2014-05-22,308.06,19,No-Exit,0.0,0.0,2014-06-13,327.05,360.81,360.81,BB 20 SMA Xover Mtm,['CRM']
CRM,LONG,2014-05-13,53.96,1450,No-Exit,0.0,0.0,2014-06-20,57.01,4422.50,4422.50,BB 20 SMA Xover Mtm,[]
THC,LONG,2014-07-17,49.20,1724,No-Exit,0.0,0.0,2014-07-30,53.07,6671.88,6671.88,BB 20 SMA Xover Mtm,['TSN']
TSN,SHORT-SPY-NULL,2014-07-30,38.78,109,No-Exit,0.0,0.0,2014-08-12,37.30,161.32,0.0,BB 20 SMA Xover Mtm,[]
NFLX,SHORT,2014-09-16,448.40,184,No-Exit,0.0,0.0,2014-10-03,456.81,-1547.44,-1547.44,BB 20 SMA Xover Mtm,['JNJ', 'AAPL']
JNJ,SHORT,2014-10-02,103.26,836,No-Exit,0.0,0.0,2014-10-20,98.83,3703.48,3703.48,BB 20 SMA Xover Mtm,['AAPL']
AAPL,SHORT,2014-09-04,97.95,932,No-Exit,0.0,0.0,2014-10-21,103.02,-4725.24,-4725.24,BB 20 SMA Xover Mtm,[]
AMZN,LONG,2014-11-11,308.16,278,No-Exit,0.0,0.0,2014-12-01,331.69,6541.34,6541.34,BB 20 SMA Xover Mtm,['PCLN']
AAPL,SHORT,2014-12-09,110.19,817,No-Exit,0.0,0.0,2014-12-18,111.87,-1372.56,-1372.56,BB 20 SMA Xover Mtm,['PCLN']
PCLN,SHORT,2014-11-05,1086.72,81,No-Exit,0.0,0.0,2014-12-22,1117.89,-2524.77,-2524.77,BB 20 SMA Xover Mtm,[]
