Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,StopLoss-Exit-Date,StopLoss-Exit-Price,StopLoss-Exit-PorL,Profit-Exit-Date,Profit-Exit-Price,Profit-Exit-PorL,Exit-Date,Exit-Price,PorL,Actual-PorL,Current-Pos
AAPL,SHORT,2007-11-12,22.18,1713,2007-11-12,22.36,-313.87,2007-11-12,21.9,463.46,2007-11-13,21.76,712.69,-313.87,[]
AAPL,SHORT,2008-01-07,24.17,1583,No-Exit,0,0,2008-01-07,23.9,428.29,2008-01-29,17.74,10180.4,428.29,[]
AAPL,SHORT,2008-06-23,23.32,1806,No-Exit,0,0,No-Exit,0,0,2008-06-25,24.02,-1259.54,-1259.54,[]
AAPL,SHORT,2008-09-05,21.45,1917,No-Exit,0,0,2008-09-08,21.18,518.65,2008-09-25,17.56,7466.01,518.65,[]
AAPL,SHORT,2009-12-07,26.12,1703,2009-12-07,26.15,-55.3,2009-12-07,25.85,460.75,2009-12-08,25.62,857,-55.3,[]
AAPL,SHORT,2010-05-20,32.62,1374,No-Exit,0,0,2010-05-20,32.35,371.74,2010-05-24,33.45,-1143.29,371.74,[]
AAPL,SHORT,2010-08-12,33.37,1327,No-Exit,0,0,No-Exit,0,0,2010-08-17,33.83,-608.55,-608.55,[]
AAPL,SHORT,2011-04-15,44.25,997,No-Exit,0,0,2011-04-18,43.98,269.74,2011-04-19,45.46,-1201.33,269.74,[]
AAPL,SHORT,2011-05-20,45.4,962,No-Exit,0,0,2011-05-23,45.13,260.27,2011-05-24,45.39,16.12,260.27,[]
AAPL,SHORT,2011-10-05,49.73,878,2011-10-05,50.84,-976.24,2011-10-05,49.46,237.55,2011-10-06,50.84,-976.24,-976.24,[]
AAPL,SHORT,2011-11-17,51.46,842,No-Exit,0,0,2011-11-17,51.18,227.81,2011-11-29,50.97,412.81,227.81,[]
AAPL,SHORT,2012-04-17,78.2,556,2012-04-17,80.5,-1282.03,2012-04-17,77.93,150.43,2012-04-18,83.02,-2682.89,-1282.03,[]
AAPL,SHORT,2012-04-20,78.82,538,No-Exit,0,0,2012-04-20,78.55,145.56,2012-04-24,76.11,1460.62,145.56,[]
AAPL,SHORT,2012-10-02,88.51,486,No-Exit,0,0,No-Exit,0,0,2012-10-04,91.3,-1357.04,-1357.04,[]
AAPL,SHORT,2013-01-15,68.02,621,No-Exit,0,0,2013-01-15,67.74,169.53,2013-01-16,68.79,-477.24,169.53,[]
AAPL,SHORT,2013-06-13,59.28,714,No-Exit,0,0,2013-06-19,59.01,197.33,2013-07-01,55.65,2596.97,197.33,[]
AAPL,SHORT,2014-01-29,70.51,567,No-Exit,0,0,2014-01-29,70.23,158.67,2014-02-05,71.36,-480.76,158.67,[]
AAPL,SHORT,2014-04-08,73.58,586,No-Exit,0,0,2014-04-08,73.3,164.96,2014-04-09,74.5,-535.23,164.96,[]
AAPL,SHORT,2014-12-15,109.38,392,2014-12-15,111.46,-815.36,2014-12-15,107.38,784,2014-12-18,111.87,-976.08,-815.36,[]
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,11,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,57.8947368421,
