Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,StopLoss-Exit-Date,StopLoss-Exit-Price,StopLoss-Exit-PorL,Profit-Exit-Date,Profit-Exit-Price,Profit-Exit-PorL,Exit-Date,Exit-Price,PorL,Actual-PorL,Strategy,Current-Pos
MA,SHORT,2009-03-03,15.03,6322,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2009-03-11,15.02,14.81,14.81,BB 20 SMA Xover Mtm,[]
MA,LONG,2009-03-13,15.80,6034,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2009-03-30,16.43,3825.56,3825.56,BB 20 SMA Xover Mtm,[]
MA,LONG,2009-06-01,17.75,5580,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2009-06-03,16.70,-5866.42,-5866.42,BB 20 SMA Xover Mtm,[]
MA,LONG,2009-06-11,17.49,5348,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2009-06-15,16.43,-5682.78,-5682.78,BB 20 SMA Xover Mtm,[]
MA,SHORT,2009-07-08,16.06,5459,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2009-07-15,16.84,-4270.30,-4270.30,BB 20 SMA Xover Mtm,[]
MA,LONG,2009-10-12,21.86,3890,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2009-10-26,22.42,2194.12,2194.12,BB 20 SMA Xover Mtm,[]
MA,LONG,2010-01-14,25.68,3337,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2010-01-21,25.99,1026.37,1026.37,BB 20 SMA Xover Mtm,[]
MA,SHORT,2010-01-25,25.12,3450,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2010-01-27,25.59,-1623.44,-1623.44,BB 20 SMA Xover Mtm,[]
MA,LONG,2010-03-02,23.33,3648,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2010-03-16,24.75,5160.95,5160.95,BB 20 SMA Xover Mtm,[]
MA,SHORT,2010-04-28,25.42,3541,No-Exit,0.0,0.0,2010-05-06,23.42,7082.00,2010-05-13,23.27,7617.71,7082.00,BB 20 SMA Xover Mtm,[]
MA,LONG,2010-06-14,20.68,4736,No-Exit,0.0,0.0,2010-06-21,22.68,9472.00,2010-06-24,21.77,5166.98,9472.00,BB 20 SMA Xover Mtm,[]
MA,SHORT,2010-06-30,20.25,5046,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2010-07-07,20.69,-2209.03,-2209.03,BB 20 SMA Xover Mtm,[]
MA,SHORT,2010-07-19,19.67,5087,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2010-07-22,20.84,-5937.22,-5937.22,BB 20 SMA Xover Mtm,[]
