Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,StopLoss-Exit-Date,StopLoss-Exit-Price,StopLoss-Exit-PorL,Exit-Date,Exit-Price,PorL,Actual-PorL,Strategy,Current-Pos
AAPL,SHORT,2009-12-01,28.27,3360,2009-12-01,28.94,-2251.20,2009-12-09,27.89,1276.80,-2251.20,BB 20 SMA Xover Mtm,[]
EOG,LONG,2009-12-15,45.65,2107,No-Exit,0.0,0.0,2009-12-29,49.49,8090.88,8090.88,BB 20 SMA Xover Mtm,['FDX', 'AAPL']
AAPL,LONG,2009-12-22,28.60,157,No-Exit,0.0,0.0,2009-12-30,29.83,193.56,193.56,BB 20 SMA Xover Mtm,['FDX']
FDX,SHORT,2009-12-18,83.63,57,No-Exit,0.0,0.0,2010-01-12,86.44,-160.17,-160.17,BB 20 SMA Xover Mtm,['PCLN']
PCLN,SHORT,2010-01-07,216.89,478,No-Exit,0.0,0.0,2010-01-20,210.86,2882.34,2882.34,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2010-01-22,29.43,3624,No-Exit,0.0,0.0,2010-02-03,28.10,4819.92,4819.92,BB 20 SMA Xover Mtm,[]
QCOM,LONG,2010-03-04,39.08,2846,No-Exit,0.0,0.0,2010-03-29,41.77,7655.74,7655.74,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2010-05-07,34.82,3402,No-Exit,0.0,0.0,2010-05-11,36.61,-6104.16,-6104.16,BB 20 SMA Xover Mtm,[]
AAPL,LONG,2010-05-28,37.06,3084,No-Exit,0.0,0.0,2010-06-10,34.98,-6409.48,-6409.48,BB 20 SMA Xover Mtm,[]
FSLR,LONG,2010-06-16,118.44,45,No-Exit,0.0,0.0,2010-06-21,122.22,170.10,170.10,BB 20 SMA Xover Mtm,['RIG', 'AAPL', 'PCLN']
AAPL,LONG,2010-06-14,36.58,2915,No-Exit,0.0,0.0,2010-06-23,38.50,5596.80,5596.80,BB 20 SMA Xover Mtm,['RIG', 'PCLN']
PCLN,LONG,2010-06-17,198.87,1,No-Exit,0.0,0.0,2010-06-23,189.30,-9.57,-9.57,BB 20 SMA Xover Mtm,['RIG']
RIG,LONG,2010-06-21,55.45,1,No-Exit,0.0,0.0,2010-06-29,49.01,-6.44,-6.44,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2010-06-30,36.23,3094,No-Exit,0.0,0.0,2010-07-07,36.68,-1392.30,-1392.30,BB 20 SMA Xover Mtm,[]
AMZN,LONG,2010-07-13,120.71,917,No-Exit,0.0,0.0,2010-07-15,119.45,-1155.42,-1155.42,BB 20 SMA Xover Mtm,[]
CMG,LONG,2010-07-26,146.96,746,No-Exit,0.0,0.0,2010-08-06,148.29,992.18,992.18,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2010-08-12,35.24,3126,No-Exit,0.0,0.0,2010-08-30,35.05,598.41,598.41,BB 20 SMA Xover Mtm,[]
EOG,LONG,2010-09-13,46.58,2388,No-Exit,0.0,0.0,2010-09-17,44.24,-5575.98,-5575.98,BB 20 SMA Xover Mtm,[]
BLK,LONG,2010-11-12,172.91,612,No-Exit,0.0,0.0,2010-11-23,163.95,-5483.52,-5483.52,BB 20 SMA Xover Mtm,[]
