FDX,SHORT,2009-11-02,70.24,457,No-Exit,0,0,No-Exit,0,0,2009-11-04,73.25,-1375.79,-1375.79,['CP'],,,,,
CP,SHORT,2009-10-27,41.5,803,No-Exit,0,0,2009-10-28,39.64,1495.18,2009-11-04,43.11,-1288.94,1495.18,[],,,,,
AAPL,SHORT,2009-12-07,26.12,1225,2009-12-07,26.15,-38.95,2009-12-07,25.85,331.43,2009-12-08,25.62,617.28,-38.95,['NFLX'],,,,,
NFLX,SHORT,2009-12-07,55.92,343,No-Exit,0,0,No-Exit,0,0,2009-12-15,56.71,-270.97,-270.97,[],,,,,
CP,SHORT,2010-05-06,51.72,627,No-Exit,0,0,2010-05-06,49.85,1172.62,2010-05-10,53.39,-1047.09,1172.62,[],,,,,
AGN,SHORT,2010-05-10,41.67,755,2010-05-10,43.68,-1517.55,No-Exit,0,0,2010-05-11,43.05,-1041.9,-1517.55,[],,,,,
AAPL,SHORT,2010-05-20,32.62,969,No-Exit,0,0,2010-05-20,32.35,262.17,2010-05-24,33.45,-805.58,262.17,[],,,,,
FDX,SHORT,2010-06-07,76.27,410,No-Exit,0,0,2010-06-08,74.32,798.21,2010-06-09,77.27,-410.07,798.21,[],,,,,
NFLX,SHORT,2010-07-01,105.71,295,No-Exit,0,0,2010-07-01,103.71,590,2010-07-02,110.99,-1557.6,590,[],,,,,
AAPL,SHORT,2010-08-16,33.43,915,No-Exit,0,0,No-Exit,0,0,2010-08-17,33.83,-366.12,-366.12,[],,,,,
IWM,SHORT,2010-08-20,56.78,447,No-Exit,0,0,No-Exit,0,0,2010-08-25,56.4,169.86,169.86,['UNP', 'CP', 'GOOGL'],,,
CP,SHORT,2010-08-20,52.48,232,No-Exit,0,0,No-Exit,0,0,2010-08-27,54.87,-554.48,-554.48,['UNP', 'GOOGL'],,,,
