Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,StopLoss-Exit-Date,StopLoss-Exit-Price,StopLoss-Exit-PorL,Exit-Date,Exit-Price,PorL,Actual-PorL,Strategy,Current-Pos
CRM,LONG,2007-09-07,10.77,8823,No-Exit,0.0,0.0,2007-09-17,11.40,5588.49,5588.49,BB 20 SMA Xover Mtm,[]
CRM,SHORT,2007-10-22,12.83,7752,No-Exit,0.0,0.0,2007-10-31,13.50,-5213.22,-5213.22,BB 20 SMA Xover Mtm,[]
CRM,SHORT,2007-11-27,12.89,7394,No-Exit,0.0,0.0,2007-11-30,14.26,-10116.10,-10116.10,BB 20 SMA Xover Mtm,[]
CRM,SHORT,2008-01-07,14.48,5885,No-Exit,0.0,0.0,2008-01-11,13.89,3472.15,3472.15,BB 20 SMA Xover Mtm,[]
CRM,SHORT,2008-04-15,14.87,5986,No-Exit,0.0,0.0,2008-04-18,16.32,-8667.58,-8667.58,BB 20 SMA Xover Mtm,[]
CRM,SHORT,2008-06-25,17.54,4607,No-Exit,0.0,0.0,2008-07-01,17.33,973.46,973.46,BB 20 SMA Xover Mtm,[]
CRM,LONG,2009-06-10,10.00,8178,No-Exit,0.0,0.0,2009-06-18,9.90,-830.07,-830.07,BB 20 SMA Xover Mtm,[]
CRM,SHORT,2009-06-23,9.23,8768,No-Exit,0.0,0.0,2009-07-09,9.31,-698.59,-698.59,BB 20 SMA Xover Mtm,[]
CRM,SHORT,2009-08-19,10.94,7322,No-Exit,0.0,0.0,2009-08-21,12.91,-14442.65,-14442.65,BB 20 SMA Xover Mtm,[]
CRM,SHORT,2009-10-28,14.69,4530,No-Exit,0.0,0.0,2009-11-05,15.06,-1687.65,-1687.65,BB 20 SMA Xover Mtm,[]
CRM,SHORT,2009-12-09,15.87,4092,No-Exit,0.0,0.0,2009-12-18,16.61,-3006.80,-3006.80,BB 20 SMA Xover Mtm,[]
CRM,SHORT,2010-05-07,20.02,3101,No-Exit,0.0,0.0,2010-05-11,21.44,-4409.62,-4409.62,BB 20 SMA Xover Mtm,[]
CRM,SHORT,2010-05-17,20.97,2761,No-Exit,0.0,0.0,2010-05-21,20.92,142.74,142.74,BB 20 SMA Xover Mtm,[]
CRM,SHORT,2010-06-25,22.53,2576,No-Exit,0.0,0.0,2010-07-02,21.83,1809.38,1809.38,BB 20 SMA Xover Mtm,[]
CRM,SHORT,2010-08-12,23.93,2466,No-Exit,0.0,0.0,2010-08-20,26.06,-5271.07,-5271.07,BB 20 SMA Xover Mtm,[]
CRM,SHORT,2010-11-17,27.48,1992,No-Exit,0.0,0.0,2010-11-18,29.11,-3250.20,-3250.20,BB 20 SMA Xover Mtm,[]
CRM,LONG,2011-01-06,36.04,1439,No-Exit,0.0,0.0,2011-01-19,35.38,-944.24,-944.24,BB 20 SMA Xover Mtm,[]
CRM,SHORT,2011-06-08,35.15,1444,No-Exit,0.0,0.0,2011-06-21,35.23,-110.36,-110.36,BB 20 SMA Xover Mtm,[]
CRM,LONG,2011-09-08,31.68,1599,No-Exit,0.0,0.0,2011-09-20,32.77,1750.83,1750.83,BB 20 SMA Xover Mtm,[]
CRM,LONG,2011-10-11,31.75,1648,No-Exit,0.0,0.0,2011-10-18,31.31,-726.27,-726.27,BB 20 SMA Xover Mtm,[]
CRM,SHORT-SPY-NULL,2011-11-10,31.87,1620,No-Exit,0.0,0.0,2011-11-15,34.06,-3551.36,0.0,BB 20 SMA Xover Mtm,[]
CRM,SHORT,2011-11-18,29.86,1546,No-Exit,0.0,0.0,2011-11-28,27.28,3988.68,3988.68,BB 20 SMA Xover Mtm,[]
CRM,LONG,2012-01-11,26.46,1967,No-Exit,0.0,0.0,2012-01-27,28.81,4628.40,4628.40,BB 20 SMA Xover Mtm,[]
CRM,LONG,2012-07-19,34.06,1657,No-Exit,0.0,0.0,2012-07-25,31.38,-4447.72,-4447.72,BB 20 SMA Xover Mtm,[]
CRM,LONG,2012-08-07,33.51,1558,No-Exit,0.0,0.0,2012-08-22,36.44,4563.81,4563.81,BB 20 SMA Xover Mtm,[]
CRM,LONG,2013-04-24,41.49,1363,No-Exit,0.0,0.0,2013-05-22,46.43,6732.13,6732.13,BB 20 SMA Xover Mtm,[]
CRM,SHORT,2013-10-09,49.64,1268,No-Exit,0.0,0.0,2013-10-17,52.94,-4188.20,-4188.20,BB 20 SMA Xover Mtm,[]
CRM,LONG,2013-12-19,53.89,1094,No-Exit,0.0,0.0,2013-12-30,54.27,411.78,411.78,BB 20 SMA Xover Mtm,[]
CRM,LONG,2014-05-13,53.96,1100,No-Exit,0.0,0.0,2014-05-22,50.29,-4041.73,-4041.73,BB 20 SMA Xover Mtm,[]
CRM,LONG,2014-12-19,59.92,926,No-Exit,0.0,0.0,2014-12-30,59.85,-66.02,-66.02,BB 20 SMA Xover Mtm,[]
