Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,StopLoss-Exit-Date,StopLoss-Exit-Price,StopLoss-Exit-PorL,Exit-Date,Exit-Price,PorL,Actual-PorL,Strategy,Current-Pos
CRM,SHORT-SPY-NULL,2011-11-18,29.86,1521,No-Exit,0.0,0.0,2011-11-28,27.28,3924.18,0.0,BB 20 SMA Xover Mtm,['PCLN']
PCLN,SHORT,2011-11-18,508.27,93,No-Exit,0.0,0.0,2011-11-28,482.65,2382.66,2382.66,BB 20 SMA Xover Mtm,[]
NFLX,LONG,2011-12-13,76.01,66,No-Exit,0.0,0.0,2011-12-19,68.83,-473.88,-473.88,BB 20 SMA Xover Mtm,['AAPL']
AAPL,LONG,2011-12-02,55.97,1804,No-Exit,0.0,0.0,2012-01-12,59.86,7017.56,7017.56,BB 20 SMA Xover Mtm,['FFIV', 'CRM']
CRM,LONG,2012-01-11,26.46,9,No-Exit,0.0,0.0,2012-01-27,28.81,21.17,21.17,BB 20 SMA Xover Mtm,['FFIV']
FFIV,LONG,2012-01-10,111.99,41,No-Exit,0.0,0.0,2012-01-27,117.00,205.41,205.41,BB 20 SMA Xover Mtm,[]
NFLX,LONG,2012-03-20,115.47,45,No-Exit,0.0,0.0,2012-03-28,120.25,215.10,215.10,BB 20 SMA Xover Mtm,['AGN']
AGN,LONG,2012-02-15,60.79,1770,No-Exit,0.0,0.0,2012-04-04,66.39,9912.00,9912.00,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2012-04-16,85.60,1367,No-Exit,0.0,0.0,2012-04-24,80.37,7145.50,7145.50,BB 20 SMA Xover Mtm,['CMG']
CMG,SHORT,2012-04-23,413.90,277,No-Exit,0.0,0.0,2012-05-01,421.41,-2080.27,-2080.27,BB 20 SMA Xover Mtm,[]
CTXS,SHORT,2012-05-11,77.57,1400,No-Exit,0.0,0.0,2012-05-21,77.88,-434.00,-434.00,BB 20 SMA Xover Mtm,['DISCA']
AAPL,LONG,2012-05-24,82.32,1342,No-Exit,0.0,0.0,2012-06-04,78.77,-4764.10,-4764.10,BB 20 SMA Xover Mtm,['DISCA']
