Period,# of trades,winning trades,Simulated PorL,PorL,winning percent,# of long trades,long winning trades,long winning percent,# of short trades,short winning trades,short winning percent
01/01/2007--12/27/2007,4.0,4.0,946.97,3317.27,100.0,3.0,3.0,100.0,1.0,1.0,100.0
01/31/2007--01/26/2008,4.0,4.0,318.15000000000003,505.4599999999999,100.0,2.0,2.0,100.0,2.0,2.0,100.0
03/02/2007--02/25/2008,4.0,4.0,318.15000000000003,505.4599999999999,100.0,2.0,2.0,100.0,2.0,2.0,100.0
04/01/2007--03/26/2008,5.0,5.0,972.94,-16233.330000000002,100.0,3.0,3.0,100.0,2.0,2.0,100.0
05/01/2007--04/25/2008,7.0,7.0,1067.42,-4921.37,100.0,5.0,5.0,100.0,2.0,2.0,100.0
05/31/2007--05/25/2008,6.0,5.0,222.81,531.53,83.33333333333334,4.0,3.0,75.0,2.0,2.0,100.0
06/30/2007--06/24/2008,8.0,7.0,942.8,-4646.79,87.5,6.0,5.0,83.33333333333334,2.0,2.0,100.0
07/30/2007--07/24/2008,10.0,7.0,915.27,-7882.119999999999,70.0,6.0,5.0,83.33333333333334,4.0,2.0,50.0
08/29/2007--08/23/2008,9.0,5.0,88.52000000000001,496.87999999999994,55.55555555555556,5.0,3.0,60.0,4.0,2.0,50.0
09/28/2007--09/22/2008,9.0,5.0,13.860000000000003,-789.2,55.55555555555556,4.0,2.0,50.0,5.0,3.0,60.0
10/28/2007--10/22/2008,11.0,6.0,319.94999999999993,-33756.51,54.54545454545454,6.0,4.0,66.66666666666666,5.0,2.0,40.0
11/27/2007--11/21/2008,11.0,6.0,338.38,-40114.75,54.54545454545454,6.0,4.0,66.66666666666666,5.0,2.0,40.0
12/27/2007--12/21/2008,7.0,2.0,-1386.4299999999998,-1173.97,28.57142857142857,3.0,1.0,33.33333333333333,4.0,1.0,25.0
01/26/2008--01/20/2009,7.0,2.0,-1386.4299999999998,-1186.19,28.57142857142857,3.0,1.0,33.33333333333333,4.0,1.0,25.0
02/25/2008--02/19/2009,10.0,5.0,-574.1899999999999,-8309.51,50.0,6.0,4.0,66.66666666666666,4.0,1.0,25.0
03/26/2008--03/21/2009,9.0,3.0,-1416.53,-1064.21,33.33333333333333,4.0,2.0,50.0,5.0,1.0,20.0
