Date,Open,High,Low,Close,Volume,Adj Close
2012-12-31,89.38,93.50,89.01,92.59,2582700,92.59
2012-12-28,89.80,90.55,88.90,89.33,1589000,89.33
2012-12-27,90.59,91.44,88.54,90.50,2128300,90.50
2012-12-26,89.84,92.90,89.38,90.65,2166700,90.65
2012-12-24,91.56,91.85,89.30,90.23,1027600,90.23
2012-12-21,92.05,92.88,91.11,91.34,4061500,91.34
2012-12-20,94.33,94.50,92.65,93.50,2373100,93.50
2012-12-19,96.60,97.80,93.45,93.98,4382100,93.98
2012-12-18,94.97,97.55,94.25,95.64,4192600,95.64
2012-12-17,92.97,94.99,92.11,94.70,3094400,94.70
2012-12-14,92.67,94.69,92.00,93.30,3958100,93.30
2012-12-13,90.85,93.32,89.87,92.56,4123700,92.56
2012-12-12,86.27,93.15,85.94,90.73,7847000,90.73
2012-12-11,85.30,87.23,84.40,86.08,2289800,86.08
2012-12-10,86.00,87.00,84.50,84.80,2046100,84.80
2012-12-07,88.27,89.78,85.29,85.98,4968600,85.98
2012-12-06,82.20,88.56,81.70,86.17,5443400,86.17
2012-12-05,86.60,87.58,82.92,83.37,8479700,83.37
2012-12-04,75.51,88.00,74.50,86.65,14536800,86.65
2012-12-03,81.85,81.97,75.50,76.00,4171100,76.00
2012-11-30,80.50,81.71,79.33,81.71,2140900,81.71
2012-11-29,82.39,82.78,80.80,81.38,1639000,81.38
2012-11-28,82.75,83.57,81.81,82.23,2070800,82.23
2012-11-27,82.03,83.50,81.56,83.08,2217800,83.08
2012-11-26,82.60,82.88,80.07,82.06,1926300,82.06
2012-11-23,83.41,83.75,82.18,82.95,1199500,82.95
2012-11-21,82.50,84.56,82.50,83.00,1555700,83.00
2012-11-20,81.51,83.70,81.12,82.40,2191500,82.40
2012-11-19,82.01,82.99,80.15,81.36,3323900,81.36
2012-11-16,81.28,83.10,80.32,80.90,4594900,80.90
2012-11-15,80.11,81.90,79.50,81.48,2485800,81.48
2012-11-14,80.00,81.32,78.75,79.78,3844400,79.78
2012-11-13,77.84,80.94,77.34,79.61,3881500,79.61
2012-11-12,79.00,80.31,78.01,78.19,2618600,78.19
2012-11-09,76.31,78.88,76.11,77.90,3324700,77.90
2012-11-08,78.15,80.33,75.79,75.97,4768800,75.97
2012-11-07,76.43,79.25,76.43,77.68,4442800,77.68
2012-11-06,77.06,79.95,75.71,76.37,5586100,76.37
2012-11-05,74.57,78.94,74.50,78.24,4145200,78.24
2012-11-02,77.25,79.85,75.97,76.90,4235800,76.90
2012-11-01,77.85,79.69,74.65,77.69,8952800,77.69
2012-10-31,66.41,84.95,65.55,79.24,15329800,79.24
2012-10-26,61.55,70.24,60.49,69.58,14776200,69.58
2012-10-25,60.05,61.67,59.90,61.51,4720900,61.51
2012-10-24,57.86,61.00,57.40,60.12,14294300,60.12
2012-10-23,67.30,69.15,66.06,68.22,9071200,68.22
2012-10-22,64.36,69.73,64.29,67.88,6525500,67.88
2012-10-19,67.19,67.50,64.26,64.98,3268800,64.98
2012-10-18,68.49,69.84,66.95,67.36,3828200,67.36
2012-10-17,66.01,68.82,65.64,68.52,3780600,68.52
2012-10-16,64.90,66.21,63.76,66.05,4186000,66.05
2012-10-15,65.15,65.18,63.40,64.76,2963600,64.76
2012-10-12,65.80,66.60,63.76,64.33,2958600,64.33
2012-10-11,66.90,67.10,65.23,65.98,3144800,65.98
2012-10-10,65.83,67.93,65.13,65.50,5534700,65.50
2012-10-09,68.90,69.48,65.40,65.53,11735000,65.53
2012-10-08,71.39,74.23,70.12,73.52,13182900,73.52
2012-10-05,67.06,68.20,65.12,66.56,8452900,66.56
2012-10-04,62.65,67.27,62.61,66.67,13088100,66.67
2012-10-03,58.39,62.65,58.25,62.58,10866400,62.58
2012-10-02,56.45,57.29,55.30,56.46,3084200,56.46
2012-10-01,54.60,56.60,54.34,56.05,4395100,56.05
2012-09-28,55.04,55.81,54.22,54.44,2276100,54.44
2012-09-27,55.86,56.10,54.16,55.55,3050100,55.55
2012-09-26,53.99,55.93,53.05,55.13,5232200,55.13
2012-09-25,56.75,56.96,53.70,53.80,5979800,53.80
2012-09-24,56.86,57.84,56.29,56.39,3380200,56.39
2012-09-21,59.43,59.72,57.41,57.79,4296400,57.79
2012-09-20,56.42,58.79,56.40,58.74,5316800,58.74
2012-09-19,56.74,57.90,55.70,57.04,5049800,57.04
2012-09-18,57.29,58.32,55.82,56.06,4328300,56.06
2012-09-17,58.98,59.00,56.77,57.02,5182700,57.02
2012-09-14,58.50,61.42,58.30,60.52,4723900,60.52
2012-09-13,56.87,58.18,56.09,58.00,3498700,58.00
2012-09-12,57.50,58.53,56.56,57.21,3156700,57.21
2012-09-11,55.90,57.37,55.10,57.16,4720000,57.16
2012-09-10,56.34,57.03,55.61,55.92,3556100,55.92
2012-09-07,56.68,57.80,55.85,56.66,4231100,56.66
2012-09-06,55.61,56.79,54.16,56.65,5328200,56.65
2012-09-05,55.60,55.68,54.33,54.96,5509300,54.96
2012-09-04,58.00,58.00,53.13,55.93,12488100,55.93
2012-08-31,61.31,61.53,59.09,59.72,4222900,59.72
2012-08-30,63.16,63.38,60.17,60.48,2668500,60.48
2012-08-29,63.05,63.85,62.55,63.44,2237200,63.44
2012-08-28,62.24,63.59,62.17,62.95,2265600,62.95
2012-08-27,63.32,63.97,62.26,62.39,2578100,62.39
2012-08-24,63.09,63.80,61.85,63.16,3737400,63.16
2012-08-23,66.02,66.44,63.58,64.05,4654400,64.05
2012-08-22,65.12,66.40,64.80,65.40,2575800,65.40
2012-08-21,65.14,66.65,64.65,65.60,3336500,65.60
2012-08-20,63.64,65.35,62.16,64.24,3808400,64.24
2012-08-17,64.88,65.52,63.51,63.69,3200800,63.69
2012-08-16,63.46,64.59,62.80,64.31,2518700,64.31
2012-08-15,62.03,63.68,61.82,63.26,4406300,63.26
2012-08-14,60.62,63.10,59.97,61.76,6874200,61.76
2012-08-13,61.22,61.25,58.50,59.91,4760700,59.91
2012-08-10,57.66,60.56,56.90,59.90,5004600,59.90
2012-08-09,57.59,58.45,57.25,57.91,2356100,57.91
2012-08-08,57.57,58.89,57.17,57.80,2599200,57.80
2012-08-07,56.95,59.47,56.55,57.90,4395700,57.90
2012-08-06,54.54,57.17,54.11,56.79,4075400,56.79
2012-08-03,54.86,55.48,52.81,53.91,5327900,53.91
2012-08-02,54.28,55.69,53.29,53.87,3420800,53.87
2012-08-01,57.43,57.78,54.10,54.50,4833200,54.50
2012-07-31,57.45,58.32,56.61,56.85,2474400,56.85
2012-07-30,58.93,59.96,56.33,57.75,4276100,57.75
2012-07-27,57.36,59.27,57.00,58.92,5429900,58.92
2012-07-26,59.31,59.46,56.14,57.01,11393800,57.01
2012-07-25,64.21,66.80,59.20,60.28,24781500,60.28
2012-07-24,81.07,82.47,77.81,80.39,9242900,80.39
2012-07-23,80.73,81.22,78.50,79.94,4423600,79.94
2012-07-20,82.66,83.52,81.50,81.82,3481400,81.82
2012-07-19,81.96,84.83,81.52,83.12,4161900,83.12
2012-07-18,81.25,82.91,80.74,81.27,3082300,81.27
2012-07-17,83.25,83.49,80.67,81.78,3974400,81.78
2012-07-16,85.11,85.55,82.63,82.98,2992400,82.98
2012-07-13,85.78,86.65,83.92,84.90,5576000,84.90
2012-07-12,81.52,85.50,80.50,84.97,5921100,84.97
2012-07-11,80.10,84.87,79.88,81.64,6149200,81.64
2012-07-10,83.72,83.80,79.53,80.23,5034600,80.23
2012-07-09,82.98,84.19,80.15,82.99,6180400,82.99
2012-07-06,83.74,85.40,80.22,81.89,12180200,81.89
2012-07-05,74.33,82.90,74.26,81.72,14928300,81.72
2012-07-03,68.49,72.78,67.71,72.04,3608800,72.04
2012-07-02,68.77,68.90,67.25,67.85,1856100,67.85
2012-06-29,68.30,68.76,66.83,68.49,2855900,68.49
2012-06-28,66.10,68.06,65.78,67.36,2155800,67.36
2012-06-27,67.03,67.25,65.60,66.49,2197600,66.49
2012-06-26,67.21,67.71,66.34,66.80,2230200,66.80
2012-06-25,67.81,69.53,66.40,67.03,4392300,67.03
2012-06-22,66.24,68.27,65.70,67.86,2582100,67.86
2012-06-21,68.26,68.44,65.75,65.84,2527200,65.84
2012-06-20,69.48,69.55,67.61,68.16,3805500,68.16
2012-06-19,66.90,70.48,66.55,69.83,3958100,69.83
2012-06-18,65.06,66.95,64.79,66.73,3285400,66.73
2012-06-15,63.27,65.93,62.73,65.79,4717500,65.79
2012-06-14,62.79,63.15,61.02,62.66,3733900,62.66
2012-06-13,62.60,64.44,62.13,62.83,2560700,62.83
2012-06-12,63.26,64.36,62.35,63.02,2971100,63.02
2012-06-11,66.39,66.59,62.98,63.00,3277300,63.00
2012-06-08,64.37,66.12,63.73,65.64,3145300,65.64
2012-06-07,66.60,66.90,64.41,64.64,3006500,64.64
2012-06-06,65.66,68.37,65.15,65.88,4382400,65.88
2012-06-05,65.01,66.33,64.25,64.83,3435500,64.83
2012-06-04,63.25,65.24,62.37,65.00,5041600,65.00
2012-06-01,60.95,63.73,60.70,62.95,5082600,62.95
2012-05-31,66.70,67.77,62.37,63.44,7686200,63.44
2012-05-30,68.48,69.00,67.00,67.34,4698700,67.34
2012-05-29,71.06,71.15,68.20,69.44,4571000,69.44
2012-05-25,70.60,73.51,69.89,70.22,4767300,70.22
2012-05-24,71.52,71.69,69.50,70.27,2963200,70.27
2012-05-23,67.47,72.15,67.17,71.91,6300000,71.91
2012-05-22,71.80,72.40,67.25,67.71,5716400,67.71
2012-05-21,69.85,72.19,67.55,71.74,3591900,71.74
2012-05-18,72.30,72.75,65.36,69.96,4202200,69.96
2012-05-17,74.25,74.41,71.90,71.97,3396900,71.97
2012-05-16,77.57,78.44,73.65,74.20,5242800,74.20
2012-05-15,77.78,79.30,77.10,77.48,4474200,77.48
2012-05-14,77.13,78.65,75.61,76.96,5407100,76.96
2012-05-11,72.89,78.39,72.49,77.38,8891400,77.38
2012-05-10,74.85,74.98,72.10,72.42,3774900,72.42
2012-05-09,72.13,74.93,71.34,74.35,3731200,74.35
2012-05-08,73.07,73.31,70.58,72.79,3886200,72.79
2012-05-07,72.50,75.62,72.33,73.45,4100000,73.45
2012-05-04,75.79,76.40,72.11,73.14,9095200,73.14
2012-05-03,81.81,82.18,75.52,75.97,7573700,75.97
2012-05-02,80.74,82.98,80.16,82.23,3912000,82.23
2012-05-01,80.29,82.69,79.00,81.36,4711900,81.36
2012-04-30,82.62,82.87,79.76,80.14,7525600,80.14
2012-04-27,85.71,85.89,83.00,83.74,5147300,83.74
2012-04-26,85.60,87.84,83.81,85.07,7992700,85.07
2012-04-25,88.59,88.59,81.56,86.35,11918400,86.35
2012-04-24,86.52,90.00,86.30,87.68,16770500,87.68
2012-04-23,104.89,105.00,101.79,101.84,12039200,101.84
2012-04-20,107.52,108.17,105.67,106.11,2610800,106.11
2012-04-19,105.07,109.71,104.28,107.09,3585300,107.09
2012-04-18,106.49,108.72,106.25,106.96,3357700,106.96
2012-04-17,101.70,107.66,101.69,107.02,4444400,107.02
2012-04-16,104.61,105.00,100.40,101.15,3818200,101.15
2012-04-13,104.91,106.50,102.31,104.17,3956500,104.17
2012-04-12,101.26,104.93,99.31,104.26,4835000,104.26
2012-04-11,103.24,103.72,98.52,99.81,7474400,99.81
2012-04-10,107.32,107.80,101.80,101.92,5015000,101.92
2012-04-09,108.76,109.68,106.63,106.68,3233900,106.68
2012-04-05,109.94,111.61,109.32,110.50,3251900,110.50
2012-04-04,111.63,112.55,109.90,110.26,2966600,110.26
2012-04-03,110.82,114.25,109.75,112.96,6572100,112.96
2012-04-02,114.80,114.80,112.10,113.97,3806500,113.97
2012-03-30,115.51,117.29,114.18,115.04,4181500,115.04
2012-03-29,117.93,118.59,113.00,115.05,4661800,115.05
2012-03-28,120.25,121.00,118.34,118.81,3267800,118.81
2012-03-27,122.14,123.47,120.54,120.67,3483200,120.67
2012-03-26,121.59,122.19,119.15,121.99,4632600,121.99
2012-03-23,119.44,121.18,117.31,120.19,5390600,120.19
2012-03-22,120.03,123.48,117.87,118.73,6107800,118.73
2012-03-21,116.00,120.89,115.62,120.10,6760200,120.10
2012-03-20,113.91,116.75,113.11,115.02,4501100,115.02
2012-03-19,109.51,115.00,108.81,114.33,5299300,114.33
2012-03-16,110.26,111.71,107.56,109.96,5314100,109.96
2012-03-15,105.35,110.65,105.00,110.17,5840000,110.17
2012-03-14,105.82,105.95,102.90,105.25,5172600,105.25
2012-03-13,107.88,109.30,105.15,106.35,4391400,106.35
2012-03-12,107.75,110.75,105.55,106.20,4937100,106.20
2012-03-09,107.00,110.26,105.65,109.13,5309600,109.13
2012-03-08,105.95,108.44,104.00,108.07,6536100,108.07
2012-03-07,111.44,111.44,102.53,105.19,10971000,105.19
2012-03-06,109.49,109.58,106.00,107.13,4603100,107.13
2012-03-05,114.70,116.52,110.71,110.81,3943600,110.81
2012-03-02,112.49,117.84,111.60,115.10,5807600,115.10
2012-03-01,109.10,113.67,108.52,112.75,5268000,112.75
2012-02-29,113.08,113.89,109.76,110.73,5367000,110.73
2012-02-28,108.41,114.87,108.10,113.32,6028100,113.32
2012-02-27,108.05,110.39,106.64,109.41,6439700,109.41
2012-02-24,112.88,113.95,111.30,111.67,3869900,111.67
2012-02-23,111.55,114.15,111.16,112.99,5680300,112.99
2012-02-22,114.91,115.00,108.54,112.40,13313100,112.40
2012-02-21,123.85,126.15,116.68,117.40,11498700,117.40
2012-02-17,122.13,122.87,120.05,121.85,3704900,121.85
2012-02-16,122.21,124.13,120.00,121.91,5796500,121.91
2012-02-15,123.63,125.32,121.09,122.06,5303800,122.06
2012-02-14,118.99,124.25,118.55,123.07,7486800,123.07
2012-02-13,124.97,124.98,118.13,118.30,7507200,118.30
2012-02-10,124.05,126.25,122.87,123.93,4843000,123.93
2012-02-09,124.41,126.98,122.15,124.84,5787800,124.84
2012-02-08,125.87,127.39,123.43,124.00,7287500,124.00
2012-02-07,128.73,133.42999,126.81,127.88,11633600,127.88
2012-02-06,123.22,130.60001,121.85,129.25,11659600,129.25
2012-02-03,125.00,127.49,123.34,126.43,6684000,126.43
2012-02-02,123.50,125.75,122.25,124.00,5875200,124.00
2012-02-01,121.41,123.75,118.25,122.97,7472400,122.97
2012-01-31,124.99,125.49,117.75,120.20,12039100,120.20
