Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,StopLoss-Exit-Date,StopLoss-Exit-Price,StopLoss-Exit-PorL,Profit-Exit-Date,Profit-Exit-Price,Profit-Exit-PorL,Exit-Date,Exit-Price,PorL,Actual-PorL,Current-Pos
V,LONG,2012-09-12,130.32,25,No-Exit,0.0,0.0,2012-09-13,132.29,49.13,2012-09-17,132.11,44.76,49.13,[]
WHR,LONG,2013-01-03,103.50,657,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2013-01-04,102.90,-392.96,-392.96,[]
NFLX,LONG,2013-01-14,102.12,662,No-Exit,0.0,0.0,2013-01-14,104.12,1324.00,2013-01-16,101.82,-198.60,1324.00,[]
AMZN,LONG,2013-06-10,278.69,242,No-Exit,0.0,0.0,2013-06-10,280.69,484.00,2013-06-12,274.15,-1098.68,484.00,[]
MA,LONG,2013-09-10,63.97,1043,No-Exit,0.0,0.0,2013-09-10,64.17,207.21,2013-09-17,66.88,3038.68,207.21,[]
V,SHORT,2013-10-09,180.59,383,No-Exit,0.0,0.0,2013-10-09,178.61,-758.77,2013-10-10,184.19,-1377.08,-758.77,[]
AAPL,LONG,2013-11-27,75.04,906,No-Exit,0.0,0.0,2013-11-27,75.32,253.53,2013-12-03,78.12,2786.96,253.53,[]
CVS,LONG,2013-12-19,68.87,1025,No-Exit,0.0,0.0,2013-12-27,70.84,2020.17,2014-01-02,70.12,1285.97,2020.17,[]
V,LONG,2014-01-21,232.64,311,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2014-01-22,230.67,-614.28,-614.28,[]
GD,LONG,2014-01-23,99.19,718,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2014-01-27,96.30,-2077.49,-2077.49,[]
NXPI,LONG,2014-04-02,61.99,1127,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2014-04-03,62.29,338.10,338.10,[]
GOOGL,SHORT,2014-10-08,573.90,121,2014-10-08,579.50,-677.60,2014-10-08,571.90,-242.00,2014-10-16,527.00,5674.90,-677.60,[]
IWM,LONG,2014-10-29,113.99,658,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2014-10-30,113.07,-605.46,-605.46,[]
AGN,LONG,2014-11-19,269.86,275,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2014-11-20,264.58,-1452.00,-1452.00,[]
