Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,StopLoss-Exit-Date,StopLoss-Exit-Price,StopLoss-Exit-PorL,Profit-Exit-Date,Profit-Exit-Price,Profit-Exit-PorL,Exit-Date,Exit-Price,PorL,Actual-PorL,Current-Pos
BHI,LONG,2007-10-11,89.44,1064,No-Exit,0.0,0.0,2007-10-11,91.27,1954.01,2007-10-12,87.68,-1868.93,1954.01,[]
EOG,LONG,2007-12-07,42.82,1087,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2007-12-10,42.42,-439.22,-439.22,['FLR']
FLR,LONG,2007-12-07,73.36,634,No-Exit,0.0,0.0,2007-12-07,74.29,592.62,2007-12-10,73.12,-152.16,592.62,[]
PRGO,LONG,2008-03-19,37.21,2486,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2008-03-20,37.13,-198.88,-198.88,[]
AVY,LONG,2008-04-02,42.35,2186,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2008-04-03,42.00,-770.27,-770.27,[]
NFLX,LONG,2008-04-17,39.31,2330,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2008-04-22,33.69,-13094.60,-13094.60,[]
KSS,LONG,2008-04-24,43.24,1831,No-Exit,0.0,0.0,2008-04-25,45.05,3305.56,2008-04-29,44.92,3069.86,3305.56,[]
HOT,LONG,2008-05-02,46.95,1758,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2008-05-05,46.31,-1125.54,-1125.54,[]
RRC,LONG,2008-05-21,74.80,1083,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2008-05-22,71.01,-4101.45,-4101.45,[]
BEN,LONG,2008-07-24,29.40,43,2008-07-24,28.11,-55.47,No-Exit,0.0,0.0,2008-07-25,27.66,-74.82,-55.47,['NSC', 'GD']
GD,LONG,2008-07-24,76.01,16,2008-07-24,73.35,-42.56,No-Exit,0.0,0.0,2008-07-25,74.53,-23.74,-42.56,['NSC']
NSC,LONG,2008-07-23,57.03,1376,No-Exit,0.0,0.0,2008-07-23,58.72,2325.55,2008-07-25,58.92,2604.61,2325.55,[]
CELG,LONG,2008-08-06,38.16,2083,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2008-08-07,37.85,-645.73,-645.73,[]
HRS,SHORT,2008-10-03,36.60,2155,2008-10-03,38.60,-4310.00,No-Exit,0.0,0.0,2008-10-09,31.56,10858.04,-4310.00,[]
XOM,SHORT,2008-10-10,54.47,1554,No-Exit,0.0,0.0,2008-10-10,52.76,-2651.00,2008-10-13,55.36,-1378.52,-2651.00,[]
DHR,LONG,2008-11-05,31.03,1416,2008-11-05,29.56,-2081.52,No-Exit,0.0,0.0,2008-11-06,28.39,-3735.44,-2081.52,['PNC']
PNC,LONG,2008-11-05,64.82,678,2008-11-05,62.26,-1735.68,No-Exit,0.0,0.0,2008-11-06,60.12,-3186.44,-1735.68,[]
CB,SHORT,2008-11-20,37.17,2187,No-Exit,0.0,0.0,2008-11-21,35.46,-3749.69,2008-11-24,39.91,-5992.38,-3749.69,[]
LMT,LONG,2008-12-08,64.78,1176,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2008-12-09,64.22,-664.01,-664.01,[]
FMC,LONG,2008-12-11,22.26,1684,2008-12-11,20.66,-2694.40,No-Exit,0.0,0.0,2008-12-12,19.90,-3977.49,-2694.40,['OXY']
OXY,LONG,2008-12-11,50.56,749,No-Exit,0.0,0.0,2008-12-11,52.30,1299.37,2008-12-12,47.59,-2228.42,1299.37,[]
BEN,LONG,2009-01-05,19.78,3493,No-Exit,0.0,0.0,2009-01-06,20.37,2048.49,2009-01-07,19.14,-2235.52,2048.49,[]
NBL,SHORT,2009-02-24,21.02,1062,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2009-02-25,22.26,-1318.78,-1318.78,['LMT', 'NUE']
LMT,SHORT,2009-02-24,58.45,381,No-Exit,0.0,0.0,2009-02-25,56.86,-605.99,2009-03-03,48.86,3653.79,-605.99,['NUE']
NUE,SHORT,2009-02-24,28.90,772,No-Exit,0.0,0.0,2009-03-02,27.26,-1265.28,2009-03-04,27.81,845.26,-1265.28,[]
AMZN,LONG,2009-03-12,69.57,1006,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2009-03-16,68.65,-925.52,-925.52,['MUR']
MUR,LONG,2009-03-16,39.70,88,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2009-03-17,39.38,-28.16,-28.16,[]
AAPL,LONG,2009-03-18,13.52,5114,No-Exit,0.0,0.0,2009-03-18,13.79,1383.62,2009-03-20,13.81,1508.14,1383.62,[]
PCLN,LONG,2009-04-03,87.24,808,No-Exit,0.0,0.0,2009-04-06,89.24,1616.00,2009-04-08,86.92,-258.56,1616.00,[]
AMG,LONG,2009-04-13,50.95,689,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2009-04-14,47.82,-2156.57,-2156.57,['NFLX']
NFLX,LONG,2009-04-13,47.19,744,No-Exit,0.0,0.0,2009-04-13,49.19,1488.00,2009-04-15,47.30,81.84,1488.00,[]
DHR,LONG,2009-04-24,28.83,2370,No-Exit,0.0,0.0,2009-04-24,29.81,2337.76,2009-04-28,28.44,-911.73,2337.76,[]
APC,LONG,2009-05-04,44.27,76,No-Exit,0.0,0.0,2009-05-04,46.20,146.34,2009-05-06,44.51,18.16,146.34,['MON']
MON,LONG,2009-05-01,78.14,863,No-Exit,0.0,0.0,2009-05-04,79.97,1580.44,2009-05-07,81.27,2701.19,1580.44,[]
KSS,LONG,2009-06-02,42.53,548,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2009-06-03,41.45,-591.84,-591.84,['TSCO', 'AMZN']
AMZN,LONG,2009-06-02,85.00,274,No-Exit,0.0,0.0,2009-06-05,87.00,548.00,2009-06-08,85.99,271.26,548.00,['TSCO']
TSCO,LONG,2009-06-02,9.83,2374,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2009-06-08,10.13,712.64,712.64,[]
KSS,LONG,2009-07-16,41.69,422,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2009-07-17,41.34,-147.70,-147.70,['MA', 'IBM', 'FCX', 'VFC', 'APD']
APD,LONG,2009-07-16,58.51,300,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2009-07-20,58.59,22.64,22.64,['MA', 'IBM', 'FCX', 'VFC']
VFC,LONG,2009-07-16,13.24,1329,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2009-07-20,13.27,41.53,41.53,['MA', 'IBM', 'FCX']
FCX,LONG,2009-07-17,22.38,80,No-Exit,0.0,0.0,2009-07-17,23.21,66.09,2009-07-21,23.73,108.00,66.09,['MA', 'IBM']
MA,LONG,2009-07-16,16.99,1035,No-Exit,0.0,0.0,2009-07-16,17.19,203.45,2009-07-22,17.59,624.75,203.45,['IBM']
IBM,LONG,2009-07-17,102.11,17,No-Exit,0.0,0.0,2009-07-17,103.91,30.61,2009-07-23,103.60,25.26,30.61,[]
ESRX,LONG,2009-07-24,35.14,2021,No-Exit,0.0,0.0,2009-07-29,36.14,2021.00,2009-07-31,35.94,1606.70,2021.00,[]
FLS,SHORT,2009-09-02,25.20,2879,2009-09-02,26.05,-2447.15,No-Exit,0.0,0.0,2009-09-03,26.21,-2905.39,-2447.15,[]
CNX,LONG,2009-09-15,41.26,845,No-Exit,0.0,0.0,2009-09-16,43.15,1595.80,2009-09-18,44.19,2476.94,1595.80,['PSA']
PSA,LONG,2009-09-15,61.81,564,No-Exit,0.0,0.0,2009-09-15,63.50,953.76,2009-09-18,64.81,1692.00,953.76,[]
EOG,LONG,2009-10-09,43.67,844,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2009-10-13,43.75,67.52,67.52,['UHS']
UHS,LONG,2009-10-09,31.56,1168,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2009-10-13,31.84,322.25,322.25,[]
BLK,LONG,2009-10-15,200.57,123,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2009-10-16,197.93,-324.72,-324.72,['NSC', 'FDX']
FDX,LONG,2009-10-15,78.26,315,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2009-10-19,77.98,-88.48,-88.48,['NSC', 'HRS']
HRS,LONG,2009-10-19,35.04,768,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2009-10-20,34.67,-284.16,-284.16,['DE', 'NSC']
DE,LONG,2009-10-20,42.01,595,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2009-10-21,40.43,-943.32,-943.32,['NSC']
NSC,LONG,2009-10-15,42.53,581,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2009-10-21,43.23,407.88,407.88,[]
FSLR,LONG,2009-12-04,131.69,563,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2009-12-07,131.20,-275.87,-275.87,[]
FSLR,LONG,2010-01-07,141.00,13,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2010-01-08,139.70,-16.90,-16.90,['BEN', 'FLS', 'RIG']
BEN,LONG,2010-01-05,33.09,1098,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2010-01-08,32.76,-362.34,-362.34,['FLS', 'RIG']
RIG,LONG,2010-01-05,76.13,477,No-Exit,0.0,0.0,2010-01-06,77.87,831.31,2010-01-08,78.87,1306.97,831.31,['FLS']
FLS,LONG,2010-01-07,31.11,59,No-Exit,0.0,0.0,2010-01-07,31.73,36.31,2010-01-13,32.26,67.85,36.31,[]
APC,LONG,2010-02-17,66.10,557,No-Exit,0.0,0.0,2010-02-18,68.04,1077.96,2010-02-22,68.13,1131.82,1077.96,['RRC', 'GD']
GD,LONG,2010-02-19,63.63,58,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2010-02-23,63.71,4.59,4.59,['RRC']
RRC,LONG,2010-02-17,52.63,699,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2010-02-23,51.75,-614.95,-614.95,[]
GMCR,LONG,2010-03-03,29.42,2522,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2010-03-04,28.81,-1549.05,-1549.05,[]
NEM,LONG,2010-04-05,48.37,1502,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2010-04-07,48.74,544.57,544.57,['CMG']
CMG,LONG,2010-04-06,120.02,30,No-Exit,0.0,0.0,2010-04-06,122.02,60.00,2010-04-08,122.32,69.00,60.00,['AIG']
AIG,LONG,2010-04-08,39.57,1763,2010-04-08,37.08,-4389.87,No-Exit,0.0,0.0,2010-04-09,37.66,-3375.14,-4389.87,[]
GS,LONG,2010-04-09,170.27,41,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2010-04-12,168.73,-63.25,-63.25,[]
ISRG,LONG,2010-04-14,370.00,189,No-Exit,0.0,0.0,2010-04-14,372.00,378.00,2010-04-16,360.90,-1719.90,378.00,[]
PCP,LONG,2010-04-22,130.03,525,No-Exit,0.0,0.0,2010-04-22,132.02,1046.58,2010-04-27,132.60,1347.38,1046.58,['WDC']
WDC,LONG,2010-04-26,43.04,81,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2010-04-27,41.91,-91.72,-91.72,[]
DE,SHORT,2010-06-08,49.02,1418,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2010-06-09,50.15,-1595.88,-1595.88,[]
ICE,LONG,2010-06-14,123.31,278,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2010-06-15,121.23,-580.10,-580.10,['OXY']
OXY,LONG,2010-06-14,76.53,446,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2010-06-15,76.35,-79.61,-79.61,[]
NEM,LONG,2010-06-17,53.92,631,No-Exit,0.0,0.0,2010-06-18,55.73,1145.92,2010-06-21,54.88,606.92,1145.92,['CAT', 'SJM']
SJM,LONG,2010-06-18,56.09,56,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2010-06-21,56.18,5.02,5.02,['CAT']
CAT,LONG,2010-06-17,58.33,577,No-Exit,0.0,0.0,2010-06-21,60.13,1040.03,2010-06-22,59.75,820.58,1040.03,[]
AMGN,SHORT,2010-07-01,49.02,1402,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2010-07-08,48.70,448.64,448.64,[]
APA,LONG,2010-07-26,91.23,38,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2010-07-28,91.26,1.10,1.10,['PCP']
PCP,LONG,2010-07-23,116.61,593,No-Exit,0.0,0.0,2010-07-23,118.60,1182.44,2010-07-28,120.50,2305.19,1182.44,[]
BEN,SHORT,2010-08-25,29.14,2443,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2010-08-26,29.83,-1676.18,-1676.18,[]
BXP,LONG,2010-09-03,77.37,15,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2010-09-07,76.97,-5.97,-5.97,['CTSH', 'APH', 'AMZN', 'FSLR', 'SPG']
FSLR,LONG,2010-09-03,136.95,8,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2010-09-07,134.67,-18.23,-18.23,['CTSH', 'APH', 'AMZN', 'SPG']
SPG,LONG,2010-09-03,83.84,14,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2010-09-07,82.74,-15.31,-15.31,['CTSH', 'APH', 'AMZN']
AMZN,LONG,2010-09-02,132.80,525,No-Exit,0.0,0.0,2010-09-02,134.80,1050.00,2010-09-08,137.93,2693.25,1050.00,['CTSH', 'APH']
APH,LONG,2010-09-07,22.48,6,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2010-09-09,22.62,0.84,0.84,['CTSH', 'AAPL', 'NSC', 'CSX']
CTSH,LONG,2010-09-07,31.30,4,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2010-09-09,31.08,-0.88,-0.88,['AAPL', 'NSC', 'CSX']
AAPL,LONG,2010-09-09,35.85,673,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2010-09-10,35.60,-168.43,-168.43,['NSC', 'CSX']
CSX,LONG,2010-09-09,16.76,1433,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2010-09-10,16.48,-413.44,-413.44,['NSC']
NSC,LONG,2010-09-09,53.02,454,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2010-09-10,52.24,-355.07,-355.07,[]
NOV,LONG,2010-10-27,50.32,1419,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2010-10-29,50.46,194.22,194.22,[]
AMZN,LONG,2010-11-26,178.09,402,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2010-11-29,177.86,-92.46,-92.46,[]
FMC,LONG,2010-12-02,39.15,608,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2010-12-06,38.54,-371.19,-371.19,['ADS', 'BLL']
ADS,LONG,2010-12-02,66.83,356,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2010-12-07,68.45,576.72,576.72,['BLL']
BLL,LONG,2010-12-02,32.93,723,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2010-12-07,32.99,42.40,42.40,[]
MET,LONG,2010-12-09,39.68,1808,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2010-12-13,40.37,1245.56,1245.56,[]
AAPL,LONG,2011-01-04,44.97,1631,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-01-05,44.58,-637.64,-637.64,[]
PCLN,LONG,2011-01-06,435.15,166,No-Exit,0.0,0.0,2011-01-06,437.15,332.00,2011-01-10,437.79,438.24,332.00,[]
AMG,LONG,2011-01-11,103.87,701,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-01-12,102.29,-1107.58,-1107.58,[]
MA,LONG,2011-01-18,23.40,3064,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-01-19,23.25,-459.60,-459.60,[]
WHR,LONG,2011-01-28,83.40,854,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-01-31,81.97,-1223.95,-1223.95,[]
ICE,LONG,2011-02-01,118.84,589,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-02-02,118.16,-400.52,-400.52,[]
MA,LONG,2011-02-04,24.36,2862,No-Exit,0.0,0.0,2011-02-04,24.56,564.80,2011-02-09,24.52,469.25,564.80,[]
AMG,LONG,2011-02-14,108.97,643,No-Exit,0.0,0.0,2011-02-16,110.97,1286.00,2011-02-23,106.72,-1446.75,1286.00,[]
NBL,LONG,2011-03-01,44.94,1531,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-03-02,43.77,-1802.04,-1802.04,[]
CAM,LONG,2011-03-04,62.35,1075,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-03-07,62.40,53.75,53.75,[]
NFLX,LONG,2011-03-24,231.98,291,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-03-25,226.96,-1460.82,-1460.82,[]
BHI,LONG,2011-03-29,71.40,920,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-03-30,70.39,-929.20,-929.20,[]
ROP,LONG,2011-04-04,86.84,746,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-04-05,86.19,-484.90,-484.90,[]
MUR,LONG,2011-04-06,66.85,963,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-04-07,66.42,-414.09,-414.09,[]
ALTR,LONG,2011-04-21,43.63,1466,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-04-26,43.86,337.18,337.18,[]
PVH,LONG,2011-04-28,71.36,46,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-04-29,70.39,-44.62,-44.62,['VRTX', 'R']
VRTX,LONG,2011-04-27,54.16,593,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-04-29,55.84,996.24,996.24,['R']
R,LONG,2011-04-27,49.34,651,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-05-02,49.64,195.80,195.80,[]
FLR,LONG,2011-05-10,70.02,934,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-05-11,69.03,-924.66,-924.66,[]
KSS,LONG,2011-05-13,50.88,634,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-05-16,49.97,-577.55,-577.55,['RL']
RL,LONG,2011-05-13,130.32,247,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-05-16,128.33,-492.15,-492.15,[]
PXD,SHORT,2011-06-07,87.35,727,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-06-08,88.82,-1068.69,-1068.69,[]
EL,LONG,2011-06-22,49.27,1268,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-06-23,47.90,-1741.04,-1741.04,[]
AMZN,LONG,2011-06-28,202.78,300,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-06-29,201.29,-447.00,-447.00,['PX', 'SIAL', 'PCP']
PX,LONG,2011-06-29,99.19,10,No-Exit,0.0,0.0,2011-06-30,101.05,18.63,2011-07-06,100.50,13.13,18.63,['WYNN', 'GOOGL', 'QCOM', 'COH', 'SIAL', 'PCP']
COH,LONG,2011-07-01,59.24,973,No-Exit,0.0,0.0,2011-07-05,61.08,1789.93,2011-07-08,60.59,1310.90,1789.93,['WYNN', 'GOOGL', 'QCOM', 'SIAL', 'PCP']
GOOGL,LONG,2011-07-06,267.06,1,No-Exit,0.0,0.0,2011-07-06,268.06,1.00,2011-07-08,266.48,-0.58,1.00,['WYNN', 'QCOM', 'SIAL', 'PCP']
PCP,LONG,2011-06-29,159.76,6,No-Exit,0.0,0.0,2011-06-29,161.76,11.97,2011-07-08,161.25,8.92,11.97,['WYNN', 'QCOM', 'SIAL']
SIAL,LONG,2011-06-29,68.90,14,No-Exit,0.0,0.0,2011-06-30,70.83,27.01,2011-07-08,72.49,50.27,27.01,['WYNN', 'QCOM']
QCOM,LONG,2011-07-05,54.53,26,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-07-12,54.31,-5.72,-5.72,['WYNN']
WYNN,LONG,2011-07-05,122.51,11,No-Exit,0.0,0.0,2011-07-06,124.14,17.88,2011-07-13,127.09,50.38,17.88,[]
FSLR,SHORT,2011-07-28,116.14,177,2011-07-28,118.65,-444.27,No-Exit,0.0,0.0,2011-07-29,118.15,-355.77,-444.27,['HAR', 'CAT']
CAT,SHORT,2011-07-28,93.17,221,No-Exit,0.0,0.0,2011-07-29,91.32,-408.55,2011-08-01,94.68,-333.44,-408.55,['HAR']
HAR,SHORT,2011-07-28,40.93,503,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-08-01,40.31,313.30,313.30,[]
EQT,LONG,2011-09-08,60.93,1008,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-09-09,58.90,-2049.43,-2049.43,[]
GD,SHORT,2011-09-22,51.33,81,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-09-23,51.60,-21.96,-21.96,['EOG', 'OXY', 'SHW', 'MOS', 'BXP', 'HP', 'SNA', 'MAC', 'MTB', 'R', 'ETN', 'FLS', 'NFX']
MTB,SHORT,2011-09-22,61.06,68,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-09-23,61.76,-47.18,-47.18,['EOG', 'OXY', 'SHW', 'MOS', 'BXP', 'HP', 'SNA', 'MAC', 'R', 'ETN', 'FLS', 'NFX']
MAC,SHORT,2011-09-22,37.51,110,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-09-23,38.05,-59.12,-59.12,['EOG', 'OXY', 'SHW', 'MOS', 'BXP', 'HP', 'SNA', 'R', 'ETN', 'FLS', 'NFX']
OXY,SHORT,2011-09-22,66.98,61,No-Exit,0.0,0.0,2011-09-22,65.15,-111.48,2011-09-23,67.26,-17.00,-111.48,['EOG', 'SHW', 'MOS', 'BXP', 'HP', 'SNA', 'R', 'ETN', 'FLS', 'NFX']
SHW,SHORT,2011-09-22,67.09,61,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-09-23,67.34,-15.26,-15.26,['EOG', 'MOS', 'BXP', 'HP', 'SNA', 'R', 'ETN', 'FLS', 'NFX']
BXP,SHORT,2011-09-22,83.63,49,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-09-26,84.03,-19.92,-19.92,['EOG', 'MOS', 'HP', 'SNA', 'R', 'ETN', 'FLS', 'NFX']
ETN,SHORT,2011-09-22,31.94,129,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-09-26,31.89,5.88,5.88,['EOG', 'MOS', 'HP', 'SNA', 'R', 'FLS', 'NFX']
FLS,SHORT,2011-09-22,24.03,170,No-Exit,0.0,0.0,2011-09-22,23.40,-106.39,2011-09-26,23.72,52.66,-106.39,['EOG', 'MOS', 'HP', 'SNA', 'R', 'NFX']
HP,SHORT,2011-09-22,43.78,93,No-Exit,0.0,0.0,2011-09-22,41.88,-176.38,2011-09-26,42.67,103.18,-176.38,['EOG', 'MOS', 'SNA', 'R', 'NFX']
NFX,SHORT,2011-09-22,42.61,96,No-Exit,0.0,0.0,2011-09-22,40.61,-192.00,2011-09-26,40.82,171.84,-192.00,['EOG', 'MOS', 'SNA', 'R']
R,SHORT,2011-09-22,36.84,112,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-09-26,36.69,16.70,16.70,['EOG', 'MOS', 'SNA']
SNA,SHORT,2011-09-22,43.32,95,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-09-26,42.35,92.15,92.15,['EOG', 'MOS']
EOG,SHORT,2011-09-22,39.65,104,No-Exit,0.0,0.0,2011-09-22,38.67,-102.03,2011-09-27,38.58,111.22,-102.03,['MOS']
MOS,SHORT,2011-09-22,58.99,71,No-Exit,0.0,0.0,2011-09-22,57.10,-134.62,2011-09-27,57.95,74.04,-134.62,[]
BCR,SHORT,2011-10-04,81.82,728,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-10-10,84.09,-1650.69,-1650.69,[]
PXD,LONG,2011-10-19,79.91,730,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-10-20,78.32,-1160.70,-1160.70,[]
CL,LONG,2011-10-24,43.72,1310,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-10-25,42.46,-1648.40,-1648.40,[]
CL,LONG,2011-12-01,42.88,432,2011-12-01,42.04,-362.88,No-Exit,0.0,0.0,2011-12-02,42.44,-190.54,-362.88,['MA', 'DLTR', 'V']
DLTR,LONG,2011-12-01,40.90,453,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-12-05,41.48,262.74,262.74,['MA', 'V']
MA,LONG,2011-12-02,37.92,75,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-12-05,37.85,-5.26,-5.26,['V']
V,LONG,2011-12-01,95.01,195,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-12-05,96.03,199.81,199.81,[]
NFLX,LONG,2012-01-05,81.17,688,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2012-01-06,79.12,-1410.40,-1410.40,[]
AZO,LONG,2012-01-09,339.43,160,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2012-01-11,340.72,206.40,206.40,[]
COST,LONG,2012-02-03,77.72,234,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2012-02-06,76.42,-304.13,-304.13,['V', 'ISRG']
ISRG,LONG,2012-02-03,489.04,37,No-Exit,0.0,0.0,2012-02-03,491.04,74.00,2012-02-06,485.73,-122.47,74.00,['V']
V,LONG,2012-02-03,104.35,174,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2012-02-07,104.01,-59.21,-59.21,[]
VFC,LONG,2012-02-08,32.43,1688,No-Exit,0.0,0.0,2012-02-08,32.90,797.75,2012-02-14,33.37,1595.50,797.75,[]
GS,LONG,2012-03-02,116.76,478,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2012-03-05,114.86,-908.20,-908.20,[]
ESS,LONG,2012-03-12,134.53,408,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2012-03-14,133.83,-285.60,-285.60,[]
