Ticker,Date,Open,High,Low,Close,Volume,Dividend,Split
FLT,12/15/2010,25.0,28.75,24.5,27.25,8926100.0,0.0,1.0
FLT,12/16/2010,26.84,28.47,26.84,27.35,464600.0,0.0,1.0
FLT,12/17/2010,27.17,28.2,27.17,28.07,37200.0,0.0,1.0
FLT,12/20/2010,28.74,29.18,28.16,28.53,450800.0,0.0,1.0
FLT,12/21/2010,29.0,30.0,28.98,29.75,696600.0,0.0,1.0
FLT,12/22/2010,29.63,30.2,28.96,29.08,123400.0,0.0,1.0
FLT,12/23/2010,28.91,30.81,28.91,30.81,127800.0,0.0,1.0
FLT,12/27/2010,30.83,31.43,30.5,30.99,153600.0,0.0,1.0
FLT,12/28/2010,30.83,31.42,30.06,31.06,74500.0,0.0,1.0
FLT,12/29/2010,31.0,31.43,30.58,31.0,155000.0,0.0,1.0
FLT,12/30/2010,30.71,30.99,30.53,30.8,58000.0,0.0,1.0
FLT,12/31/2010,30.57,30.98,30.34,30.92,18500.0,0.0,1.0
FLT,01/03/2011,31.25,31.25,30.1,30.47,219000.0,0.0,1.0
FLT,01/04/2011,30.0,30.23,28.75,29.98,460800.0,0.0,1.0
FLT,01/05/2011,30.11,30.5,30.0,30.4,167100.0,0.0,1.0
FLT,01/06/2011,30.73,30.73,30.03,30.03,56900.0,0.0,1.0
FLT,01/07/2011,30.24,30.47,29.61,29.99,92900.0,0.0,1.0
FLT,01/10/2011,30.0,30.15,29.95,30.0,121600.0,0.0,1.0
FLT,01/11/2011,30.05,31.23,30.0,31.14,53600.0,0.0,1.0
FLT,01/12/2011,31.36,31.5,30.89,30.94,62800.0,0.0,1.0
FLT,01/13/2011,30.9,30.9,29.56,30.2,464200.0,0.0,1.0
FLT,01/14/2011,30.07,30.42,30.0,30.25,174900.0,0.0,1.0
FLT,01/18/2011,29.86,30.51,29.23,30.23,36200.0,0.0,1.0
FLT,01/19/2011,30.02,30.46,29.95,30.19,234300.0,0.0,1.0
FLT,01/20/2011,30.02,30.4,29.89,30.05,141400.0,0.0,1.0
FLT,01/21/2011,30.16,30.84,30.16,30.5,403500.0,0.0,1.0
FLT,01/24/2011,30.01,31.63,29.89,31.57,162500.0,0.0,1.0
FLT,01/25/2011,31.4,32.97,30.98,31.05,213000.0,0.0,1.0
FLT,01/26/2011,31.07,32.17,30.0,31.3,235700.0,0.0,1.0
FLT,01/27/2011,31.19,31.32,30.11,30.2,54500.0,0.0,1.0
FLT,01/28/2011,30.03,30.28,29.7,29.98,192300.0,0.0,1.0
FLT,01/31/2011,29.95,30.31,29.72,30.0,63500.0,0.0,1.0
FLT,02/01/2011,30.05,30.47,29.91,30.04,106000.0,0.0,1.0
FLT,02/02/2011,29.82,30.09,29.81,30.0,36500.0,0.0,1.0
FLT,02/03/2011,29.96,30.02,29.5,30.0,137800.0,0.0,1.0
FLT,02/04/2011,30.0,30.12,29.75,29.99,86600.0,0.0,1.0
FLT,02/07/2011,29.94,31.54,29.92,30.51,111100.0,0.0,1.0
FLT,02/08/2011,30.62,31.36,30.53,31.16,80400.0,0.0,1.0
FLT,02/09/2011,30.99,31.35,30.93,31.28,46200.0,0.0,1.0
FLT,02/10/2011,31.08,31.46,30.9,31.27,93200.0,0.0,1.0
