Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,Portfolio-Value-Pre,Portfolio-Cash-Pre,Portfolio-Value-Post,Portfolio-Cash-Post,Exit-Date,Exit-Price,Portfolio-Value-Pre,Portfolio-Cash-Pre,Portfolio-Value-Post,Portfolio-Cash-Post,PorL,Current-Pos
IWM,SHORT,2008-09-16,61.29,1,100002.45,100002.45,99999.62,99999.62,2008-09-19,71.35,99999.67,99999.67,99992.31,99992.31,-10.06,['AAPL']
XLF,SHORT,2008-10-08,13.43,1,99999.93,99999.93,99999.56,99999.56,2008-10-09,14.16,99994.18,99994.18,99999.17,99999.17,-0.73,['GILD', 'AAPL', 'AMZN']
AMZN,SHORT,2008-10-08,55.64,1,99999.93,99999.93,99994.18,99994.18,2008-10-09,61.97,99994.18,99994.18,99993.20,99993.20,-6.33,['GILD', 'AAPL']
UNP,SHORT,2009-02-20,17.09,1,99988.46,99988.46,99987.39,99987.39,2009-02-23,17.75,99987.39,99987.39,99988.35,99988.35,-0.66,['GILD', 'AAPL']
AAPL,SHORT,2008-09-05,21.28,1,100000.00,100000.00,99999.79,99999.79,2009-05-06,17.89,99985.15,99985.15,99985.55,99985.55,3.39,['GILD']
AAPL,LONG,2009-09-17,24.75,3837,99983.28,99983.28,100045.87,5021.96,2009-09-23,24.88,100009.53,5021.66,100483.48,100483.48,499.77,['GILD']
AAPL,LONG,2009-12-28,28.41,3367,100486.35,100486.35,100436.39,4825.73,2009-12-30,28.02,99302.10,4825.52,99179.78,99179.78,-1305.77,['GILD']
MA,LONG,2010-03-08,23.62,3989,99175.98,99175.98,100857.79,4962.25,2010-03-17,24.44,102313.66,4961.80,102446.70,102446.70,3270.29,['GILD']
NFLX,LONG,2010-04-06,80.42,1212,102448.03,102448.03,106023.76,4979.32,2010-04-07,82.08,106023.76,4979.32,104466.40,104466.40,2017.98,['GILD']
AMZN,SHORT,2010-05-05,128.00,1,104473.30,104473.30,104468.69,104468.69,2010-05-06,130.50,104468.69,104468.69,104470.15,104470.15,-2.50,['GILD']
MA,LONG,2010-10-14,22.84,4344,104434.98,104434.98,104347.24,5225.10,2010-10-28,23.86,109887.91,5184.67,108829.77,108829.77,4435.60,['GILD', 'GOOGL']
MA,LONG,2011-02-04,24.36,4244,108835.11,108835.11,108425.89,5450.12,2011-02-10,24.29,108948.52,5447.97,108519.39,108519.39,-312.95,['GILD', 'GOOGL']
AMZN,LONG,2011-06-28,202.78,508,108600.70,108600.70,108370.65,5576.85,2011-07-08,214.30,115626.08,5522.16,114401.42,114401.42,5852.16,['GILD', 'GOOGL']
UNP,SHORT,2011-09-22,37.52,1,114396.97,114396.97,114416.12,114416.12,2011-09-27,39.60,114403.09,114403.09,114394.37,114394.37,-2.08,['GILD', 'GOOGL']
MA,LONG,2011-12-02,37.77,2875,114320.32,114320.32,112659.08,5736.79,2011-12-05,37.37,112659.08,5736.79,113157.30,113157.30,-1150.66,['GILD', 'GOOGL']
NFLX,LONG,2012-01-05,81.17,1323,113112.80,113112.80,110647.56,5733.66,2012-01-11,94.99,132550.90,5767.81,131436.61,131436.61,18283.86,['GILD', 'GOOGL']
URI,LONG,2012-01-19,35.23,3544,131426.56,131426.56,129506.44,6565.08,2012-01-25,33.70,127012.94,6623.26,126066.89,126066.89,-5422.32,['GOOGL', 'GILD']
NFLX,LONG,2012-03-22,121.09,988,125998.38,125998.38,123660.30,6355.06,2012-03-23,117.37,123660.30,6355.06,122316.57,122316.57,-3678.65,['GOOGL', 'GILD']
UNH,LONG,2012-03-30,56.02,2074,122309.83,122309.83,122275.08,6133.01,2012-04-03,55.94,122624.17,6127.41,122156.46,122156.46,-158.83,['GOOGL', 'GILD']
IWM,SHORT,2012-06-04,70.35,1,122227.54,122227.54,122219.55,122219.55,2012-06-05,69.81,122219.55,122219.55,122228.80,122228.80,0.54,['GOOGL', 'GILD']
AMZN,LONG,2012-08-27,247.07,469,122111.83,122111.83,120643.99,6245.51,2012-08-28,243.03,120643.99,6245.51,120219.68,120219.68,-1893.20,['GOOGL', 'GILD']
AMZN,LONG,2012-09-10,259.62,439,120189.16,120189.16,119083.47,6220.96,2012-09-11,256.46,119083.47,6220.96,118818.02,118818.02,-1385.05,['GOOGL', 'GILD']
NFLX,LONG,2012-12-13,92.14,1224,118795.79,118795.79,119306.49,6013.05,2012-12-18,94.64,121907.08,5994.28,121832.66,121832.66,3060.00,['GOOGL', 'GILD']
GILD,SHORT,2009-02-27,22.92,1,99988.98,99988.98,99990.69,99990.69,2013-02-19,42.61,121753.52,121753.52,121737.72,121737.72,-21.72,['GOOGL', 'GILD']
GOOGL,SHORT,2011-05-17,257.71,1,108566.20,108566.20,108552.75,108552.75,2013-05-15,456.69,121655.38,121655.38,121627.85,121627.85,-222.70,['GOOGL']
