Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,StopLoss-Exit-Date,StopLoss-Exit-Price,StopLoss-Exit-PorL,Profit-Exit-Date,Profit-Exit-Price,Profit-Exit-PorL,Exit-Date,Exit-Price,PorL,Actual-PorL,Current-Pos
NFLX,LONG,2008-04-17,39.31,2416,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2008-04-22,33.69,-13577.92,-13577.92,[]
GD,LONG,2008-07-24,76.01,1080,2008-07-24,73.35,-2872.80,No-Exit,0.0,0.0,2008-07-25,74.53,-1602.27,-2872.80,[]
IWM,SHORT,2009-01-15,42.03,1917,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2009-01-16,43.95,-3675.40,-3675.40,[]
AMZN,LONG,2009-03-12,69.57,1108,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2009-03-16,68.65,-1019.36,-1019.36,[]
AAPL,LONG,2009-03-18,13.52,5634,No-Exit,0.0,0.0,2009-03-18,13.79,1524.30,2009-03-20,13.81,1661.49,1524.30,[]
NFLX,LONG,2009-04-13,47.19,1646,No-Exit,0.0,0.0,2009-04-13,49.19,3292.00,2009-04-15,47.30,181.06,3292.00,[]
AMZN,LONG,2009-06-02,85.00,916,No-Exit,0.0,0.0,2009-06-05,87.00,1832.00,2009-06-08,85.99,906.84,1832.00,[]
MA,LONG,2009-07-16,16.99,4633,No-Exit,0.0,0.0,2009-07-16,17.19,910.69,2009-07-22,17.59,2796.60,910.69,[]
FDX,LONG,2009-10-15,78.26,1039,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2009-10-19,77.98,-291.83,-291.83,[]
GD,LONG,2010-02-19,63.63,1274,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2010-02-23,63.71,100.75,100.75,[]
AMZN,LONG,2010-09-02,132.80,611,No-Exit,0.0,0.0,2010-09-02,134.80,1222.00,2010-09-08,137.93,3134.43,1222.00,[]
AAPL,LONG,2010-09-09,35.85,2358,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2010-09-10,35.60,-590.12,-590.12,[]
AMZN,LONG,2010-11-26,178.09,469,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2010-11-29,177.86,-107.87,-107.87,[]
AAPL,LONG,2011-01-04,44.97,1868,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-01-05,44.58,-730.30,-730.30,[]
MA,LONG,2011-01-18,23.40,3539,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-01-19,23.25,-530.85,-530.85,[]
WHR,LONG,2011-01-28,83.40,987,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-01-31,81.97,-1414.57,-1414.57,[]
MA,LONG,2011-02-04,24.36,3324,No-Exit,0.0,0.0,2011-02-04,24.56,655.97,2011-02-09,24.52,545.00,655.97,[]
NFLX,LONG,2011-03-24,231.98,354,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-03-25,226.96,-1777.08,-1777.08,[]
AMZN,LONG,2011-06-28,202.78,393,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-06-29,201.29,-585.57,-585.57,[]
GOOGL,LONG,2011-07-06,267.06,296,No-Exit,0.0,0.0,2011-07-06,268.06,296.00,2011-07-08,266.48,-173.16,296.00,[]
GD,SHORT,2011-09-22,51.33,1515,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-09-23,51.60,-410.70,-410.70,[]
MA,LONG,2011-12-02,37.92,104,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-12-05,37.85,-7.30,-7.30,['V']
V,LONG,2011-12-01,95.01,828,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-12-05,96.03,848.44,848.44,[]
NFLX,LONG,2012-01-05,81.17,979,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2012-01-06,79.12,-2006.95,-2006.95,[]
V,LONG,2012-02-03,104.35,743,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2012-02-07,104.01,-252.82,-252.82,[]
NFLX,LONG,2012-03-22,121.09,638,No-Exit,0.0,0.0,2012-03-22,123.09,1276.00,2012-03-23,119.44,-1052.70,1276.00,[]
UNH,LONG,2012-03-30,56.02,1362,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2012-04-05,56.25,313.26,313.26,[]
AMZN,LONG,2012-06-19,223.96,342,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2012-06-20,222.63,-454.86,-454.86,[]
AMZN,LONG,2012-08-27,247.07,308,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2012-08-28,243.97,-954.80,-954.80,[]
