Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,StopLoss-Exit-Date,StopLoss-Exit-Price,StopLoss-Exit-PorL,Profit-Exit-Date,Profit-Exit-Price,Profit-Exit-PorL,Exit-Date,Exit-Price,PorL,Actual-PorL,Current-Pos
PCLN,SHORT,2007-10-22,87.51,1081,No-Exit,0.0,0.0,2007-10-22,85.51,2162.00,2007-10-23,89.67,-2334.96,2162.00,[]
PCLN,SHORT,2007-10-26,86.41,1073,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2007-10-29,89.46,-3269.97,-3269.97,[]
PCLN,LONG,2007-11-01,93.32,960,2007-11-01,90.69,-2521.60,No-Exit,0.0,0.0,2007-11-02,91.29,-1948.80,-2521.60,[]
PCLN,LONG,2008-02-19,124.73,704,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2008-02-20,121.99,-1928.96,-1928.96,[]
PCLN,LONG,2008-08-01,116.07,740,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2008-08-04,112.05,-2971.10,-2971.10,[]
PCLN,SHORT,2008-09-05,91.91,904,2008-09-05,92.50,-533.36,No-Exit,0.0,0.0,2008-09-08,95.17,-2947.04,-533.36,[]
PCLN,SHORT,2009-01-21,65.04,1235,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2009-01-22,68.68,-4495.32,-4495.32,[]
PCLN,LONG,2009-02-20,81.14,937,2009-02-20,78.98,-2028.60,2009-02-20,83.14,1874.00,2009-02-27,84.21,2871.90,-2028.60,[]
PCLN,LONG,2009-04-03,87.24,903,No-Exit,0.0,0.0,2009-04-06,89.24,1806.00,2009-04-14,88.78,1386.11,1806.00,[]
PCLN,LONG,2009-07-16,116.11,690,No-Exit,0.0,0.0,2009-07-20,118.11,1380.00,2009-08-04,132.75,11481.60,1380.00,[]
PCLN,LONG,2009-09-09,158.48,574,No-Exit,0.0,0.0,2009-09-09,160.48,1148.00,2009-09-15,161.69,1842.54,1148.00,[]
PCLN,SHORT,2010-01-11,213.97,433,2010-01-11,217.80,-1658.39,No-Exit,0.0,0.0,2010-01-26,206.03,3435.86,-1658.39,[]
PCLN,LONG,2010-02-17,213.29,453,No-Exit,0.0,0.0,2010-02-17,215.29,906.00,2010-02-24,224.47,5062.28,906.00,[]
PCLN,LONG,2010-06-17,198.87,509,2010-06-17,194.13,-2412.66,No-Exit,0.0,0.0,2010-06-18,194.13,-2412.66,-2412.66,[]
PCLN,LONG,2010-08-05,284.28,346,No-Exit,0.0,0.0,2010-08-05,286.28,692.00,2010-08-12,287.00,942.85,692.00,[]
PCLN,LONG,2010-12-13,422.57,235,2010-12-13,417.15,-1273.70,No-Exit,0.0,0.0,2010-12-14,411.38,-2630.82,-1273.70,[]
PCLN,SHORT,2010-12-15,396.88,244,2010-12-15,406.12,-2255.76,No-Exit,0.0,0.0,2010-12-20,402.41,-1349.30,-2255.76,[]
PCLN,LONG,2011-01-06,435.15,219,No-Exit,0.0,0.0,2011-01-06,437.15,438.00,2011-01-18,437.21,451.14,438.00,[]
PCLN,LONG,2011-02-09,443.60,216,No-Exit,0.0,0.0,2011-02-09,445.60,432.00,2011-02-18,454.64,2386.15,432.00,[]
PCLN,LONG,2011-03-25,480.13,205,No-Exit,0.0,0.0,2011-03-25,482.13,410.00,2011-04-07,505.64,5230.57,410.00,[]
PCLN,SHORT,2011-05-17,498.41,207,No-Exit,0.0,0.0,2011-05-17,496.41,414.00,2011-05-18,510.69,-2542.99,414.00,[]
PCLN,LONG,2011-07-05,525.44,192,No-Exit,0.0,0.0,2011-07-05,527.44,384.00,2011-07-14,531.64,1191.36,384.00,[]
PCLN,LONG,2011-08-31,539.40,189,No-Exit,0.0,0.0,2011-08-31,541.40,378.00,2011-09-02,519.96,-3674.16,378.00,[]
PCLN,SHORT,2011-09-28,507.39,194,2011-09-28,517.31,-1923.03,2011-09-28,505.39,388.00,2011-10-06,447.78,11564.83,-1923.03,[]
PCLN,LONG,2011-10-25,521.44,210,2011-10-25,506.91,-3051.30,No-Exit,0.0,0.0,2011-10-26,504.44,-3571.05,-3051.30,[]
PCLN,LONG,2011-10-28,522.68,203,2011-10-28,515.00,-1560.05,2011-10-28,524.68,406.00,2011-10-31,514.38,-1686.93,-1560.05,[]
PCLN,SHORT,2011-11-22,472.78,220,2011-11-22,482.31,-2096.60,No-Exit,0.0,0.0,2011-11-28,482.31,-2096.60,-2096.60,[]
PCLN,LONG,2012-01-06,488.20,210,2012-01-06,482.64,-1166.55,No-Exit,0.0,0.0,2012-01-09,479.69,-1788.15,-1166.55,[]
PCLN,SHORT,2012-04-23,701.20,142,No-Exit,0.0,0.0,2012-04-23,699.20,284.00,2012-04-25,715.01,-1961.73,284.00,[]
PCLN,SHORT,2012-07-12,639.00,154,No-Exit,0.0,0.0,2012-07-12,637.00,308.00,2012-07-17,643.58,-704.55,308.00,[]
PCLN,SHORT,2012-10-11,599.51,164,No-Exit,0.0,0.0,2012-10-11,597.51,328.00,2012-10-16,605.04,-906.92,328.00,[]
PCLN,LONG,2013-01-10,655.24,148,2013-01-10,654.67,-84.36,2013-01-10,657.24,296.00,2013-01-11,653.48,-260.48,-84.36,[]
PCLN,SHORT,2013-03-28,688.48,141,2013-03-28,694.30,-820.62,2013-03-28,686.48,282.00,2013-04-01,689.08,-84.60,-820.62,[]
PCLN,LONG,2013-08-06,935.66,104,No-Exit,0.0,0.0,2013-08-06,937.66,208.00,2013-08-07,921.74,-1447.68,208.00,[]
PCLN,LONG,2014-01-22,1207.99,79,No-Exit,0.0,0.0,2014-01-22,1209.99,158.00,2014-01-24,1193.72,-1126.94,158.00,[]
PCLN,SHORT,2014-03-24,1267.44,74,No-Exit,0.0,0.0,2014-03-24,1265.44,148.00,2014-03-31,1205.46,4586.52,148.00,[]
PCLN,LONG,2014-04-23,1233.78,80,2014-04-23,1227.85,-474.27,No-Exit,0.0,0.0,2014-04-24,1219.33,-1156.00,-474.27,[]
PCLN,LONG,2014-05-27,1206.16,81,No-Exit,0.0,0.0,2014-05-27,1208.16,162.00,2014-06-06,1247.34,3335.18,162.00,[]
PCLN,LONG,2014-10-30,1151.81,87,2014-10-30,1142.92,-773.43,2014-10-30,1153.81,174.00,2014-11-04,1113.12,-3366.03,-773.43,[]
PCLN,SHORT,2014-12-11,1111.90,88,2014-12-11,1123.66,-1035.32,No-Exit,0.0,0.0,2014-12-18,1088.92,2022.24,-1035.32,[]
