Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,StopLoss-Exit-Date,StopLoss-Exit-Price,StopLoss-Exit-PorL,Profit-Exit-Date,Profit-Exit-Price,Profit-Exit-PorL,Exit-Date,Exit-Price,PorL,Actual-PorL,Current-Pos
UNP,LONG,2007-09-19,25.58,1494,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2007-09-20,24.70,-1315.95,-1315.95,[]
IWM,SHORT,2007-10-22,73.33,509,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2007-10-23,75.93,-1325.88,-1325.88,[]
GOOGL,SHORT,2008-01-07,326.97,67,No-Exit,0.0,0.0,2008-01-07,325.97,67.00,2008-01-10,326.91,4.02,67.00,['AAPL']
AAPL,SHORT,2008-01-07,24.17,1530,No-Exit,0.0,0.0,2008-01-07,23.90,413.95,2008-01-10,24.34,-260.10,413.95,[]
CF,SHORT,2008-01-18,83.97,439,No-Exit,0.0,0.0,2008-01-22,82.09,827.28,2008-01-24,91.92,-3492.02,827.28,[]
UNP,LONG,2008-02-01,27.53,1292,No-Exit,0.0,0.0,2008-02-01,27.97,565.46,2008-02-05,26.84,-891.48,565.46,[]
UNP,SHORT,2008-03-07,26.39,1343,No-Exit,0.0,0.0,2008-03-07,25.95,587.79,2008-03-11,27.12,-978.70,587.79,['GOOGL']
GOOGL,SHORT,2008-03-04,225.47,155,No-Exit,0.0,0.0,2008-03-04,224.47,155.00,2008-03-12,220.23,812.97,155.00,[]
CVS,SHORT,2008-03-17,34.55,1010,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2008-03-19,36.37,-1836.47,-1836.47,[]
GOOGL,LONG,2008-04-02,234.95,91,No-Exit,0.0,0.0,2008-04-02,235.95,91.00,2008-04-03,228.36,-599.69,91.00,['GILD', 'VIAB']
GILD,LONG,2008-04-01,51.21,673,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2008-04-07,51.26,33.13,33.13,['CF', 'VIAB']
VIAB,LONG,2008-04-02,37.92,338,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2008-04-10,37.24,-229.84,-229.84,['CF']
CF,LONG,2008-04-07,121.35,135,No-Exit,0.0,0.0,2008-04-07,123.24,254.60,2008-04-18,141.45,2713.26,254.60,['NFLX']
AMZN,LONG,2008-04-21,81.25,302,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2008-04-22,77.65,-1087.20,-1087.20,['NFLX']
NFLX,LONG,2008-04-17,39.31,710,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2008-04-22,33.69,-3990.20,-3990.20,[]
FDX,LONG,2008-05-02,95.21,349,2008-05-02,92.76,-856.41,No-Exit,0.0,0.0,2008-05-05,92.14,-1072.25,-856.41,[]
CP,SHORT,2008-06-03,63.74,515,No-Exit,0.0,0.0,2008-06-06,61.92,939.83,2008-06-16,59.30,2286.60,939.83,[]
GD,SHORT,2008-07-08,68.98,489,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2008-07-09,71.20,-1086.11,-1086.11,[]
GOOGL,SHORT,2008-07-21,239.00,139,No-Exit,0.0,0.0,2008-07-21,238.00,139.00,2008-07-23,245.04,-839.56,139.00,[]
GD,LONG,2008-07-24,76.01,434,2008-07-24,73.35,-1154.44,No-Exit,0.0,0.0,2008-08-01,75.36,-282.10,-1154.44,['UNP']
UNP,LONG,2008-07-24,34.54,578,No-Exit,0.0,0.0,2008-07-29,35.42,509.22,2008-08-07,35.72,684.90,509.22,[]
UNP,LONG,2008-08-29,37.23,890,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2008-09-02,36.28,-845.50,-845.50,[]
AAPL,SHORT,2008-09-05,21.45,1510,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2008-09-08,22.26,-1221.53,-1221.53,[]
IWM,SHORT,2008-09-16,63.30,505,2008-09-16,66.06,-1393.20,No-Exit,0.0,0.0,2008-09-18,66.57,-1650.75,-1393.20,[]
AAPL,LONG,2008-12-09,13.59,2335,No-Exit,0.0,0.0,2008-12-09,13.86,631.74,2008-12-10,13.08,-1190.85,631.74,[]
GD,LONG,2008-12-17,48.33,648,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2008-12-19,47.39,-612.32,-612.32,['CP']
CP,LONG,2008-12-17,32.49,577,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2008-12-19,30.53,-1131.23,-1131.23,[]
IWM,SHORT,2009-01-15,42.03,728,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2009-01-16,43.95,-1395.77,-1395.77,['UNP']
UNP,SHORT,2009-01-15,18.21,1009,No-Exit,0.0,0.0,2009-01-15,17.32,896.60,2009-01-22,19.34,-1140.17,896.60,['MA']
MA,SHORT,2009-01-16,12.59,2131,No-Exit,0.0,0.0,2009-01-16,12.39,418.12,2009-01-28,13.01,-895.02,418.12,[]
GILD,SHORT,2009-02-27,45.42,634,No-Exit,0.0,0.0,2009-03-02,43.45,1252.13,2009-03-09,43.63,1137.48,1252.13,[]
AMZN,LONG,2009-03-12,69.57,427,No-Exit,0.0,0.0,2009-03-17,71.57,854.00,2009-03-20,69.80,98.21,854.00,['AAPL']
AAPL,LONG,2009-03-18,13.52,1366,No-Exit,0.0,0.0,2009-03-18,13.79,369.58,2009-03-30,14.14,850.03,369.58,['UNP']
UNP,LONG,2009-03-24,18.91,1204,No-Exit,0.0,0.0,2009-03-26,19.80,1077.33,2009-03-31,18.26,-782.60,1077.33,[]
NFLX,LONG,2009-04-13,47.19,631,No-Exit,0.0,0.0,2009-04-13,49.19,1262.00,2009-04-15,47.30,69.41,1262.00,[]
NFLX,SHORT,2009-05-07,42.17,707,No-Exit,0.0,0.0,2009-05-07,40.17,1414.00,2009-05-12,39.77,1696.80,1414.00,[]
AMZN,SHORT,2009-05-14,73.79,413,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2009-05-19,76.85,-1263.78,-1263.78,[]
AMZN,LONG,2009-06-02,85.00,353,No-Exit,0.0,0.0,2009-06-05,87.00,706.00,2009-06-11,86.29,455.37,706.00,[]
MA,LONG,2009-07-16,16.99,1776,No-Exit,0.0,0.0,2009-07-16,17.19,349.10,2009-07-22,17.59,1072.04,349.10,[]
UNP,LONG,2009-09-08,28.36,1080,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2009-09-16,28.31,-57.04,-57.04,[]
FDX,LONG,2009-10-15,78.26,390,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2009-10-22,77.01,-487.50,-487.50,[]
FDX,SHORT,2009-11-02,70.11,433,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2009-11-04,73.25,-1359.82,-1359.82,[]
AAPL,SHORT,2009-12-07,25.92,1152,No-Exit,0.0,0.0,2009-12-07,25.65,311.68,2009-12-09,26.58,-760.32,311.68,[]
UNP,LONG,2009-12-24,30.01,985,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2009-12-30,29.65,-351.87,-351.87,['AAPL']
AAPL,LONG,2009-12-28,28.64,647,No-Exit,0.0,0.0,2009-12-28,28.91,175.05,2010-01-06,28.92,180.58,175.05,[]
WHR,SHORT,2010-01-22,69.51,424,No-Exit,0.0,0.0,2010-01-26,67.73,756.72,2010-02-02,73.04,-1496.72,756.72,[]
GILD,LONG,2010-02-18,48.58,595,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2010-02-22,47.94,-379.48,-379.48,['GD']
GD,LONG,2010-02-19,63.63,282,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2010-02-25,63.03,-169.20,-169.20,[]
MA,LONG,2010-03-08,23.62,1216,No-Exit,0.0,0.0,2010-03-08,23.82,239.33,2010-03-16,24.55,1130.88,239.33,[]
AMZN,SHORT,2010-05-05,128.00,227,No-Exit,0.0,0.0,2010-05-06,126.00,454.00,2010-05-11,132.73,-1073.71,454.00,['GD']
WHR,SHORT,2010-05-21,82.95,347,2010-05-21,85.79,-986.20,No-Exit,0.0,0.0,2010-05-24,87.99,-1750.48,-986.20,['GD']
UNP,LONG,2010-06-16,34.54,818,No-Exit,0.0,0.0,2010-06-21,35.46,749.19,2010-06-22,35.05,417.18,749.19,['GD']
GOOGL,SHORT,2010-08-20,233.53,123,No-Exit,0.0,0.0,2010-08-20,232.53,123.00,2010-09-01,227.49,742.92,123.00,['GD']
AMZN,LONG,2010-09-02,132.80,221,No-Exit,0.0,0.0,2010-09-02,134.80,442.00,2010-09-20,147.82,3319.42,442.00,['GD', 'MA', 'GOOGL', 'AAPL']
AAPL,LONG,2010-09-09,35.85,508,No-Exit,0.0,0.0,2010-09-13,36.12,137.44,2010-09-22,38.24,1214.30,137.44,['GD', 'MA', 'GOOGL']
GOOGL,LONG,2010-09-20,246.25,44,No-Exit,0.0,0.0,2010-09-20,247.25,44.00,2010-09-28,264.11,785.84,44.00,['GD', 'MA']
MA,LONG,2010-09-20,21.14,285,No-Exit,0.0,0.0,2010-09-20,21.34,56.17,2010-10-01,21.99,242.25,56.17,['GD']
GOOGL,LONG,2010-10-18,300.92,63,No-Exit,0.0,0.0,2010-10-18,301.92,63.00,2010-10-22,305.44,284.76,63.00,['GD', 'CF']
CF,LONG,2010-10-11,106.43,291,No-Exit,0.0,0.0,2010-10-11,108.34,555.69,2010-10-22,112.51,1769.28,555.69,['GD']
AMZN,LONG,2010-11-26,178.09,176,No-Exit,0.0,0.0,2010-11-29,180.09,352.00,2010-12-02,176.05,-359.04,352.00,['GD']
V,LONG,2010-12-13,77.97,399,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2010-12-15,76.02,-778.05,-778.05,['GD']
AAPL,LONG,2011-01-04,44.97,688,No-Exit,0.0,0.0,2011-01-06,45.24,186.14,2011-01-14,46.61,1127.24,186.14,['GD', 'FDX']
GD,SHORT,2010-05-05,66.04,264,No-Exit,0.0,0.0,2010-05-06,64.27,467.95,2011-01-18,65.93,29.04,467.95,['FDX']
