Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,StopLoss-Exit-Date,StopLoss-Exit-Price,StopLoss-Exit-PorL,Exit-Date,Exit-Price,PorL,Actual-PorL,Strategy,Current-Pos
AAPL,SHORT,2009-02-20,12.77,7410,No-Exit,0.0,0.0,2009-02-25,13.16,-2879.31,-2879.31,BB 20 SMA Xover Mtm,[]
AAPL,LONG,2009-03-12,13.37,6900,No-Exit,0.0,0.0,2009-03-30,14.93,10764.00,10764.00,BB 20 SMA Xover Mtm,[]
CME,LONG,2009-05-06,50.06,2051,No-Exit,0.0,0.0,2009-05-20,55.79,11752.23,11752.23,BB 20 SMA Xover Mtm,['AAPL']
AAPL,SHORT,2009-05-13,17.60,281,No-Exit,0.0,0.0,2009-05-26,18.69,-306.29,-306.29,BB 20 SMA Xover Mtm,[]
AAPL,LONG,2009-07-13,19.99,5671,No-Exit,0.0,0.0,2009-07-21,21.90,10823.51,10823.51,BB 20 SMA Xover Mtm,[]
FSLR,LONG,2009-09-09,136.60,910,No-Exit,0.0,0.0,2009-09-14,131.78,-4386.20,-4386.20,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2009-12-01,28.27,4226,2009-12-01,28.94,-2831.42,2009-12-09,27.89,1605.88,-2831.42,BB 20 SMA Xover Mtm,[]
EOG,LONG,2009-12-15,45.65,2650,No-Exit,0.0,0.0,2009-12-29,49.49,10176.00,10176.00,BB 20 SMA Xover Mtm,['FDX', 'AAPL']
AAPL,LONG,2009-12-22,28.60,197,No-Exit,0.0,0.0,2009-12-30,29.83,242.87,242.87,BB 20 SMA Xover Mtm,['FDX']
FDX,SHORT,2009-12-18,83.63,72,No-Exit,0.0,0.0,2010-01-12,86.44,-202.32,-202.32,BB 20 SMA Xover Mtm,['PCLN']
PCLN,SHORT,2010-01-07,216.89,601,No-Exit,0.0,0.0,2010-01-20,210.86,3624.03,3624.03,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2010-01-22,29.43,4558,No-Exit,0.0,0.0,2010-02-03,28.10,6062.14,6062.14,BB 20 SMA Xover Mtm,[]
