Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,StopLoss-Exit-Date,StopLoss-Exit-Price,StopLoss-Exit-PorL,Profit-Exit-Date,Profit-Exit-Price,Profit-Exit-PorL,Exit-Date,Exit-Price,PorL,Actual-PorL,Current-Pos
IWM,SHORT,2007-10-22,73.33,516,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2007-10-23,75.93,-1344.11,-1344.11,[]
IWM,SHORT,2008-03-03,63.85,502,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2008-03-05,63.68,84.36,84.36,[]
IWM,SHORT,2008-09-05,66.79,561,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2008-09-08,69.11,-1298.96,-1298.96,[]
IWM,SHORT,2008-09-16,63.30,553,2008-09-16,66.06,-1523.10,No-Exit,0.0,0.0,2008-09-18,66.57,-1807.07,-1523.10,[]
IWM,SHORT,2009-01-15,42.03,864,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2009-01-16,43.95,-1657.22,-1657.22,[]
IWM,SHORT,2010-08-20,57.29,609,No-Exit,0.0,0.0,2010-08-24,55.40,1146.29,2010-08-25,56.40,538.76,1146.29,[]
IWM,SHORT,2011-05-17,76.98,463,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-05-19,79.09,-973.72,-973.72,[]
IWM,SHORT,2011-07-28,75.63,457,No-Exit,0.0,0.0,2011-08-02,73.74,864.55,2011-08-15,66.76,4054.76,864.55,[]
IWM,SHORT,2011-09-22,60.82,595,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-09-27,64.53,-2208.10,-2208.10,[]
IWM,SHORT,2011-11-22,66.22,547,No-Exit,0.0,0.0,2011-11-23,64.32,1038.79,2011-11-29,66.55,-184.38,1038.79,[]
