Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,StopLoss-Exit-Date,StopLoss-Exit-Price,StopLoss-Exit-PorL,Exit-Date,Exit-Price,PorL,Actual-PorL,Strategy,Current-Pos
AAPL,SHORT,2013-09-11,66.72,1357,No-Exit,0.0,0.0,2013-09-18,66.50,292.74,292.74,BB 20 SMA Xover Mtm,[]
NFLX,SHORT,2013-10-09,299.30,158,No-Exit,0.0,0.0,2013-10-14,322.31,-3635.58,-3635.58,BB 20 SMA Xover Mtm,['AMZN', 'PCLN']
PCLN,SHORT,2013-10-09,988.15,46,No-Exit,0.0,0.0,2013-10-17,1031.51,-1994.56,-1994.56,BB 20 SMA Xover Mtm,['AMZN']
AMZN,SHORT,2013-10-08,306.93,310,No-Exit,0.0,0.0,2013-10-18,319.36,-3853.30,-3853.30,BB 20 SMA Xover Mtm,[]
CPB,LONG,2013-12-09,42.85,2013,No-Exit,0.0,0.0,2013-12-17,41.08,-3563.01,-3563.01,BB 20 SMA Xover Mtm,['DTV']
DTV,SHORT,2013-12-17,65.09,66,No-Exit,0.0,0.0,2013-12-30,67.96,-189.42,-189.42,BB 20 SMA Xover Mtm,['EOG']
FSLR,LONG,2014-01-03,58.01,74,No-Exit,0.0,0.0,2014-01-06,54.09,-290.08,-290.08,BB 20 SMA Xover Mtm,['EOG']
EOG,LONG,2013-12-20,83.49,988,No-Exit,0.0,0.0,2014-01-14,82.03,-1442.48,-1442.48,BB 20 SMA Xover Mtm,[]
AAPL,LONG,2014-02-11,76.33,1061,No-Exit,0.0,0.0,2014-02-19,76.72,413.79,413.79,BB 20 SMA Xover Mtm,[]
PCLN,SHORT,2014-03-14,1286.73,63,No-Exit,0.0,0.0,2014-03-31,1205.46,5120.01,5120.01,BB 20 SMA Xover Mtm,['CMG', 'AMZN']
AMZN,SHORT-SPY-NULL,2014-03-24,357.01,230,No-Exit,0.0,0.0,2014-04-01,343.43,3123.40,0.0,BB 20 SMA Xover Mtm,['CMG']
CMG,SHORT-SPY-NULL,2014-03-26,564.97,149,No-Exit,0.0,0.0,2014-04-09,555.36,1431.89,0.0,BB 20 SMA Xover Mtm,['AAPL']
AAPL,SHORT,2014-04-07,75.21,1195,No-Exit,0.0,0.0,2014-04-23,75.58,-442.15,-442.15,BB 20 SMA Xover Mtm,['PCLN']
PCLN,LONG,2014-04-17,1224.37,65,No-Exit,0.0,0.0,2014-04-25,1158.05,-4310.80,-4310.80,BB 20 SMA Xover Mtm,[]
NFLX,LONG,2014-05-05,344.06,125,No-Exit,0.0,0.0,2014-05-07,320.68,-2922.50,-2922.50,BB 20 SMA Xover Mtm,['MSI']
MSI,LONG,2014-05-05,66.17,650,No-Exit,0.0,0.0,2014-05-15,66.69,338.00,338.00,BB 20 SMA Xover Mtm,['CRM']
CRM,LONG,2014-05-13,53.96,787,No-Exit,0.0,0.0,2014-05-22,50.29,-2888.29,-2888.29,BB 20 SMA Xover Mtm,[]
AMZN,LONG,2014-05-22,308.06,140,No-Exit,0.0,0.0,2014-06-13,327.05,2658.60,2658.60,BB 20 SMA Xover Mtm,[]
THC,LONG,2014-07-17,49.20,1696,No-Exit,0.0,0.0,2014-07-30,53.07,6563.52,6563.52,BB 20 SMA Xover Mtm,[]
