Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,StopLoss-Exit-Date,StopLoss-Exit-Price,StopLoss-Exit-PorL,Exit-Date,Exit-Price,PorL,Actual-PorL,Strategy,Current-Pos
CRM,LONG,2012-08-07,33.51,2834,No-Exit,0.0,0.0,2012-08-22,36.44,8303.62,8303.62,BB 20 SMA Xover Mtm,['NFLX']
NFLX,LONG,2012-08-16,63.89,74,No-Exit,0.0,0.0,2012-08-23,64.48,43.66,43.66,BB 20 SMA Xover Mtm,[]
FFIV,SHORT-SPY-NULL,2012-08-31,96.42,29,No-Exit,0.0,0.0,2012-09-07,99.73,-95.99,0.0,BB 20 SMA Xover Mtm,['NFLX', 'PCLN']
NFLX,SHORT-SPY-NULL,2012-08-31,59.88,47,No-Exit,0.0,0.0,2012-09-07,56.68,150.40,0.0,BB 20 SMA Xover Mtm,['PCLN']
PCLN,LONG,2012-08-30,609.24,168,No-Exit,0.0,0.0,2012-09-20,633.94,4149.60,4149.60,BB 20 SMA Xover Mtm,['PM']
PM,LONG,2012-09-18,91.60,62,No-Exit,0.0,0.0,2012-10-09,92.11,31.62,31.62,BB 20 SMA Xover Mtm,['AAPL']
AAPL,SHORT,2012-09-26,95.26,1065,No-Exit,0.0,0.0,2012-10-11,92.36,3091.54,3091.54,BB 20 SMA Xover Mtm,[]
AAPL,LONG,2012-11-26,82.46,1332,No-Exit,0.0,0.0,2012-12-05,81.27,-1581.27,-1581.27,BB 20 SMA Xover Mtm,[]
CTXS,LONG,2012-12-10,62.65,1730,No-Exit,0.0,0.0,2012-12-20,65.63,5155.40,5155.40,BB 20 SMA Xover Mtm,[]
AAPL,LONG,2013-01-02,79.12,71,No-Exit,0.0,0.0,2013-01-14,71.81,-518.71,-518.71,BB 20 SMA Xover Mtm,['AMZN', 'EQT']
AMZN,SHORT,2012-12-27,246.15,23,2013-01-07,262.97,-386.86,2013-01-15,270.68,-564.19,-386.86,BB 20 SMA Xover Mtm,['EQT']
EQT,LONG-SPY-NULL,2012-12-21,59.76,1895,No-Exit,0.0,0.0,2013-01-29,59.52,-454.80,0.0,BB 20 SMA Xover Mtm,[]
AAPL,LONG,2013-03-18,64.01,1746,No-Exit,0.0,0.0,2013-03-27,65.21,2092.71,2092.71,BB 20 SMA Xover Mtm,['PCLN']
HUM,LONG,2013-03-28,69.41,1638,No-Exit,0.0,0.0,2013-04-05,78.38,14692.86,14692.86,BB 20 SMA Xover Mtm,['THC', 'PCLN']
PCLN,SHORT,2013-03-19,689.84,8,No-Exit,0.0,0.0,2013-04-11,720.91,-248.56,-248.56,BB 20 SMA Xover Mtm,['THC']
THC,SHORT,2013-04-04,43.65,130,No-Exit,0.0,0.0,2013-04-23,40.16,453.70,453.70,BB 20 SMA Xover Mtm,['PCLN']
VLO,LONG,2013-04-25,42.39,963,No-Exit,0.0,0.0,2013-05-01,39.53,-2754.18,-2754.18,BB 20 SMA Xover Mtm,['GD', 'BRCM', 'PCLN', 'AAPL']
PCLN,SHORT,2013-04-19,683.11,186,No-Exit,0.0,0.0,2013-05-03,722.08,-7248.42,-7248.42,BB 20 SMA Xover Mtm,['GD', 'BRCM', 'AAPL']
