Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,StopLoss-Exit-Date,StopLoss-Exit-Price,StopLoss-Exit-PorL,Exit-Date,Exit-Price,PorL,Actual-PorL,Strategy,Current-Pos
BLK,LONG,2010-11-12,172.91,549,No-Exit,0.0,0.0,2010-11-23,163.95,-4919.04,-4919.04,BB 20 SMA Xover Mtm,[]
PCLN,SHORT,2010-12-15,396.24,227,No-Exit,0.0,0.0,2010-12-23,416.60,-4621.72,-4621.72,BB 20 SMA Xover Mtm,[]
NFLX,LONG,2011-01-11,189.76,21,No-Exit,0.0,0.0,2011-01-19,189.53,-4.83,-4.83,BB 20 SMA Xover Mtm,['CRM']
CRM,LONG,2011-01-06,36.04,2393,No-Exit,0.0,0.0,2011-01-20,33.30,-6550.84,-6550.84,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2011-01-21,47.05,1694,No-Exit,0.0,0.0,2011-02-07,50.25,-5420.80,-5420.80,BB 20 SMA Xover Mtm,['FFIV']
AMZN,LONG,2011-02-09,184.89,3,No-Exit,0.0,0.0,2011-02-16,187.35,7.38,7.38,BB 20 SMA Xover Mtm,['BWA', 'FFIV']
FFIV,LONG,2011-02-07,124.88,538,No-Exit,0.0,0.0,2011-02-16,125.46,312.04,312.04,BB 20 SMA Xover Mtm,['BWA']
BWA,LONG,2011-02-08,35.59,301,No-Exit,0.0,0.0,2011-02-22,39.48,1170.89,1170.89,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2011-03-10,49.85,1524,No-Exit,0.0,0.0,2011-03-22,48.94,1391.19,1391.19,BB 20 SMA Xover Mtm,[]
AMZN,LONG,2011-03-25,172.81,447,No-Exit,0.0,0.0,2011-04-11,182.86,4492.35,4492.35,BB 20 SMA Xover Mtm,['QCOM', 'BLK']
QCOM,LONG,2011-04-07,54.08,5,No-Exit,0.0,0.0,2011-04-12,52.05,-10.15,-10.15,BB 20 SMA Xover Mtm,['BLK']
NFLX,LONG,2011-05-10,238.77,326,No-Exit,0.0,0.0,2011-05-16,241.66,942.14,942.14,BB 20 SMA Xover Mtm,['BLK', 'CMG', 'AAPL']
NFLX,SHORT,2011-05-17,234.72,320,No-Exit,0.0,0.0,2011-05-23,248.99,-4566.40,-4566.40,BB 20 SMA Xover Mtm,['BLK', 'CMG', 'AAPL']
BLK,LONG,2011-03-31,200.83,19,No-Exit,0.0,0.0,2011-05-24,192.54,-157.51,-157.51,BB 20 SMA Xover Mtm,['CMG', 'AAPL']
CMG,LONG,2011-05-12,277.04,14,No-Exit,0.0,0.0,2011-05-31,288.09,154.70,154.70,BB 20 SMA Xover Mtm,['AAPL']
AAPL,SHORT,2011-05-16,48.16,6,No-Exit,0.0,0.0,2011-06-01,49.84,-10.07,-10.07,BB 20 SMA Xover Mtm,[]
AAPL,LONG,2011-06-28,47.91,1630,No-Exit,0.0,0.0,2011-07-12,50.16,3667.50,3667.50,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2011-08-05,53.37,1548,No-Exit,0.0,0.0,2011-08-09,52.17,1857.60,1857.60,BB 20 SMA Xover Mtm,['AMZN']
AMZN,SHORT,2011-08-03,209.58,389,No-Exit,0.0,0.0,2011-08-09,198.34,4372.36,4372.36,BB 20 SMA Xover Mtm,[]
PCLN,LONG,2011-08-29,510.00,86,No-Exit,0.0,0.0,2011-09-01,531.89,1882.54,1882.54,BB 20 SMA Xover Mtm,['QCOM', 'NFLX', 'AAPL']
NFLX,LONG,2011-08-31,238.93,1,No-Exit,0.0,0.0,2011-09-02,208.71,-30.22,-30.22,BB 20 SMA Xover Mtm,['QCOM', 'AAPL']
AAPL,LONG,2011-08-29,55.45,790,No-Exit,0.0,0.0,2011-09-12,53.70,-1387.01,-1387.01,BB 20 SMA Xover Mtm,['QCOM']
QCOM,LONG,2011-08-30,51.43,81,No-Exit,0.0,0.0,2011-09-19,53.06,132.03,132.03,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2011-09-30,55.24,797,No-Exit,0.0,0.0,2011-10-05,54.04,956.40,956.40,BB 20 SMA Xover Mtm,['AMZN']
AMZN,SHORT,2011-09-30,218.19,199,No-Exit,0.0,0.0,2011-10-05,214.63,708.44,708.44,BB 20 SMA Xover Mtm,[]
PCLN,LONG,2011-10-24,500.41,89,No-Exit,0.0,0.0,2011-10-31,509.76,832.15,832.15,BB 20 SMA Xover Mtm,['CMG']
CMG,LONG,2011-10-24,336.82,133,No-Exit,0.0,0.0,2011-11-21,304.83,-4254.67,-4254.67,BB 20 SMA Xover Mtm,[]
