Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,StopLoss-Exit-Date,StopLoss-Exit-Price,StopLoss-Exit-PorL,Profit-Exit-Date,Profit-Exit-Price,Profit-Exit-PorL,Exit-Date,Exit-Price,PorL,Actual-PorL,Current-Pos
FDX,LONG,2008-05-02,95.21,998,2008-05-02,92.76,-2448.99,No-Exit,0.0,0.0,2008-05-05,92.14,-3066.20,-2448.99,[]
GD,LONG,2008-07-24,76.01,1211,2008-07-24,73.35,-3221.26,No-Exit,0.0,0.0,2008-08-01,75.36,-787.15,-3221.26,[]
AAPL,LONG,2008-08-13,24.11,3788,No-Exit,0.0,0.0,2008-08-14,24.38,1024.86,2008-08-18,23.62,-1856.12,1024.86,[]
IWM,SHORT,2008-09-16,63.30,1398,2008-09-16,66.06,-3856.81,No-Exit,0.0,0.0,2008-09-18,66.57,-4569.79,-3856.81,[]
ALL,SHORT,2008-11-20,16.36,5209,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2008-11-24,19.41,-15887.45,-15887.45,[]
IWM,SHORT,2009-01-15,42.03,1668,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2009-01-16,43.95,-3198.00,-3198.00,[]
UNP,SHORT,2009-02-20,17.21,3899,2009-02-20,17.86,-2534.35,No-Exit,0.0,0.0,2009-02-23,17.92,-2780.23,-2534.35,[]
GILD,SHORT,2009-02-27,45.42,1394,No-Exit,0.0,0.0,2009-03-02,43.45,-2753.10,2009-03-09,43.63,2501.03,-2753.10,[]
AMZN,LONG,2009-03-12,69.57,960,No-Exit,0.0,0.0,2009-03-17,71.57,1920.00,2009-03-20,69.80,220.80,1920.00,['AAPL']
AAPL,LONG,2009-03-18,13.52,250,No-Exit,0.0,0.0,2009-03-18,13.79,67.64,2009-03-30,14.14,155.57,67.64,[]
FDX,LONG,2009-10-15,78.26,858,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2009-10-22,77.01,-1072.50,-1072.50,[]
GOOGL,LONG,2010-04-14,295.03,224,No-Exit,0.0,0.0,2010-04-14,296.03,224.00,2010-04-16,281.50,-3030.72,224.00,[]
AMZN,SHORT,2010-05-05,128.00,493,No-Exit,0.0,0.0,2010-05-06,126.00,-986.00,2010-05-11,132.73,-2331.89,-986.00,[]
AMZN,LONG,2010-11-26,178.09,342,No-Exit,0.0,0.0,2010-11-29,180.09,684.00,2010-12-02,176.05,-697.68,684.00,[]
AAPL,LONG,2011-01-04,44.97,1351,No-Exit,0.0,0.0,2011-01-06,45.24,365.52,2011-01-14,46.61,2213.53,365.52,[]
MA,LONG,2011-02-04,24.36,2566,No-Exit,0.0,0.0,2011-02-04,24.56,506.39,2011-02-09,24.52,420.72,506.39,[]
NFLX,LONG,2011-03-24,231.98,273,No-Exit,0.0,0.0,2011-03-28,233.98,546.00,2011-03-31,237.28,1446.90,546.00,[]
GOOGL,SHORT,2011-05-17,257.71,249,2011-05-17,261.18,-862.79,No-Exit,0.0,0.0,2011-05-19,266.37,-2153.85,-862.79,[]
GOOGL,LONG,2011-07-06,267.06,12,No-Exit,0.0,0.0,2011-07-06,268.06,12.00,2011-07-08,264.44,-31.44,12.00,['AMZN']
AMZN,LONG,2011-06-28,202.78,306,No-Exit,0.0,0.0,2011-06-29,204.78,612.00,2011-07-12,211.93,2799.90,612.00,[]
GD,SHORT,2011-09-22,51.33,414,No-Exit,0.0,0.0,2011-09-23,49.50,-757.85,2011-09-27,52.71,-572.18,-757.85,['UNP', 'VRX']
UNP,SHORT,2011-09-22,37.89,557,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-09-27,40.08,-1221.65,-1221.65,['VRX']
VRX,SHORT,2011-09-22,35.85,581,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-09-27,39.71,-2242.66,-2242.66,[]
MA,LONG,2011-12-02,37.92,82,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-12-05,37.22,-57.25,-57.25,['V']
V,LONG,2011-12-01,95.01,642,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2011-12-06,93.57,-924.48,-924.48,[]
NFLX,LONG,2012-01-05,81.17,740,No-Exit,0.0,0.0,2012-01-06,83.17,1480.00,2012-01-18,93.18,8887.40,1480.00,[]
URI,LONG,2012-01-19,35.23,1945,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2012-01-25,33.70,-2975.85,-2975.85,[]
V,LONG,2012-02-03,104.35,629,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2012-02-08,105.31,602.34,602.34,[]
UNH,LONG,2012-03-30,56.02,1183,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2012-04-05,56.25,272.09,272.09,[]
CF,LONG,2012-06-20,174.94,19,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2012-06-21,172.86,-39.52,-39.52,['AMZN']
AMZN,LONG,2012-06-19,223.96,297,No-Exit,0.0,0.0,2012-06-21,225.96,594.00,2012-06-22,219.97,-1185.03,594.00,[]
MA,LONG,2012-09-07,42.86,1526,No-Exit,0.0,0.0,2012-09-07,43.05,302.15,2012-09-20,44.31,2211.73,302.15,[]
FDX,SHORT,2012-11-15,85.72,393,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2012-11-20,86.36,-251.92,-251.92,['UNP']
UNP,SHORT,2012-11-15,55.98,602,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2012-11-20,57.53,-933.10,-933.10,[]
NFLX,LONG,2013-01-14,102.12,649,No-Exit,0.0,0.0,2013-01-14,104.12,1298.00,2013-01-16,99.22,-1882.10,1298.00,[]
CF,LONG,2013-05-10,190.86,338,2013-05-10,186.94,-1325.29,No-Exit,0.0,0.0,2013-05-13,186.94,-1325.29,-1325.29,[]
AMZN,LONG,2013-06-10,278.69,227,No-Exit,0.0,0.0,2013-06-10,280.69,454.00,2013-06-12,274.15,-1030.58,454.00,[]
FDX,LONG,2013-07-10,104.17,598,No-Exit,0.0,0.0,2013-07-18,106.16,1187.15,2013-07-23,106.46,1369.42,1187.15,[]
MA,LONG,2013-09-10,63.97,999,No-Exit,0.0,0.0,2013-09-10,64.17,198.46,2013-09-23,68.05,4078.22,198.46,['VRX']
VRX,LONG,2013-09-18,103.29,28,No-Exit,0.0,0.0,2013-09-19,105.29,56.00,2013-09-24,102.58,-19.88,56.00,[]
V,SHORT,2013-10-09,180.59,373,No-Exit,0.0,0.0,2013-10-09,178.61,-738.96,2013-10-10,184.19,-1341.12,-738.96,[]
CVS,LONG,2013-12-19,68.87,961,No-Exit,0.0,0.0,2013-12-27,70.84,1894.03,2014-01-02,70.12,1205.68,1894.03,[]
V,LONG,2014-01-21,232.64,292,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2014-01-24,224.71,-2315.69,-2315.69,['GD']
GD,LONG,2014-01-23,99.19,28,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2014-01-27,96.30,-81.02,-81.02,['AMZN']
AMZN,SHORT,2014-01-27,387.07,161,2014-01-27,392.88,-935.41,2014-01-27,385.07,-322.00,2014-01-28,391.13,-653.66,-935.41,[]
GOOGL,SHORT,2014-10-08,573.90,112,2014-10-08,579.50,-627.20,2014-10-08,571.90,-224.00,2014-10-16,527.00,5252.80,-627.20,['AGN']
AGN,SHORT,2014-10-14,221.35,302,No-Exit,0.0,0.0,2014-10-14,219.35,-604.00,2014-10-17,229.63,-2500.56,-604.00,[]
GD,LONG,2014-10-24,131.09,511,No-Exit,0.0,0.0,2014-10-27,133.09,1022.00,2014-11-07,141.06,5094.67,1022.00,[]
AGN,LONG,2014-11-19,269.86,266,No-Exit,0.0,0.0,No-Exit,0.0,0.0,2014-11-20,264.58,-1404.48,-1404.48,['NFLX']
NFLX,SHORT,2014-11-20,362.46,10,2014-11-20,373.15,-106.90,No-Exit,0.0,0.0,2014-11-21,373.15,-106.90,-106.90,[]
