Instrument,Trade-Type,Entry-Date,Entry-Price,Quantity,StopLoss-Exit-Date,StopLoss-Exit-Price,StopLoss-Exit-PorL,Exit-Date,Exit-Price,PorL,Actual-PorL,Strategy,Current-Pos
FSLR,LONG,2010-06-16,118.44,802,No-Exit,0.0,0.0,2010-06-21,122.22,3031.56,3031.56,BB 20 SMA Xover Mtm,['RIG', 'PCLN']
PCLN,LONG,2010-06-17,198.87,23,No-Exit,0.0,0.0,2010-06-23,189.30,-220.11,-220.11,BB 20 SMA Xover Mtm,['RIG']
RIG,LONG,2010-06-21,55.45,7,No-Exit,0.0,0.0,2010-06-29,49.01,-45.08,-45.08,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2010-06-30,36.23,2694,No-Exit,0.0,0.0,2010-07-07,36.68,-1212.30,-1212.30,BB 20 SMA Xover Mtm,[]
AMZN,LONG,2010-07-13,120.71,799,No-Exit,0.0,0.0,2010-07-15,119.45,-1006.74,-1006.74,BB 20 SMA Xover Mtm,[]
CMG,LONG,2010-07-26,146.96,649,No-Exit,0.0,0.0,2010-08-06,148.29,863.17,863.17,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2010-08-12,35.24,2723,No-Exit,0.0,0.0,2010-08-30,35.05,521.26,521.26,BB 20 SMA Xover Mtm,[]
EOG,LONG,2010-09-13,46.58,2079,No-Exit,0.0,0.0,2010-09-17,44.24,-4854.46,-4854.46,BB 20 SMA Xover Mtm,[]
BLK,LONG,2010-11-12,172.91,533,No-Exit,0.0,0.0,2010-11-23,163.95,-4775.68,-4775.68,BB 20 SMA Xover Mtm,[]
CRM,LONG,2011-01-06,36.04,2441,No-Exit,0.0,0.0,2011-01-20,33.30,-6682.24,-6682.24,BB 20 SMA Xover Mtm,['CMG', 'NFLX']
NFLX,LONG,2011-01-11,189.76,21,No-Exit,0.0,0.0,2011-01-20,186.82,-61.74,-61.74,BB 20 SMA Xover Mtm,['CMG']
CMG,LONG,2011-01-14,231.94,1,No-Exit,0.0,0.0,2011-01-25,220.00,-11.94,-11.94,BB 20 SMA Xover Mtm,['AAPL']
AAPL,SHORT,2011-01-21,47.05,1722,No-Exit,0.0,0.0,2011-01-27,49.11,-3549.78,-3549.78,BB 20 SMA Xover Mtm,[]
FFIV,LONG,2011-02-07,124.88,623,No-Exit,0.0,0.0,2011-02-16,125.35,292.81,292.81,BB 20 SMA Xover Mtm,['BWA', 'AMZN']
AMZN,LONG,2011-02-09,184.89,1,No-Exit,0.0,0.0,2011-02-16,187.35,2.46,2.46,BB 20 SMA Xover Mtm,['BWA']
BWA,LONG,2011-02-08,35.59,111,No-Exit,0.0,0.0,2011-02-22,39.48,431.79,431.79,BB 20 SMA Xover Mtm,[]
AAPL,SHORT,2011-03-10,49.85,1576,No-Exit,0.0,0.0,2011-03-22,48.94,1438.66,1438.66,BB 20 SMA Xover Mtm,[]
AMZN,LONG,2011-03-25,172.81,462,No-Exit,0.0,0.0,2011-04-12,182.86,4643.10,4643.10,BB 20 SMA Xover Mtm,['BLK']
BLK,LONG,2011-03-31,200.83,20,No-Exit,0.0,0.0,2011-04-19,191.32,-190.20,-190.20,BB 20 SMA Xover Mtm,[]
NFLX,LONG,2011-05-10,238.77,352,No-Exit,0.0,0.0,2011-05-16,238.74,-10.56,-10.56,BB 20 SMA Xover Mtm,['AAPL']
NFLX,SHORT,2011-05-17,234.72,356,No-Exit,0.0,0.0,2011-05-23,248.99,-5080.12,-5080.12,BB 20 SMA Xover Mtm,['AAPL']
AAPL,SHORT,2011-05-16,48.16,90,No-Exit,0.0,0.0,2011-06-01,49.84,-151.07,-151.07,BB 20 SMA Xover Mtm,[]
